golden_team_id,src_a_id,src_b_id,src_c_id
GT0000626,SRA0000558,SRB0000492,
GT0000627,SRA0000559,SRB0000493,
GT0000628,SRA0000560,SRB0000494,
GT0000629,SRA0000561,,SRC0000339
GT0000630,SRA0000562,SRB0000495,
GT0000631,SRA0000563,SRB0000496,
GT0000632,SRA0000564,SRB0000497,SRC0000340
GT0000633,SRA0000565,SRB0000498,
GT0000634,SRA0000566,,SRC0000341
GT0000635,SRA0000567,SRB0000499,
GT0000636,SRA0000568,SRB0000500,
GT0000637,SRA0000569,SRB0000501,
GT0000638,SRA0000570,SRB0000502,SRC0000342
GT0000639,SRA0000571,SRB0000503,
GT0000640,SRA0000572,SRB0000504,
GT0000641,,,SRC0000343
GT0000642,SRA0000573,SRB0000505,SRC0000344
GT0000643,SRA0000574,SRB0000506,SRC0000345
GT0000644,SRA0000575,,SRC0000346
GT0000645,SRA0000576,SRB0000507,SRC0000347
GT0000646,SRA0000577,SRB0000508,
GT0000647,SRA0000578,SRB0000509,
GT0000648,SRA0000579,SRB0000510,
GT0000649,SRA0000580,SRB0000511,
GT0000650,,,
GT0000651,SRA0000581,SRB0000512,SRC0000348
GT0000652,SRA0000582,SRB0000513,SRC0000349
GT0000653,SRA0000583,SRB0000514,
GT0000654,SRA0000584,SRB0000515,SRC0000350
GT0000655,SRA0000585,SRB0000516,SRC0000351
GT0000656,SRA0000586,SRB0000517,SRC0000352
GT0000657,SRA0000587,SRB0000518,SRC0000353
GT0000658,SRA0000588,SRB0000519,SRC0000354
GT0000659,SRA0000589,,
GT0000660,SRA0000590,SRB0000520,
GT0000661,SRA0000591,,
GT0000662,SRA0000592,,SRC0000355
GT0000663,SRA0000593,SRB0000521,SRC0000356
GT0000664,SRA0000594,,
GT0000665,SRA0000595,SRB0000522,SRC0000357
GT0000666,SRA0000596,SRB0000523,
GT0000667,SRA0000597,SRB0000524,SRC0000358
GT0000668,SRA0000598,,
GT0000669,SRA0000599,SRB0000525,SRC0000359
GT0000670,SRA0000600,SRB0000526,
GT0000671,SRA0000601,SRB0000527,SRC0000360
GT0000672,SRA0000602,,SRC0000361
GT0000673,SRA0000603,,SRC0000362
GT0000674,SRA0000604,,SRC0000363
GT0000675,SRA0000605,,
GT0000676,SRA0000606,SRB0000528,SRC0000364
GT0000677,,SRB0000529,SRC0000365
GT0000678,SRA0000607,SRB0000530,SRC0000366
GT0000679,SRA0000608,SRB0000531,
GT0000680,,SRB0000532,SRC0000367
GT0000681,SRA0000609,SRB0000533,
GT0000682,SRA0000610,,
GT0000683,SRA0000611,,SRC0000368
GT0000684,SRA0000612,SRB0000534,SRC0000369
GT0000685,,,
GT0000686,SRA0000613,SRB0000535,SRC0000370
GT0000687,SRA0000614,SRB0000536,SRC0000371
GT0000688,SRA0000615,SRB0000537,
GT0000689,SRA0000616,SRB0000538,SRC0000372
GT0000690,SRA0000617,SRB0000539,SRC0000373
GT0000691,SRA0000618,SRB0000540,
GT0000692,,,
GT0000693,SRA0000619,SRB0000541,SRC0000374
GT0000694,SRA0000620,SRB0000542,
GT0000695,SRA0000621,,SRC0000375
GT0000696,SRA0000622,SRB0000543,
GT0000697,SRA0000623,SRB0000544,SRC0000376
GT0000698,SRA0000624,,SRC0000377
GT0000699,SRA0000625,,SRC0000378
GT0000700,SRA0000626,,
GT0000701,SRA0000627,,SRC0000379
GT0000702,SRA0000628,SRB0000545,
GT0000703,SRA0000629,SRB0000546,SRC0000380
GT0000704,SRA0000630,,
GT0000705,,,
GT0000706,SRA0000631,SRB0000547,SRC0000381
GT0000707,SRA0000632,SRB0000548,
GT0000708,SRA0000633,SRB0000549,
GT0000709,SRA0000634,,SRC0000382
GT0000710,SRA0000635,SRB0000550,SRC0000383
GT0000711,SRA0000636,SRB0000551,SRC0000384
GT0000712,SRA0000637,SRB0000552,
GT0000713,SRA0000638,SRB0000553,
GT0000714,SRA0000639,,SRC0000385
GT0000715,SRA0000640,,
GT0000716,SRA0000641,SRB0000554,
GT0000717,SRA0000642,,SRC0000386
GT0000718,SRA0000643,SRB0000555,
GT0000719,SRA0000644,SRB0000556,SRC0000387
GT0000720,SRA0000645,,
GT0000721,SRA0000646,SRB0000557,SRC0000388
GT0000722,SRA0000647,SRB0000558,
GT0000723,SRA0000648,,
GT0000724,SRA0000649,,
GT0000725,SRA0000650,SRB0000559,
GT0000726,SRA0000651,,SRC0000389
GT0000727,SRA0000652,,SRC0000390
GT0000728,,SRB0000560,
GT0000729,SRA0000653,SRB0000561,SRC0000391
GT0000730,SRA0000654,SRB0000562,
GT0000731,SRA0000655,SRB0000563,SRC0000392
GT0000732,SRA0000656,SRB0000564,SRC0000393
GT0000733,SRA0000657,,
GT0000734,,SRB0000565,
GT0000735,SRA0000658,SRB0000566,SRC0000394
GT0000736,,SRB0000567,SRC0000395
GT0000737,SRA0000659,SRB0000568,
GT0000738,SRA0000660,,SRC0000396
GT0000739,SRA0000661,SRB0000569,
GT0000740,SRA0000662,SRB0000570,
GT0000741,SRA0000663,SRB0000571,SRC0000397
GT0000742,SRA0000664,SRB0000572,SRC0000398
GT0000743,SRA0000665,SRB0000573,
GT0000744,SRA0000666,SRB0000574,SRC0000399
GT0000745,SRA0000667,,SRC0000400
GT0000746,SRA0000668,SRB0000575,SRC0000401
GT0000747,SRA0000669,SRB0000576,SRC0000402
GT0000748,SRA0000670,SRB0000577,SRC0000403
GT0000749,SRA0000671,,
GT0000750,SRA0000672,SRB0000578,
GT0000751,SRA0000673,SRB0000579,SRC0000404
GT0000752,SRA0000674,SRB0000580,
GT0000753,SRA0000675,SRB0000581,
GT0000754,SRA0000676,SRB0000582,
GT0000755,SRA0000677,,
GT0000756,,SRB0000583,SRC0000405
GT0000757,SRA0000678,,SRC0000406
GT0000758,SRA0000679,SRB0000584,SRC0000407
GT0000759,SRA0000680,SRB0000585,SRC0000408
GT0000760,SRA0000681,SRB0000586,SRC0000409
GT0000761,SRA0000682,SRB0000587,
GT0000762,SRA0000683,SRB0000588,SRC0000410
GT0000763,SRA0000684,SRB0000589,
GT0000764,SRA0000685,,
GT0000765,,SRB0000590,
GT0000766,,,
GT0000767,SRA0000686,SRB0000591,SRC0000411
GT0000768,SRA0000687,SRB0000592,
GT0000769,,SRB0000593,
GT0000770,SRA0000688,SRB0000594,SRC0000412
GT0000771,SRA0000689,SRB0000595,
GT0000772,SRA0000690,SRB0000596,SRC0000413
GT0000773,SRA0000691,SRB0000597,
GT0000774,SRA0000692,SRB0000598,SRC0000414
GT0000775,SRA0000693,SRB0000599,
GT0000776,SRA0000694,SRB0000600,
GT0000777,SRA0000695,SRB0000601,SRC0000415
GT0000778,SRA0000696,SRB0000602,
GT0000779,SRA0000697,,SRC0000416
GT0000780,SRA0000698,SRB0000603,SRC0000417
GT0000781,,SRB0000604,
GT0000782,SRA0000699,,
GT0000783,,,
GT0000784,,SRB0000605,SRC0000418
GT0000785,SRA0000700,SRB0000606,
GT0000786,SRA0000701,SRB0000607,SRC0000419
GT0000787,SRA0000702,SRB0000608,
GT0000788,SRA0000703,SRB0000609,SRC0000420
GT0000789,SRA0000704,SRB0000610,
GT0000790,SRA0000705,,SRC0000421
GT0000791,SRA0000706,,SRC0000422
GT0000792,SRA0000707,SRB0000611,SRC0000423
GT0000793,SRA0000708,SRB0000612,
GT0000794,SRA0000709,SRB0000613,
GT0000795,SRA0000710,SRB0000614,
GT0000796,SRA0000711,SRB0000615,SRC0000424
GT0000797,SRA0000712,SRB0000616,SRC0000425
GT0000798,SRA0000713,,SRC0000426
GT0000799,SRA0000714,SRB0000617,SRC0000427
GT0000800,SRA0000715,SRB0000618,SRC0000428
GT0000801,SRA0000716,SRB0000619,SRC0000429
GT0000802,SRA0000717,SRB0000620,SRC0000430
GT0000803,SRA0000718,SRB0000621,
GT0000804,SRA0000719,,
GT0000805,SRA0000720,SRB0000622,
GT0000806,SRA0000721,SRB0000623,
GT0000807,SRA0000722,SRB0000624,
GT0000808,SRA0000723,SRB0000625,SRC0000431
GT0000809,SRA0000724,,
GT0000810,SRA0000725,SRB0000626,SRC0000432
GT0000811,SRA0000726,SRB0000627,SRC0000433
GT0000812,SRA0000727,SRB0000628,
GT0000813,SRA0000728,SRB0000629,SRC0000434
GT0000814,SRA0000729,SRB0000630,SRC0000435
GT0000815,SRA0000730,SRB0000631,SRC0000436
GT0000816,SRA0000731,SRB0000632,
GT0000817,SRA0000732,SRB0000633,
GT0000818,SRA0000733,SRB0000634,SRC0000437
GT0000819,SRA0000734,,
GT0000820,SRA0000735,SRB0000635,SRC0000438
GT0000821,SRA0000736,SRB0000636,SRC0000439
GT0000822,,SRB0000637,SRC0000440
GT0000823,SRA0000737,SRB0000638,
GT0000824,SRA0000738,SRB0000639,
GT0000825,SRA0000739,,
GT0000826,SRA0000740,SRB0000640,
GT0000827,,,
GT0000828,SRA0000741,SRB0000641,
GT0000829,SRA0000742,SRB0000642,SRC0000441
GT0000830,SRA0000743,,
GT0000831,SRA0000744,SRB0000643,
GT0000832,SRA0000745,SRB0000644,SRC0000442
GT0000833,SRA0000746,SRB0000645,SRC0000443
GT0000834,SRA0000747,SRB0000646,
GT0000835,SRA0000748,SRB0000647,SRC0000444
GT0000836,,SRB0000648,SRC0000445
GT0000837,SRA0000749,,SRC0000446
GT0000838,,,
GT0000839,SRA0000750,,
GT0000840,SRA0000751,SRB0000649,
GT0000841,SRA0000752,,SRC0000447
GT0000842,SRA0000753,,
GT0000843,SRA0000754,SRB0000650,SRC0000448
GT0000844,,SRB0000651,SRC0000449
GT0000845,SRA0000755,SRB0000652,SRC0000450
GT0000846,SRA0000756,SRB0000653,
GT0000847,SRA0000757,SRB0000654,
GT0000848,SRA0000758,SRB0000655,
GT0000849,SRA0000759,,SRC0000451
GT0000850,SRA0000760,,
GT0000851,SRA0000761,SRB0000656,SRC0000452
GT0000852,SRA0000762,SRB0000657,
GT0000853,SRA0000763,SRB0000658,
GT0000854,SRA0000764,SRB0000659,
GT0000855,SRA0000765,SRB0000660,SRC0000453
GT0000856,SRA0000766,,SRC0000454
GT0000857,SRA0000767,,
GT0000858,SRA0000768,SRB0000661,SRC0000455
GT0000859,SRA0000769,,
GT0000860,SRA0000770,SRB0000662,
GT0000861,SRA0000771,SRB0000663,
GT0000862,SRA0000772,,SRC0000456
GT0000863,SRA0000773,SRB0000664,SRC0000457
GT0000864,SRA0000774,SRB0000665,SRC0000458
GT0000865,SRA0000775,SRB0000666,SRC0000459
GT0000866,SRA0000776,SRB0000667,
GT0000867,SRA0000777,SRB0000668,
GT0000868,SRA0000778,SRB0000669,
GT0000869,SRA0000779,SRB0000670,
GT0000870,SRA0000780,SRB0000671,
GT0000871,SRA0000781,,SRC0000460
GT0000872,SRA0000782,SRB0000672,SRC0000461
GT0000873,SRA0000783,SRB0000673,
GT0000874,SRA0000784,,SRC0000462
GT0000875,,SRB0000674,SRC0000463
GT0000876,SRA0000785,SRB0000675,
GT0000877,SRA0000786,SRB0000676,SRC0000464
GT0000878,SRA0000787,SRB0000677,
GT0000879,SRA0000788,SRB0000678,
GT0000880,SRA0000789,SRB0000679,SRC0000465
GT0000881,SRA0000790,SRB0000680,
GT0000882,SRA0000791,SRB0000681,
GT0000883,SRA0000792,SRB0000682,SRC0000466
GT0000884,,SRB0000683,SRC0000467
GT0000885,SRA0000793,SRB0000684,
GT0000886,SRA0000794,SRB0000685,
GT0000887,SRA0000795,,SRC0000468
GT0000888,SRA0000796,SRB0000686,
GT0000889,SRA0000797,SRB0000687,SRC0000469
GT0000890,,,SRC0000470
GT0000891,SRA0000798,,
GT0000892,SRA0000799,SRB0000688,SRC0000471
GT0000893,SRA0000800,,SRC0000472
GT0000894,,,SRC0000473
GT0000895,SRA0000801,SRB0000689,
GT0000896,SRA0000802,,SRC0000474
GT0000897,SRA0000803,SRB0000690,
GT0000898,SRA0000804,SRB0000691,
GT0000899,SRA0000805,,SRC0000475
GT0000900,SRA0000806,SRB0000692,SRC0000476
GT0000901,SRA0000807,SRB0000693,SRC0000477
GT0000902,SRA0000808,,SRC0000478
GT0000903,SRA0000809,SRB0000694,
GT0000904,SRA0000810,SRB0000695,SRC0000479
GT0000905,SRA0000811,SRB0000696,SRC0000480
GT0000906,SRA0000812,SRB0000697,SRC0000481
GT0000907,SRA0000813,,
GT0000908,SRA0000814,,SRC0000482
GT0000909,SRA0000815,SRB0000698,
GT0000910,SRA0000816,SRB0000699,SRC0000483
GT0000911,SRA0000817,SRB0000700,
GT0000912,,,SRC0000484
GT0000913,SRA0000818,SRB0000701,SRC0000485
GT0000914,SRA0000819,SRB0000702,
GT0000915,,SRB0000703,SRC0000486
GT0000916,SRA0000820,SRB0000704,
GT0000917,SRA0000821,,SRC0000487
GT0000918,SRA0000822,,SRC0000488
GT0000919,SRA0000823,SRB0000705,
GT0000920,SRA0000824,SRB0000706,
GT0000921,SRA0000825,,
GT0000922,,SRB0000707,
GT0000923,SRA0000826,,SRC0000489
GT0000924,SRA0000827,,
GT0000925,SRA0000828,SRB0000708,
GT0000926,SRA0000829,SRB0000709,
GT0000927,SRA0000830,SRB0000710,
GT0000928,SRA0000831,,
GT0000929,SRA0000832,,
GT0000930,SRA0000833,SRB0000711,
GT0000931,SRA0000834,SRB0000712,SRC0000490
GT0000932,SRA0000835,SRB0000713,
GT0000933,SRA0000836,SRB0000714,
GT0000934,,,
GT0000935,SRA0000837,SRB0000715,
GT0000936,SRA0000838,SRB0000716,
GT0000937,SRA0000839,SRB0000717,
GT0000938,SRA0000840,SRB0000718,SRC0000491
GT0000939,,SRB0000719,
GT0000940,SRA0000841,SRB0000720,SRC0000492
GT0000941,SRA0000842,,SRC0000493
GT0000942,SRA0000843,SRB0000721,
GT0000943,SRA0000844,,
GT0000944,SRA0000845,SRB0000722,
GT0000945,SRA0000846,,
GT0000946,SRA0000847,SRB0000723,SRC0000494
GT0000947,SRA0000848,SRB0000724,SRC0000495
GT0000948,SRA0000849,SRB0000725,
GT0000949,SRA0000850,SRB0000726,
GT0000950,SRA0000851,SRB0000727,SRC0000496
GT0000951,SRA0000852,SRB0000728,SRC0000497
GT0000952,SRA0000853,SRB0000729,SRC0000498
GT0000953,SRA0000854,SRB0000730,SRC0000499
GT0000954,SRA0000855,SRB0000731,SRC0000500
GT0000955,SRA0000856,,
GT0000956,SRA0000857,SRB0000732,
GT0000957,SRA0000858,SRB0000733,SRC0000501
GT0000958,SRA0000859,SRB0000734,
GT0000959,SRA0000860,SRB0000735,SRC0000502
GT0000960,SRA0000861,SRB0000736,
GT0000961,SRA0000862,,SRC0000503
GT0000962,SRA0000863,,
GT0000963,SRA0000864,SRB0000737,
GT0000964,SRA0000865,SRB0000738,
GT0000965,SRA0000866,SRB0000739,
GT0000966,SRA0000867,,SRC0000504
GT0000967,SRA0000868,SRB0000740,SRC0000505
GT0000968,SRA0000869,SRB0000741,
GT0000969,,SRB0000742,SRC0000506
GT0000970,SRA0000870,,SRC0000507
GT0000971,SRA0000871,SRB0000743,SRC0000508
GT0000972,SRA0000872,,
GT0000973,,SRB0000744,
GT0000974,SRA0000873,SRB0000745,SRC0000509
GT0000975,SRA0000874,,
GT0000976,,SRB0000746,SRC0000510
GT0000977,SRA0000875,SRB0000747,SRC0000511
GT0000978,SRA0000876,SRB0000748,SRC0000512
GT0000979,SRA0000877,,
GT0000980,SRA0000878,SRB0000749,
GT0000981,SRA0000879,SRB0000750,
GT0000982,SRA0000880,SRB0000751,
GT0000983,SRA0000881,,SRC0000513
GT0000984,SRA0000882,SRB0000752,SRC0000514
GT0000985,,SRB0000753,SRC0000515
GT0000986,SRA0000883,,
GT0000987,SRA0000884,SRB0000754,SRC0000516
GT0000988,SRA0000885,SRB0000755,
GT0000989,SRA0000886,SRB0000756,
GT0000990,SRA0000887,SRB0000757,
GT0000991,,,
GT0000992,SRA0000888,SRB0000758,
GT0000993,SRA0000889,,SRC0000517
GT0000994,SRA0000890,,SRC0000518
GT0000995,SRA0000891,SRB0000759,SRC0000519
GT0000996,SRA0000892,,
GT0000997,SRA0000893,SRB0000760,SRC0000520
GT0000998,SRA0000894,SRB0000761,SRC0000521
GT0000999,SRA0000895,SRB0000762,SRC0000522
GT0001000,SRA0000896,SRB0000763,SRC0000523
GT0001001,SRA0000897,SRB0000764,SRC0000524
GT0001002,SRA0000898,SRB0000765,SRC0000525
GT0001003,,SRB0000766,
GT0001004,SRA0000899,,
GT0001005,SRA0000900,SRB0000767,SRC0000526
GT0001006,SRA0000901,SRB0000768,
GT0001007,SRA0000902,SRB0000769,SRC0000527
GT0001008,SRA0000903,SRB0000770,
GT0001009,SRA0000904,SRB0000771,SRC0000528
GT0001010,SRA0000905,SRB0000772,SRC0000529
GT0001011,SRA0000906,SRB0000773,
GT0001012,SRA0000907,SRB0000774,
GT0001013,,SRB0000775,SRC0000530
GT0001014,SRA0000908,SRB0000776,SRC0000531
GT0001015,SRA0000909,SRB0000777,
GT0001016,SRA0000910,SRB0000778,
GT0001017,,SRB0000779,
GT0001018,SRA0000911,SRB0000780,
GT0001019,SRA0000912,SRB0000781,SRC0000532
GT0001020,SRA0000913,SRB0000782,SRC0000533
GT0001021,SRA0000914,SRB0000783,
GT0001022,SRA0000915,SRB0000784,
GT0001023,SRA0000916,SRB0000785,SRC0000534
GT0001024,,SRB0000786,SRC0000535
GT0001025,SRA0000917,SRB0000787,
GT0001026,SRA0000918,SRB0000788,SRC0000536
GT0001027,SRA0000919,,
GT0001028,SRA0000920,SRB0000789,
GT0001029,SRA0000921,SRB0000790,
GT0001030,SRA0000922,SRB0000791,
GT0001031,SRA0000923,SRB0000792,
GT0001032,SRA0000924,SRB0000793,
GT0001033,SRA0000925,,
GT0001034,SRA0000926,SRB0000794,SRC0000537
GT0001035,SRA0000927,,
GT0001036,SRA0000928,SRB0000795,
GT0001037,SRA0000929,,
GT0001038,SRA0000930,SRB0000796,SRC0000538
GT0001039,SRA0000931,SRB0000797,
GT0001040,SRA0000932,,SRC0000539
GT0001041,SRA0000933,SRB0000798,SRC0000540
GT0001042,SRA0000934,SRB0000799,SRC0000541
GT0001043,SRA0000935,,SRC0000542
GT0001044,SRA0000936,SRB0000800,SRC0000543
GT0001045,SRA0000937,SRB0000801,
GT0001046,SRA0000938,SRB0000802,SRC0000544
GT0001047,SRA0000939,SRB0000803,
GT0001048,SRA0000940,SRB0000804,SRC0000545
GT0001049,SRA0000941,SRB0000805,SRC0000546
GT0001050,SRA0000942,SRB0000806,SRC0000547
GT0001051,SRA0000943,,SRC0000548
GT0001052,SRA0000944,,SRC0000549
GT0001053,SRA0000945,,
GT0001054,SRA0000946,SRB0000807,
GT0001055,SRA0000947,SRB0000808,
GT0001056,,SRB0000809,SRC0000550
GT0001057,SRA0000948,SRB0000810,SRC0000551
GT0001058,SRA0000949,SRB0000811,
GT0001059,SRA0000950,SRB0000812,
GT0001060,SRA0000951,SRB0000813,SRC0000552
GT0001061,SRA0000952,SRB0000814,SRC0000553
GT0001062,SRA0000953,,SRC0000554
GT0001063,SRA0000954,SRB0000815,SRC0000555
GT0001064,SRA0000955,SRB0000816,SRC0000556
GT0001065,,SRB0000817,SRC0000557
GT0001066,SRA0000956,,
GT0001067,SRA0000957,SRB0000818,
GT0001068,SRA0000958,SRB0000819,
GT0001069,SRA0000959,SRB0000820,
GT0001070,SRA0000960,SRB0000821,
GT0001071,SRA0000961,,SRC0000558
GT0001072,SRA0000962,SRB0000822,SRC0000559
GT0001073,SRA0000963,SRB0000823,SRC0000560
GT0001074,SRA0000964,,
GT0001075,SRA0000965,SRB0000824,SRC0000561
GT0001076,SRA0000966,SRB0000825,SRC0000562
GT0001077,SRA0000967,SRB0000826,
GT0001078,SRA0000968,SRB0000827,SRC0000563
GT0001079,SRA0000969,SRB0000828,SRC0000564
GT0001080,,SRB0000829,SRC0000565
GT0001081,SRA0000970,SRB0000830,SRC0000566
GT0001082,SRA0000971,SRB0000831,SRC0000567
GT0001083,SRA0000972,SRB0000832,SRC0000568
GT0001084,SRA0000973,SRB0000833,SRC0000569
GT0001085,SRA0000974,SRB0000834,
GT0001086,SRA0000975,SRB0000835,
GT0001087,SRA0000976,SRB0000836,
GT0001088,SRA0000977,SRB0000837,
GT0001089,SRA0000978,SRB0000838,
GT0001090,,SRB0000839,
GT0001091,SRA0000979,SRB0000840,
GT0001092,SRA0000980,,SRC0000570
GT0001093,SRA0000981,SRB0000841,SRC0000571
GT0001094,SRA0000982,SRB0000842,
GT0001095,SRA0000983,,
GT0001096,,SRB0000843,
GT0001097,SRA0000984,SRB0000844,
GT0001098,SRA0000985,SRB0000845,SRC0000572
GT0001099,SRA0000986,,SRC0000573
GT0001100,SRA0000987,,SRC0000574
GT0001101,SRA0000988,SRB0000846,
GT0001102,SRA0000989,SRB0000847,
GT0001103,SRA0000990,SRB0000848,SRC0000575
GT0001104,SRA0000991,SRB0000849,SRC0000576
GT0001105,SRA0000992,SRB0000850,
GT0001106,SRA0000993,,
GT0001107,SRA0000994,SRB0000851,
GT0001108,SRA0000995,SRB0000852,SRC0000577
GT0001109,,SRB0000853,SRC0000578
GT0001110,SRA0000996,SRB0000854,SRC0000579
GT0001111,SRA0000997,SRB0000855,
GT0001112,SRA0000998,SRB0000856,
GT0001113,SRA0000999,SRB0000857,
GT0001114,SRA0001000,SRB0000858,SRC0000580
GT0001115,SRA0001001,,
GT0001116,,SRB0000859,
GT0001117,SRA0001002,SRB0000860,
GT0001118,SRA0001003,SRB0000861,
GT0001119,SRA0001004,SRB0000862,SRC0000581
GT0001120,SRA0001005,SRB0000863,
GT0001121,SRA0001006,SRB0000864,
GT0001122,SRA0001007,SRB0000865,
GT0001123,SRA0001008,SRB0000866,SRC0000582
GT0001124,SRA0001009,SRB0000867,SRC0000583
GT0001125,SRA0001010,SRB0000868,SRC0000584
GT0001126,SRA0001011,,
GT0001127,SRA0001012,SRB0000869,
GT0001128,SRA0001013,SRB0000870,
GT0001129,SRA0001014,SRB0000871,
GT0001130,SRA0001015,,SRC0000585
GT0001131,SRA0001016,SRB0000872,
GT0001132,SRA0001017,,SRC0000586
GT0001133,SRA0001018,SRB0000873,SRC0000587
GT0001134,SRA0001019,SRB0000874,
GT0001135,SRA0001020,SRB0000875,
GT0001136,SRA0001021,,
GT0001137,SRA0001022,SRB0000876,
GT0001138,,SRB0000877,
GT0001139,SRA0001023,SRB0000878,SRC0000588
GT0001140,SRA0001024,SRB0000879,SRC0000589
GT0001141,SRA0001025,SRB0000880,
GT0001142,SRA0001026,,
GT0001143,SRA0001027,SRB0000881,
GT0001144,SRA0001028,SRB0000882,
GT0001145,SRA0001029,SRB0000883,SRC0000590
GT0001146,,SRB0000884,
GT0001147,SRA0001030,SRB0000885,
GT0001148,SRA0001031,SRB0000886,SRC0000591
GT0001149,SRA0001032,SRB0000887,SRC0000592
GT0001150,SRA0001033,SRB0000888,SRC0000593
GT0001151,SRA0001034,,SRC0000594
GT0001152,SRA0001035,SRB0000889,SRC0000595
GT0001153,SRA0001036,SRB0000890,SRC0000596
GT0001154,SRA0001037,SRB0000891,SRC0000597
GT0001155,SRA0001038,,SRC0000598
GT0001156,SRA0001039,SRB0000892,SRC0000599
GT0001157,SRA0001040,,
GT0001158,SRA0001041,SRB0000893,SRC0000600
GT0001159,,,SRC0000601
GT0001160,SRA0001042,SRB0000894,SRC0000602
GT0001161,SRA0001043,SRB0000895,
GT0001162,,SRB0000896,SRC0000603
GT0001163,SRA0001044,,SRC0000604
GT0001164,SRA0001045,SRB0000897,SRC0000605
GT0001165,SRA0001046,SRB0000898,SRC0000606
GT0001166,SRA0001047,,
GT0001167,SRA0001048,SRB0000899,
GT0001168,SRA0001049,SRB0000900,SRC0000607
GT0001169,SRA0001050,SRB0000901,
GT0001170,SRA0001051,SRB0000902,
GT0001171,SRA0001052,SRB0000903,SRC0000608
GT0001172,SRA0001053,SRB0000904,
GT0001173,SRA0001054,SRB0000905,
GT0001174,SRA0001055,SRB0000906,
GT0001175,SRA0001056,,
GT0001176,SRA0001057,SRB0000907,
GT0001177,SRA0001058,,
GT0001178,SRA0001059,SRB0000908,SRC0000609
GT0001179,SRA0001060,SRB0000909,
GT0001180,,SRB0000910,
GT0001181,SRA0001061,SRB0000911,SRC0000610
GT0001182,SRA0001062,SRB0000912,SRC0000611
GT0001183,SRA0001063,,SRC0000612
GT0001184,SRA0001064,SRB0000913,
GT0001185,SRA0001065,SRB0000914,SRC0000613
GT0001186,SRA0001066,SRB0000915,SRC0000614
GT0001187,SRA0001067,SRB0000916,
GT0001188,SRA0001068,SRB0000917,SRC0000615
GT0001189,SRA0001069,SRB0000918,
GT0001190,SRA0001070,SRB0000919,SRC0000616
GT0001191,SRA0001071,SRB0000920,
GT0001192,,SRB0000921,SRC0000617
GT0001193,SRA0001072,SRB0000922,
GT0001194,SRA0001073,SRB0000923,
GT0001195,SRA0001074,SRB0000924,SRC0000618
GT0001196,,SRB0000925,SRC0000619
GT0001197,SRA0001075,SRB0000926,
GT0001198,SRA0001076,SRB0000927,
GT0001199,SRA0001077,SRB0000928,
GT0001200,SRA0001078,SRB0000929,
GT0001201,SRA0001079,,SRC0000620
GT0001202,SRA0001080,SRB0000930,SRC0000621
GT0001203,SRA0001081,SRB0000931,
GT0001204,SRA0001082,,
GT0001205,SRA0001083,SRB0000932,
GT0001206,SRA0001084,SRB0000933,SRC0000622
GT0001207,SRA0001085,,SRC0000623
GT0001208,SRA0001086,SRB0000934,
GT0001209,SRA0001087,SRB0000935,
GT0001210,SRA0001088,SRB0000936,SRC0000624
GT0001211,SRA0001089,SRB0000937,
GT0001212,SRA0001090,SRB0000938,SRC0000625
GT0001213,SRA0001091,SRB0000939,SRC0000626
GT0001214,SRA0001092,SRB0000940,SRC0000627
GT0001215,SRA0001093,SRB0000941,SRC0000628
GT0001216,SRA0001094,SRB0000942,
GT0001217,SRA0001095,SRB0000943,SRC0000629
GT0001218,SRA0001096,SRB0000944,
GT0001219,SRA0001097,SRB0000945,
GT0001220,SRA0001098,SRB0000946,
GT0001221,SRA0001099,SRB0000947,
GT0001222,SRA0001100,SRB0000948,SRC0000630
GT0001223,SRA0001101,SRB0000949,SRC0000631
GT0001224,SRA0001102,SRB0000950,SRC0000632
GT0001225,SRA0001103,SRB0000951,
GT0001226,SRA0001104,SRB0000952,
GT0001227,,SRB0000953,
GT0001228,SRA0001105,,SRC0000633
GT0001229,SRA0001106,SRB0000954,SRC0000634
GT0001230,SRA0001107,,
GT0001231,SRA0001108,SRB0000955,
GT0001232,SRA0001109,SRB0000956,
GT0001233,SRA0001110,SRB0000957,SRC0000635
GT0001234,SRA0001111,SRB0000958,
GT0001235,SRA0001112,SRB0000959,
GT0001236,SRA0001113,SRB0000960,
GT0001237,SRA0001114,SRB0000961,
GT0001238,SRA0001115,SRB0000962,
GT0001239,SRA0001116,SRB0000963,
GT0001240,,SRB0000964,SRC0000636
GT0001241,SRA0001117,,SRC0000637
GT0001242,SRA0001118,,SRC0000638
GT0001243,SRA0001119,,SRC0000639
GT0001244,SRA0001120,,
GT0001245,SRA0001121,SRB0000965,
GT0001246,SRA0001122,,SRC0000640
GT0001247,SRA0001123,SRB0000966,SRC0000641
GT0001248,SRA0001124,SRB0000967,
GT0001249,SRA0001125,SRB0000968,SRC0000642
GT0001250,SRA0001126,,SRC0000643
GT0001251,SRA0001127,SRB0000969,SRC0000644
GT0001252,SRA0001128,,SRC0000645
GT0001253,SRA0001129,SRB0000970,
GT0001254,SRA0001130,SRB0000971,
GT0001255,SRA0001131,SRB0000972,
GT0001256,SRA0001132,SRB0000973,SRC0000646
GT0001257,SRA0001133,,
GT0001258,SRA0001134,SRB0000974,SRC0000647
GT0001259,SRA0001135,SRB0000975,SRC0000648
GT0001260,SRA0001136,SRB0000976,
