transaction_id,notice_id,capital_call_id,fund_id,feeder_id,investor_id,commitment_id,transaction_type,entity_level,posting_date,effective_date,account_debit,account_credit,amount_usd,currency,description,reference,created_by,approved_by,gl_status,ta_unit_adjustment
TXN-0000994,CCN-00199,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-OFF,INV-0035,COMM-0493,CapitalFromFeeder,Main Fund,2024-03-26,2024-03-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,58602545.75,USD,Receive feeder remittance CC2 from FUND-ABF-X-OFF,WIRE-000199,Fund Admin — State Street,Controller,Posted,No
TXN-0000995,CCN-00199,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-OFF,INV-0035,COMM-0493,PortfolioDeployment,Main Fund,2024-03-30,2024-03-30,Portfolio Investment — Cost,Cash and Cash Equivalents,58602545.75,USD,Deploy capital into portfolio company — CC2,WIRE-000199,Fund Admin — State Street,Controller,Posted,No
TXN-0000996,CCN-00200,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-DOM,INV-0136,COMM-0499,CapitalCallReceivable,Feeder,2024-03-15,2024-03-15,Capital Call Receivable — LP,Capital Contributions Payable,64876415.75,USD,Book capital call receivable from Virginia Municipal Employees Pension Fun re CC2,WIRE-000200,Fund Admin — State Street,Controller,Posted,No
TXN-0000997,CCN-00200,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-DOM,INV-0136,COMM-0499,CashReceipt,Feeder,2024-03-25,2024-03-25,Cash and Cash Equivalents,Capital Call Receivable — LP,64876415.75,USD,Receive wire from Virginia Municipal Employees Pension Fun re CC2 due 2024-03-25,WIRE-000200,Fund Admin — State Street,Controller,Posted,Yes
TXN-0000998,CCN-00200,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-DOM,INV-0136,COMM-0499,InvestmentInMainFund,Feeder,2024-03-26,2024-03-26,Investment in Main Fund,Cash and Cash Equivalents,64876415.75,USD,Feeder remittance to Main Fund — CC2 proceeds,WIRE-000200,Fund Admin — State Street,Controller,Posted,No
TXN-0000999,CCN-00200,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-DOM,INV-0136,COMM-0499,CapitalFromFeeder,Main Fund,2024-03-26,2024-03-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,64876415.75,USD,Receive feeder remittance CC2 from FUND-ABF-X-DOM,WIRE-000200,Fund Admin — State Street,Controller,Posted,No
TXN-0001000,CCN-00200,FUND-ABF-X-CC2,FUND-ABF-X,FUND-ABF-X-DOM,INV-0136,COMM-0499,PortfolioDeployment,Main Fund,2024-03-30,2024-03-30,Portfolio Investment — Cost,Cash and Cash Equivalents,64876415.75,USD,Deploy capital into portfolio company — CC2,WIRE-000200,Fund Admin — State Street,Controller,Posted,No
TXN-0001001,CCN-00201,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0006,COMM-0002,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,10019826.9,USD,Book capital call receivable from Penn College Investment Office re CC1,WIRE-000201,Fund Admin — State Street,Controller,Posted,No
TXN-0001002,CCN-00201,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0006,COMM-0002,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,10019826.9,USD,Receive wire from Penn College Investment Office re CC1 due 2021-09-25,WIRE-000201,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001003,CCN-00201,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0006,COMM-0002,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,10019826.9,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000201,Fund Admin — State Street,Controller,Posted,No
TXN-0001004,CCN-00201,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0006,COMM-0002,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,10019826.9,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000201,Fund Admin — State Street,Controller,Posted,No
TXN-0001005,CCN-00201,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0006,COMM-0002,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,10019826.9,USD,Deploy capital into portfolio company — CC1,WIRE-000201,Fund Admin — State Street,Controller,Posted,No
TXN-0001006,CCN-00202,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0007,COMM-0003,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,152568892.01,USD,Book capital call receivable from Canada National Wealth Fund re CC1,WIRE-000202,Fund Admin — State Street,Controller,Posted,No
TXN-0001007,CCN-00202,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0007,COMM-0003,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,152568892.01,USD,Receive wire from Canada National Wealth Fund re CC1 due 2021-09-25,WIRE-000202,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001008,CCN-00202,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0007,COMM-0003,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,146700857.7,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000202,Fund Admin — State Street,Controller,Posted,No
TXN-0001009,CCN-00202,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0007,COMM-0003,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,146700857.7,USD,Receive feeder remittance CC1 from FUND-ACO-IV-OFF,WIRE-000202,Fund Admin — State Street,Controller,Posted,No
TXN-0001010,CCN-00202,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0007,COMM-0003,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,146700857.7,USD,Deploy capital into portfolio company — CC1,WIRE-000202,Fund Admin — State Street,Controller,Posted,No
TXN-0001011,CCN-00203,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0100,COMM-0048,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,109067077.7,USD,Book capital call receivable from Northwestern Foundation Investment Fund  re CC1,WIRE-000203,Fund Admin — State Street,Controller,Posted,No
TXN-0001012,CCN-00203,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0100,COMM-0048,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,109067077.7,USD,Receive wire from Northwestern Foundation Investment Fund  re CC1 due 2021-09-25,WIRE-000203,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001013,CCN-00203,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0100,COMM-0048,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,104872190.1,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000203,Fund Admin — State Street,Controller,Posted,No
TXN-0001014,CCN-00203,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0100,COMM-0048,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,104872190.1,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000203,Fund Admin — State Street,Controller,Posted,No
TXN-0001015,CCN-00203,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0100,COMM-0048,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,104872190.1,USD,Deploy capital into portfolio company — CC1,WIRE-000203,Fund Admin — State Street,Controller,Posted,No
TXN-0001016,CCN-00204,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0137,COMM-0065,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,56599757.7,USD,Book capital call receivable from AIG Investments re CC1,WIRE-000204,Fund Admin — State Street,Controller,Posted,No
TXN-0001017,CCN-00204,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0137,COMM-0065,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,56599757.7,USD,Receive wire from AIG Investments re CC1 due 2021-09-25,WIRE-000204,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001018,CCN-00204,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0137,COMM-0065,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,56599757.7,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000204,Fund Admin — State Street,Controller,Posted,No
TXN-0001019,CCN-00204,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0137,COMM-0065,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,56599757.7,USD,Receive feeder remittance CC1 from FUND-ACO-IV-OFF,WIRE-000204,Fund Admin — State Street,Controller,Posted,No
TXN-0001020,CCN-00204,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0137,COMM-0065,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,56599757.7,USD,Deploy capital into portfolio company — CC1,WIRE-000204,Fund Admin — State Street,Controller,Posted,No
TXN-0001021,CCN-00205,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0191,COMM-0085,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,92014782.6,USD,Book capital call receivable from Government Pension Fund — South Korea re CC1,WIRE-000205,Fund Admin — State Street,Controller,Posted,No
TXN-0001022,CCN-00205,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0191,COMM-0085,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,92014782.6,USD,Receive wire from Government Pension Fund — South Korea re CC1 due 2021-09-25,WIRE-000205,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001023,CCN-00205,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0191,COMM-0085,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,92014782.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000205,Fund Admin — State Street,Controller,Posted,No
TXN-0001024,CCN-00205,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0191,COMM-0085,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,92014782.6,USD,Receive feeder remittance CC1 from FUND-ACO-IV-OFF,WIRE-000205,Fund Admin — State Street,Controller,Posted,No
TXN-0001025,CCN-00205,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0191,COMM-0085,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,92014782.6,USD,Deploy capital into portfolio company — CC1,WIRE-000205,Fund Admin — State Street,Controller,Posted,No
TXN-0001026,CCN-00206,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0195,COMM-0089,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,29266873.58,USD,Book capital call receivable from Dallas Teachers' Pension Fund re CC1,WIRE-000206,Fund Admin — State Street,Controller,Posted,No
TXN-0001027,CCN-00206,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0195,COMM-0089,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,29266873.58,USD,Receive wire from Dallas Teachers' Pension Fund re CC1 due 2021-09-25,WIRE-000206,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001028,CCN-00206,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0195,COMM-0089,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,28141224.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000206,Fund Admin — State Street,Controller,Posted,No
TXN-0001029,CCN-00206,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0195,COMM-0089,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,28141224.6,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000206,Fund Admin — State Street,Controller,Posted,No
TXN-0001030,CCN-00206,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0195,COMM-0089,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,28141224.6,USD,Deploy capital into portfolio company — CC1,WIRE-000206,Fund Admin — State Street,Controller,Posted,No
TXN-0001031,CCN-00207,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0042,COMM-0128,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,56094315.6,USD,Book capital call receivable from Wisconsin Municipal Employees Pension Fu re CC1,WIRE-000207,Fund Admin — State Street,Controller,Posted,No
TXN-0001032,CCN-00207,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0042,COMM-0128,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,56094315.6,USD,Receive wire from Wisconsin Municipal Employees Pension Fu re CC1 due 2021-09-25,WIRE-000207,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001033,CCN-00207,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0042,COMM-0128,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,56094315.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000207,Fund Admin — State Street,Controller,Posted,No
TXN-0001034,CCN-00207,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0042,COMM-0128,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,56094315.6,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000207,Fund Admin — State Street,Controller,Posted,No
TXN-0001035,CCN-00207,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0042,COMM-0128,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,56094315.6,USD,Deploy capital into portfolio company — CC1,WIRE-000207,Fund Admin — State Street,Controller,Posted,No
TXN-0001036,CCN-00208,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0030,COMM-0129,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,76847813.4,USD,Book capital call receivable from Washington State Teachers' Retirement Sy re CC1,WIRE-000208,Fund Admin — State Street,Controller,Posted,No
TXN-0001037,CCN-00208,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0030,COMM-0129,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,76847813.4,USD,Receive wire from Washington State Teachers' Retirement Sy re CC1 due 2021-09-25,WIRE-000208,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001038,CCN-00208,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0030,COMM-0129,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,76847813.4,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000208,Fund Admin — State Street,Controller,Posted,No
TXN-0001039,CCN-00208,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0030,COMM-0129,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,76847813.4,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000208,Fund Admin — State Street,Controller,Posted,No
TXN-0001040,CCN-00208,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0030,COMM-0129,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,76847813.4,USD,Deploy capital into portfolio company — CC1,WIRE-000208,Fund Admin — State Street,Controller,Posted,No
TXN-0001041,CCN-00209,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0110,COMM-0135,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,29219508.0,USD,Book capital call receivable from Nationwide Multi-Strategy Fund re CC1,WIRE-000209,Fund Admin — State Street,Controller,Posted,No
TXN-0001042,CCN-00209,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0110,COMM-0135,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,29219508.0,USD,Receive wire from Nationwide Multi-Strategy Fund re CC1 due 2021-09-25,WIRE-000209,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001043,CCN-00209,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0110,COMM-0135,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,29219508.0,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000209,Fund Admin — State Street,Controller,Posted,No
TXN-0001044,CCN-00209,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0110,COMM-0135,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,29219508.0,USD,Receive feeder remittance CC1 from FUND-ACO-IV-OFF,WIRE-000209,Fund Admin — State Street,Controller,Posted,No
TXN-0001045,CCN-00209,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0110,COMM-0135,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,29219508.0,USD,Deploy capital into portfolio company — CC1,WIRE-000209,Fund Admin — State Street,Controller,Posted,No
TXN-0001046,CCN-00210,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0039,COMM-0155,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,33556730.7,USD,Book capital call receivable from Minnesota Municipal Employees Pension Fu re CC1,WIRE-000210,Fund Admin — State Street,Controller,Posted,No
TXN-0001047,CCN-00210,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0039,COMM-0155,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,33556730.7,USD,Receive wire from Minnesota Municipal Employees Pension Fu re CC1 due 2021-09-25,WIRE-000210,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001048,CCN-00210,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0039,COMM-0155,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,33556730.7,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000210,Fund Admin — State Street,Controller,Posted,No
TXN-0001049,CCN-00210,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0039,COMM-0155,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,33556730.7,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000210,Fund Admin — State Street,Controller,Posted,No
TXN-0001050,CCN-00210,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0039,COMM-0155,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,33556730.7,USD,Deploy capital into portfolio company — CC1,WIRE-000210,Fund Admin — State Street,Controller,Posted,No
TXN-0001051,CCN-00211,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0124,COMM-0162,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,74987176.5,USD,Book capital call receivable from Norway National Wealth Fund re CC1,WIRE-000211,Fund Admin — State Street,Controller,Posted,No
TXN-0001052,CCN-00211,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0124,COMM-0162,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,74987176.5,USD,Receive wire from Norway National Wealth Fund re CC1 due 2021-09-25,WIRE-000211,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001053,CCN-00211,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0124,COMM-0162,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,74987176.5,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000211,Fund Admin — State Street,Controller,Posted,No
TXN-0001054,CCN-00211,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0124,COMM-0162,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,74987176.5,USD,Receive feeder remittance CC1 from FUND-ACO-IV-OFF,WIRE-000211,Fund Admin — State Street,Controller,Posted,No
TXN-0001055,CCN-00211,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0124,COMM-0162,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,74987176.5,USD,Deploy capital into portfolio company — CC1,WIRE-000211,Fund Admin — State Street,Controller,Posted,No
TXN-0001056,CCN-00212,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0150,COMM-0163,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,16997105.42,USD,Book capital call receivable from Temasek Investment Authority re CC1,WIRE-000212,Fund Admin — State Street,Controller,Posted,No
TXN-0001057,CCN-00212,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0150,COMM-0163,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,16997105.42,USD,Receive wire from Temasek Investment Authority re CC1 due 2021-09-25,WIRE-000212,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001058,CCN-00212,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0150,COMM-0163,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,16343370.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000212,Fund Admin — State Street,Controller,Posted,No
TXN-0001059,CCN-00212,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0150,COMM-0163,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,16343370.6,USD,Receive feeder remittance CC1 from FUND-ACO-IV-OFF,WIRE-000212,Fund Admin — State Street,Controller,Posted,No
TXN-0001060,CCN-00212,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0150,COMM-0163,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,16343370.6,USD,Deploy capital into portfolio company — CC1,WIRE-000212,Fund Admin — State Street,Controller,Posted,No
TXN-0001061,CCN-00213,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0109,COMM-0171,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,45476079.48,USD,Book capital call receivable from Yale College Investment Office re CC1,WIRE-000213,Fund Admin — State Street,Controller,Posted,No
TXN-0001062,CCN-00213,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0109,COMM-0171,CashReceipt,Feeder,2021-09-25,2021-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,45476079.48,USD,Receive wire from Yale College Investment Office re CC1 due 2021-09-25,WIRE-000213,Fund Admin — State Street,Controller,Posted,Yes
TXN-0001063,CCN-00213,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0109,COMM-0171,InvestmentInMainFund,Feeder,2021-09-26,2021-09-26,Investment in Main Fund,Cash and Cash Equivalents,43726999.5,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000213,Fund Admin — State Street,Controller,Posted,No
TXN-0001064,CCN-00213,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0109,COMM-0171,CapitalFromFeeder,Main Fund,2021-09-26,2021-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,43726999.5,USD,Receive feeder remittance CC1 from FUND-ACO-IV-DOM,WIRE-000213,Fund Admin — State Street,Controller,Posted,No
TXN-0001065,CCN-00213,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-DOM,INV-0109,COMM-0171,PortfolioDeployment,Main Fund,2021-09-30,2021-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,43726999.5,USD,Deploy capital into portfolio company — CC1,WIRE-000213,Fund Admin — State Street,Controller,Posted,No
TXN-0001066,CCN-00214,FUND-ACO-IV-CC1,FUND-ACO-IV,FUND-ACO-IV-OFF,INV-0199,COMM-0185,CapitalCallReceivable,Feeder,2021-09-15,2021-09-15,Capital Call Receivable — LP,Capital Contributions Payable,41962987.25,USD,Book capital call receivable from Lincoln Annuity and Life re CC1,WIRE-000214,Fund Admin — State Street,Controller,Posted,No
