commitment_id,opportunity_id,investor_id,offering_id,fund_id,close_id,committed_amount_usd,commitment_date,subscription_date,currency,equalization_amount_usd,status,side_letter,erisa_bucketing
COMM-0148,,INV-0133,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,143553898.0,2022-12-27,2022-12-03,USD,1722647.0,Active,Yes,Yes
COMM-0149,,INV-0011,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC1,212602195.0,2022-06-30,2022-06-04,USD,0.0,Active,No,No
COMM-0150,,INV-0190,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,116114573.0,2020-06-30,2020-06-08,USD,0.0,Active,No,No
COMM-0151,,INV-0151,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,116016990.0,2023-12-27,2023-11-18,USD,1392204.0,Active,No,No
COMM-0152,,INV-0133,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,246084846.0,2021-12-27,2021-12-06,USD,2953018.0,Active,No,Yes
COMM-0153,,INV-0124,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC1,153041910.0,2024-06-30,2024-06-16,USD,0.0,Active,No,No
COMM-0154,,INV-0043,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,156789676.0,2023-06-30,2023-06-12,USD,0.0,Active,No,Yes
COMM-0155,,INV-0039,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,111855769.0,2021-06-30,2021-05-29,USD,0.0,Active,Yes,No
COMM-0156,,INV-0170,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,244295926.0,2023-12-27,2023-11-24,USD,2931551.0,Active,Yes,No
COMM-0157,,INV-0124,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,67157666.0,2023-12-27,2023-12-12,USD,805892.0,Active,No,No
COMM-0158,,INV-0006,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,42726109.0,2023-06-30,2023-06-02,USD,0.0,Active,No,No
COMM-0159,,INV-0035,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,267785313.0,2022-06-30,2022-06-16,USD,0.0,Active,Yes,No
COMM-0160,,INV-0043,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,157409004.0,2020-06-30,2020-06-08,USD,0.0,Active,Yes,Yes
COMM-0161,,INV-0185,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,68895058.0,2020-06-30,2020-06-01,USD,0.0,Active,No,No
COMM-0162,,INV-0124,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,249957255.0,2021-06-30,2021-06-01,USD,0.0,Active,No,No
COMM-0163,,INV-0150,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,54477902.0,2021-12-27,2021-11-26,USD,653735.0,Active,No,No
COMM-0164,,INV-0117,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,72795067.0,2024-06-30,2024-06-08,USD,0.0,Active,No,No
COMM-0165,,INV-0028,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,159199846.0,2021-06-30,2021-05-22,USD,0.0,Active,No,No
COMM-0166,,INV-0039,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,57339544.0,2024-06-30,2024-05-23,USD,0.0,Active,Yes,No
COMM-0167,,INV-0137,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC1,32491040.0,2022-06-30,2022-05-30,USD,0.0,Active,No,No
COMM-0168,,INV-0155,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,269605841.0,2022-06-30,2022-05-27,USD,0.0,Active,No,No
COMM-0169,,INV-0134,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,263073169.0,2021-12-27,2021-11-25,USD,3156878.0,Active,No,No
COMM-0170,,INV-0059,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,108402755.0,2023-12-27,2023-11-22,USD,1300833.0,Active,Yes,No
COMM-0171,,INV-0109,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,145756665.0,2021-12-27,2021-12-10,USD,1749080.0,Active,Yes,No
COMM-0172,,INV-0073,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,81052468.0,2024-12-27,2024-12-17,USD,972630.0,Active,Yes,No
COMM-0173,,INV-0148,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,158329744.0,2022-06-30,2022-06-08,USD,0.0,Active,No,No
COMM-0174,,INV-0177,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,111869588.0,2022-12-27,2022-12-13,USD,1342435.0,Active,No,No
COMM-0175,,INV-0167,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,82084354.0,2024-12-27,2024-11-30,USD,985012.0,Active,No,No
COMM-0176,,INV-0145,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,297580609.0,2022-12-27,2022-12-05,USD,3570967.0,Active,No,No
COMM-0177,,INV-0106,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,57722281.0,2022-12-27,2022-11-30,USD,692667.0,Active,No,No
COMM-0178,,INV-0065,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,233387373.0,2020-12-27,2020-12-05,USD,2800648.0,Active,No,No
COMM-0179,,INV-0169,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,136745489.0,2023-06-30,2023-05-29,USD,0.0,Active,No,No
COMM-0180,,INV-0026,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,236893931.0,2023-12-27,2023-11-22,USD,2842727.0,Active,Yes,No
COMM-0181,,INV-0042,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,242288961.0,2021-06-30,2021-05-25,USD,0.0,Active,No,No
COMM-0182,,INV-0121,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,31001503.0,2024-12-27,2024-12-09,USD,372018.0,Active,No,No
COMM-0183,,INV-0095,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,218725940.0,2023-06-30,2023-05-22,USD,0.0,Active,No,No
COMM-0184,,INV-0158,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,214923720.0,2022-12-27,2022-11-28,USD,2579085.0,Active,Yes,No
COMM-0185,,INV-0199,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,134496754.0,2021-12-27,2021-12-11,USD,1613961.0,Active,No,No
COMM-0186,,INV-0050,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,186481046.0,2021-06-30,2021-05-30,USD,0.0,Active,Yes,No
COMM-0187,,INV-0093,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,292815541.0,2023-06-30,2023-06-18,USD,0.0,Active,No,No
COMM-0188,,INV-0200,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,202550304.0,2021-12-27,2021-12-05,USD,2430604.0,Active,No,No
COMM-0189,,INV-0133,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,276157339.0,2021-06-30,2021-06-03,USD,0.0,Active,No,Yes
COMM-0190,,INV-0186,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,107505151.0,2022-12-27,2022-11-21,USD,1290062.0,Active,No,No
COMM-0191,,INV-0058,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,139153908.0,2024-06-30,2024-06-08,USD,0.0,Active,Yes,No
COMM-0192,,INV-0067,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,154340238.0,2021-12-27,2021-11-30,USD,1852083.0,Active,Yes,No
COMM-0193,,INV-0129,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,284369562.0,2020-12-27,2020-11-22,USD,3412435.0,Active,No,No
COMM-0194,,INV-0138,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,209786599.0,2024-12-27,2024-11-17,USD,2517439.0,Active,No,No
COMM-0195,,INV-0145,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,228454619.0,2023-06-30,2023-05-21,USD,0.0,Active,No,No
COMM-0196,,INV-0175,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,147181198.0,2023-06-30,2023-06-12,USD,0.0,Active,Yes,No
COMM-0197,,INV-0098,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,241047611.0,2023-06-30,2023-06-07,USD,0.0,Active,No,No
COMM-0198,,INV-0133,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,211741473.0,2022-06-30,2022-06-12,USD,0.0,Active,No,Yes
COMM-0199,,INV-0074,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,203740885.0,2023-12-27,2023-11-21,USD,2444891.0,Active,No,No
COMM-0200,,INV-0020,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,145583859.0,2022-06-30,2022-06-09,USD,0.0,Active,No,No
COMM-0201,,INV-0147,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,284399842.0,2020-06-30,2020-05-30,USD,0.0,Active,No,No
COMM-0202,,INV-0128,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,221951574.0,2023-06-30,2023-05-24,USD,0.0,Active,No,No
COMM-0203,,INV-0053,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,251307442.0,2023-06-30,2023-05-25,USD,0.0,Active,No,No
COMM-0204,,INV-0040,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,276455498.0,2023-06-30,2023-05-30,USD,0.0,Active,No,No
COMM-0205,,INV-0158,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,255163126.0,2021-06-30,2021-06-09,USD,0.0,Active,No,No
COMM-0206,,INV-0127,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,149787579.0,2024-12-27,2024-11-23,USD,1797451.0,Active,No,No
COMM-0207,,INV-0102,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,20973711.0,2023-06-30,2023-05-26,USD,0.0,Active,No,No
COMM-0208,,INV-0123,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,153230188.0,2022-06-30,2022-06-08,USD,0.0,Active,No,No
COMM-0209,,INV-0118,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,98117123.0,2023-12-27,2023-12-17,USD,1177405.0,Active,Yes,No
COMM-0210,,INV-0173,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,176397425.0,2023-12-27,2023-12-07,USD,2116769.0,Active,No,No
COMM-0211,,INV-0157,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,166826203.0,2020-06-30,2020-06-13,USD,0.0,Active,No,No
COMM-0212,,INV-0121,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,112947625.0,2024-12-27,2024-12-02,USD,1355372.0,Active,No,No
COMM-0213,,INV-0054,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,112698006.0,2021-12-27,2021-12-05,USD,1352376.0,Active,No,Yes
COMM-0214,,INV-0116,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,293885373.0,2021-06-30,2021-05-30,USD,0.0,Active,No,No
COMM-0215,,INV-0026,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,168825314.0,2020-06-30,2020-05-24,USD,0.0,Active,No,No
COMM-0216,,INV-0051,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,144531172.0,2021-06-30,2021-06-20,USD,0.0,Active,No,No
COMM-0217,,INV-0108,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,298690722.0,2023-06-30,2023-05-24,USD,0.0,Active,No,No
COMM-0218,,INV-0125,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,170830843.0,2020-12-27,2020-11-29,USD,2049970.0,Active,Yes,Yes
COMM-0219,,INV-0102,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,22710731.0,2023-06-30,2023-05-25,USD,0.0,Active,No,No
COMM-0220,,INV-0122,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,224655000.0,2023-12-27,2023-12-09,USD,2695860.0,Active,No,No
COMM-0221,,INV-0093,FUND-AGE-II-OFF-A,FUND-AGE-II,FUND-AGE-II-FC2,106521382.0,2022-12-27,2022-12-04,USD,1278257.0,Active,Yes,No
COMM-0222,,INV-0090,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC1,175171858.0,2024-06-30,2024-05-31,USD,0.0,Active,No,No
COMM-0223,,INV-0200,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,100901635.0,2020-12-27,2020-12-01,USD,1210820.0,Active,No,No
COMM-0224,,INV-0199,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,117415945.0,2023-06-30,2023-06-11,USD,0.0,Active,No,No
COMM-0225,,INV-0162,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,193971293.0,2021-06-30,2021-05-22,USD,0.0,Active,No,No
COMM-0226,,INV-0108,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,255425728.0,2024-12-27,2024-12-15,USD,3065109.0,Active,Yes,No
COMM-0227,,INV-0042,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,97477209.0,2022-06-30,2022-05-31,USD,0.0,Active,No,No
COMM-0228,,INV-0182,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,85018190.0,2020-12-27,2020-12-03,USD,1020218.0,Active,No,No
COMM-0229,,INV-0192,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,127126773.0,2024-12-27,2024-12-12,USD,1525521.0,Active,Yes,No
COMM-0230,,INV-0033,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,282429015.0,2023-12-27,2023-11-25,USD,3389148.0,Active,Yes,No
COMM-0231,,INV-0054,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,35387748.0,2021-12-27,2021-12-15,USD,424653.0,Active,No,Yes
COMM-0232,,INV-0141,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,232425443.0,2021-06-30,2021-06-04,USD,0.0,Active,Yes,No
COMM-0233,,INV-0027,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,29871824.0,2020-06-30,2020-05-22,USD,0.0,Active,No,No
COMM-0234,,INV-0080,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,222590002.0,2023-06-30,2023-06-06,USD,0.0,Active,No,No
COMM-0235,,INV-0034,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,13428531.0,2022-06-30,2022-05-30,USD,0.0,Active,No,No
COMM-0236,,INV-0084,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,292619556.0,2023-12-27,2023-11-30,USD,3511435.0,Active,No,No
COMM-0237,,INV-0141,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,291014968.0,2023-06-30,2023-05-29,USD,0.0,Active,No,No
COMM-0238,,INV-0152,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,191159019.0,2024-12-27,2024-11-27,USD,2293908.0,Active,No,Yes
COMM-0239,,INV-0135,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,273132330.0,2022-12-27,2022-12-02,USD,3277588.0,Active,No,No
COMM-0240,,INV-0023,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,112906080.0,2023-12-27,2023-12-09,USD,1354873.0,Active,No,No
COMM-0241,,INV-0078,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,159378291.0,2021-06-30,2021-05-27,USD,0.0,Active,No,No
COMM-0242,,INV-0089,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,162854172.0,2020-12-27,2020-11-25,USD,1954250.0,Active,No,No
COMM-0243,,INV-0194,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,7694117.0,2023-12-27,2023-12-04,USD,92329.0,Active,No,No
COMM-0244,,INV-0153,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,166722598.0,2023-06-30,2023-06-14,USD,0.0,Active,No,No
COMM-0245,,INV-0144,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,78719355.0,2021-12-27,2021-11-25,USD,944632.0,Active,No,No
COMM-0246,,INV-0097,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,28366871.0,2023-12-27,2023-11-27,USD,340402.0,Active,No,No
COMM-0247,,INV-0133,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC2,88979672.0,2024-12-27,2024-11-24,USD,1067756.0,Active,No,Yes
COMM-0248,,INV-0106,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,58810118.0,2023-06-30,2023-06-11,USD,0.0,Active,Yes,No
COMM-0249,,INV-0164,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,85279568.0,2023-12-27,2023-11-28,USD,1023355.0,Active,No,No
COMM-0250,,INV-0049,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,49884045.0,2022-06-30,2022-06-03,USD,0.0,Active,Yes,No
COMM-0251,,INV-0048,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,84412564.0,2023-12-27,2023-11-25,USD,1012951.0,Active,No,No
COMM-0252,,INV-0187,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,31608110.0,2021-06-30,2021-06-20,USD,0.0,Active,No,No
COMM-0253,,INV-0056,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,96915122.0,2022-12-27,2022-11-22,USD,1162981.0,Active,No,No
COMM-0254,,INV-0096,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,102423351.0,2023-06-30,2023-05-25,USD,0.0,Active,No,No
COMM-0255,,INV-0015,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,26058485.0,2020-12-27,2020-12-02,USD,312702.0,Active,No,No
COMM-0256,,INV-0050,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC2,249334354.0,2020-12-27,2020-12-14,USD,2992012.0,Active,No,No
COMM-0257,,INV-0099,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,222597609.0,2023-06-30,2023-06-19,USD,0.0,Active,No,No
COMM-0258,,INV-0118,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,144483536.0,2023-06-30,2023-05-30,USD,0.0,Active,No,No
COMM-0259,,INV-0083,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC1,224693751.0,2021-06-30,2021-06-03,USD,0.0,Active,Yes,No
COMM-0260,,INV-0065,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,63623471.0,2023-12-27,2023-11-19,USD,763482.0,Active,Yes,No
COMM-0261,,INV-0171,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,74609922.0,2023-06-30,2023-06-07,USD,0.0,Active,No,No
COMM-0262,,INV-0004,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,177485574.0,2021-12-27,2021-12-05,USD,2129827.0,Active,No,No
COMM-0263,,INV-0003,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,208079929.0,2021-12-27,2021-12-13,USD,2496959.0,Active,No,No
COMM-0264,,INV-0198,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,51521045.0,2023-06-30,2023-06-18,USD,0.0,Active,No,No
COMM-0265,,INV-0195,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC1,109877714.0,2021-06-30,2021-06-16,USD,0.0,Active,Yes,Yes
COMM-0266,,INV-0033,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,98438170.0,2023-06-30,2023-06-03,USD,0.0,Active,No,No
COMM-0267,,INV-0113,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,208328744.0,2023-06-30,2023-06-09,USD,0.0,Active,No,No
COMM-0268,,INV-0065,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,213454664.0,2021-12-27,2021-11-30,USD,2561456.0,Active,No,No
COMM-0269,,INV-0139,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,172177012.0,2023-06-30,2023-06-03,USD,0.0,Active,No,No
COMM-0270,,INV-0083,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,260960243.0,2023-12-27,2023-11-28,USD,3131523.0,Active,No,No
COMM-0271,,INV-0018,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,137568339.0,2022-06-30,2022-05-25,USD,0.0,Active,No,No
COMM-0272,,INV-0139,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,5212349.0,2022-12-27,2022-11-27,USD,62548.0,Active,No,No
COMM-0273,,INV-0188,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,187821709.0,2021-06-30,2021-06-09,USD,0.0,Active,No,No
COMM-0274,,INV-0083,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,61011488.0,2023-12-27,2023-11-26,USD,732138.0,Active,No,No
COMM-0275,,INV-0197,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,185846576.0,2022-06-30,2022-06-10,USD,0.0,Active,No,Yes
COMM-0276,,INV-0165,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC1,33395608.0,2022-06-30,2022-05-30,USD,0.0,Active,Yes,No
COMM-0277,,INV-0012,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,262680369.0,2021-06-30,2021-06-14,USD,0.0,Active,Yes,No
COMM-0278,,INV-0125,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,14386059.0,2023-06-30,2023-05-31,USD,0.0,Active,No,Yes
COMM-0279,,INV-0169,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,19480260.0,2023-12-27,2023-12-10,USD,233763.0,Active,Yes,No
COMM-0280,,INV-0004,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,278879097.0,2023-12-27,2023-11-21,USD,3346549.0,Active,Yes,No
COMM-0281,,INV-0120,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,169615867.0,2021-12-27,2021-11-17,USD,2035390.0,Active,No,No
COMM-0282,,INV-0095,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,161061145.0,2021-12-27,2021-11-24,USD,1932734.0,Active,Yes,No
COMM-0283,,INV-0078,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,288373090.0,2023-06-30,2023-06-17,USD,0.0,Active,Yes,No
COMM-0284,,INV-0186,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,60890822.0,2023-12-27,2023-12-01,USD,730690.0,Active,No,No
COMM-0285,,INV-0146,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,225101971.0,2021-12-27,2021-11-23,USD,2701224.0,Active,No,Yes
COMM-0286,,INV-0173,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,265433086.0,2023-12-27,2023-12-12,USD,3185197.0,Active,No,No
COMM-0287,,INV-0141,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,198971905.0,2021-12-27,2021-11-30,USD,2387663.0,Active,No,No
COMM-0288,,INV-0091,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,254231934.0,2022-12-27,2022-12-04,USD,3050783.0,Active,No,No
COMM-0289,,INV-0186,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC1,171127687.0,2022-06-30,2022-06-14,USD,0.0,Active,No,No
COMM-0290,,INV-0197,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,111202521.0,2022-12-27,2022-12-03,USD,1334430.0,Active,No,Yes
COMM-0291,,INV-0102,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,294972159.0,2021-06-30,2021-06-01,USD,0.0,Active,Yes,No
COMM-0292,,INV-0133,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,6937805.0,2021-12-27,2021-12-10,USD,83254.0,Active,No,Yes
COMM-0293,,INV-0081,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,276138064.0,2021-12-27,2021-12-01,USD,3313657.0,Active,No,No
COMM-0294,,INV-0025,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,109918447.0,2021-12-27,2021-12-13,USD,1319021.0,Active,No,No
COMM-0295,,INV-0094,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,73733274.0,2024-06-30,2024-05-26,USD,0.0,Active,No,No
COMM-0296,,INV-0024,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,172874156.0,2024-12-27,2024-12-11,USD,2074490.0,Active,Yes,No
COMM-0297,,INV-0186,FUND-ARA-IV-OFF-A,FUND-ARA-IV,FUND-ARA-IV-FC2,56006235.0,2022-12-27,2022-11-21,USD,672075.0,Active,Yes,No
COMM-0298,,INV-0153,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,220582862.0,2020-06-30,2020-06-02,USD,0.0,Active,No,No
COMM-0299,,INV-0021,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,107639411.0,2021-12-27,2021-11-21,USD,1291673.0,Active,No,No
COMM-0300,,INV-0107,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,225565204.0,2023-06-30,2023-05-24,USD,0.0,Active,Yes,No
