opportunity_id,investor_id,investor_name,target_product_id,target_fund_id,target_fund_name,target_offering_id,target_close_id,indicative_amount_usd,opportunity_status,conversion_route,raised_date,raised_by,lost_reason,notes
OPP-0119,INV-0100,Northwestern Foundation Investment Fund (100),PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC2,487285125.0,SoftCircle,RouteA,2023-09-07,M. Patel,,
OPP-0120,INV-0100,Northwestern Foundation Investment Fund (100),PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-DOM-A,FUND-ACO-IV-FC2,382795945.0,Won,RouteA,2021-10-21,M. Patel,,
OPP-0121,INV-0101,Harvard College Investment Office,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC2,123125507.0,Won,RouteA,2023-12-28,J. Williams,,
OPP-0122,INV-0102,Abu Dhabi Future Generations Fund,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-OFF-A,FUND-AIP-II-FC1,32239167.0,Won,RouteA,2021-10-20,A. Mensah,,
OPP-0123,INV-0103,Vanguard Investments,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC1,352242308.0,Prospect,RouteA,2021-12-05,T. Osei,,
OPP-0124,INV-0104,AIG Asset Management,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC2,376139310.0,Indicated,RouteA,2022-06-05,S. Park,,
OPP-0125,INV-0104,AIG Asset Management,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC1,217515662.0,Prospect,RouteA,2020-06-26,S. Park,,
OPP-0126,INV-0105,Wisconsin Public Employees' Retirement System,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC1,183261328.0,Won,RouteA,2020-08-17,R. Chen,,
OPP-0127,INV-0106,Dartmouth College Investment Office,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC1,387797832.0,Won,RouteA,2024-03-09,R. Chen,,
OPP-0128,INV-0107,Blackstone Family Office,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-OFF-A,FUND-ABF-X-FC1,430051060.0,Won,RouteA,2023-01-02,A. Mensah,,
OPP-0129,INV-0108,Carnegie Philanthropic Trust,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC2,93585662.0,Won,RouteA,2021-07-05,R. Chen,,
OPP-0130,INV-0108,Carnegie Philanthropic Trust,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC2,211047016.0,DocsOut,RouteA,2021-06-08,R. Chen,,
OPP-0131,INV-0109,Yale College Investment Office,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC1,253510267.0,Withdrawn,RouteA,2020-06-04,T. Osei,Pricing,
OPP-0132,INV-0110,Nationwide Multi-Strategy Fund,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-OFF-A,FUND-AGE-II-FC1,433685954.0,Won,RouteA,2022-02-15,J. Williams,,
OPP-0133,INV-0110,Nationwide Multi-Strategy Fund,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC2,8944741.0,SoftCircle,RouteA,2020-09-15,J. Williams,,
OPP-0134,INV-0111,Walton Charitable Foundation,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC2,187295446.0,Withdrawn,RouteA,2024-04-15,M. Patel,,
OPP-0135,INV-0112,Dallas Teachers' Pension Fund,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-DOM-A,FUND-ACO-V-FC1,16835577.0,Indicated,RouteA,2023-01-14,T. Osei,,
OPP-0136,INV-0113,Walton Investments Ltd,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-OFF-A,FUND-ABF-IX-FC2,425257964.0,Prospect,RouteA,2021-11-13,M. Patel,,
OPP-0137,INV-0114,Canada Future Generations Fund,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-OFF-A,FUND-ABF-X-FC1,248554294.0,Won,RouteA,2023-04-14,T. Osei,,
OPP-0138,INV-0115,Japan National Wealth Fund,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC2,449157299.0,SoftCircle,RouteA,2021-01-08,A. Mensah,,
OPP-0139,INV-0115,Japan National Wealth Fund,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-OFF-A,FUND-AGE-II-FC2,47026697.0,Won,RouteA,2022-08-24,A. Mensah,,
OPP-0140,INV-0116,Principal Assurance plc,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC2,35830017.0,SoftCircle,RouteA,2021-10-19,A. Mensah,,
OPP-0141,INV-0116,Principal Assurance plc,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC1,160929413.0,Signed,RouteA,2021-05-28,A. Mensah,,
OPP-0142,INV-0117,Los Angeles Teachers' Pension Fund,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC2,41970281.0,Won,RouteA,2022-05-08,S. Park,,
OPP-0143,INV-0118,Lincoln Life Insurance Company,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-OFF-A,FUND-AGE-III-FC1,227535540.0,Indicated,RouteA,2024-02-06,A. Mensah,,
OPP-0144,INV-0119,Colorado Public Employees' Retirement System,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC2,234356565.0,DocsOut,RouteA,2023-08-10,S. Park,,
OPP-0145,INV-0120,Australia National Wealth Fund (120),PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-OFF-A,FUND-ABF-X-FC1,353828878.0,Declined,RouteA,2023-05-27,R. Chen,Pricing,
OPP-0146,INV-0121,Virginia State Teachers' Retirement System,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC1,484358002.0,SoftCircle,RouteA,2022-12-08,S. Park,,
OPP-0147,INV-0122,Lincoln Multi-Strategy Fund,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-OFF-A,FUND-ABF-IX-FC2,476287820.0,Signed,RouteA,2021-03-01,R. Chen,,
OPP-0148,INV-0123,Pritzker Endowed Foundation,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC1,402928893.0,SoftCircle,RouteA,2022-08-04,T. Osei,,
OPP-0149,INV-0124,Norway National Wealth Fund,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-OFF-A,FUND-ABF-IX-FC1,412718341.0,DocsOut,RouteA,2021-03-07,S. Park,,
OPP-0150,INV-0124,Norway National Wealth Fund,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-OFF-A,FUND-ARA-IV-FC1,459127148.0,Withdrawn,RouteA,2022-10-09,S. Park,Pricing,
OPP-0151,INV-0125,Hartford Employee Benefit Fund,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC1,68751817.0,Declined,RouteA,2023-08-26,R. Chen,Competitor,
OPP-0152,INV-0125,Hartford Employee Benefit Fund,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC1,462445204.0,Won,RouteA,2023-01-06,R. Chen,,
OPP-0153,INV-0126,Johns Hopkins College Investment Office,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,216198689.0,Prospect,RouteA,2021-07-22,A. Mensah,,
OPP-0154,INV-0127,Qatar Future Generations Fund,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC2,22151475.0,Signed,RouteA,2021-08-05,R. Chen,,
OPP-0155,INV-0128,Bloomberg Endowed Foundation,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-DOM-A,FUND-ACO-V-FC2,242120310.0,Won,RouteA,2023-07-18,J. Williams,,
OPP-0156,INV-0129,California Public Employees' Retirement System,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC1,442902996.0,Won,RouteA,2021-04-21,R. Chen,,
OPP-0157,INV-0129,California Public Employees' Retirement System,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC1,14667342.0,Declined,RouteA,2022-09-26,R. Chen,,
OPP-0158,INV-0130,Aetna Asset Management,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-OFF-A,FUND-ARA-IV-FC2,456775123.0,Won,RouteA,2022-08-12,T. Osei,,
OPP-0159,INV-0131,Ohio Public Employees' Retirement System,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,300572595.0,Indicated,RouteA,2021-01-11,M. Patel,,
OPP-0160,INV-0132,Japan Future Generations Fund,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC1,384586873.0,Won,RouteA,2020-09-12,T. Osei,,
OPP-0161,INV-0132,Japan Future Generations Fund,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-OFF-A,FUND-ACO-V-FC1,124370634.0,SoftCircle,RouteA,2023-04-22,T. Osei,,
OPP-0162,INV-0133,Ohio Public Employees' Retirement System,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC1,467926986.0,Withdrawn,RouteA,2021-07-12,M. Patel,Timing,
OPP-0163,INV-0134,Aetna Asset Management,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC2,353209177.0,Won,RouteA,2024-10-01,J. Williams,,
OPP-0164,INV-0134,Aetna Asset Management,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC1,494063074.0,Withdrawn,RouteA,2022-04-27,J. Williams,,
OPP-0165,INV-0135,Chicago College Investment Office,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-DOM-A,FUND-ACO-IV-FC2,120148562.0,Prospect,RouteA,2021-02-02,M. Patel,,
OPP-0166,INV-0136,Virginia Municipal Employees Pension Fund,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC2,104724870.0,Prospect,RouteA,2022-06-20,S. Park,,
OPP-0167,INV-0137,AIG Investments,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC2,295371542.0,Prospect,RouteA,2021-01-05,T. Osei,,
OPP-0168,INV-0137,AIG Investments,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC1,189927436.0,Won,RouteA,2021-06-03,T. Osei,,
OPP-0169,INV-0138,Pennsylvania Public Employees' Retirement System,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC1,72543576.0,Won,RouteA,2021-05-11,T. Osei,,
OPP-0170,INV-0139,Blackstone Philanthropic Trust,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,355055546.0,Declined,RouteA,2021-06-06,T. Osei,Competitor,
OPP-0171,INV-0139,Blackstone Philanthropic Trust,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-DOM-A,FUND-ACO-V-FC1,345806728.0,Won,RouteA,2023-05-24,T. Osei,,
OPP-0172,INV-0140,Bloomberg Endowed Foundation (140),PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC2,303182390.0,Withdrawn,RouteA,2021-01-06,J. Williams,Timing,
OPP-0173,INV-0140,Bloomberg Endowed Foundation (140),PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC1,373944947.0,Won,RouteA,2024-03-11,J. Williams,,
OPP-0174,INV-0141,Allstate Multi-Strategy Fund,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC1,355938078.0,Declined,RouteA,2022-02-27,A. Mensah,Competitor,
OPP-0175,INV-0142,Berkshire Investments,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC1,178488175.0,DocsOut,RouteA,2020-12-03,M. Patel,,
OPP-0176,INV-0143,Gates Capital Partners,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC1,212728348.0,Won,RouteA,2021-08-24,J. Williams,,
OPP-0177,INV-0144,Walton Investments Ltd,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,190797047.0,Won,RouteA,2021-06-18,T. Osei,,
OPP-0178,INV-0144,Walton Investments Ltd,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-DOM-A,FUND-AIP-III-FC1,400601310.0,Indicated,RouteA,2023-08-03,T. Osei,,
OPP-0179,INV-0145,Saudi Arabia Investment Authority,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-OFF-A,FUND-ABF-IX-FC2,174195060.0,Signed,RouteA,2021-02-03,S. Park,,
OPP-0180,INV-0145,Saudi Arabia Investment Authority,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-OFF-A,FUND-AIP-II-FC1,172285539.0,SoftCircle,RouteA,2021-09-03,S. Park,,
OPP-0181,INV-0146,Phoenix Teachers' Pension Fund,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-DOM-A,FUND-AIP-III-FC1,305622225.0,Won,RouteA,2023-11-06,J. Williams,,
OPP-0182,INV-0147,Goldman Multi-Strategy Fund,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-OFF-A,FUND-ABF-IX-FC1,207593534.0,Won,RouteA,2021-04-07,M. Patel,,
OPP-0183,INV-0148,Johns Hopkins University Endowment,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC2,122586401.0,Declined,RouteA,2022-05-10,T. Osei,Pricing,
OPP-0184,INV-0149,Northwestern College Investment Office,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC2,6888708.0,Indicated,RouteA,2022-01-12,M. Patel,,
OPP-0185,INV-0150,Temasek Investment Authority,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-OFF-A,FUND-AGE-III-FC2,107441727.0,DocsOut,RouteA,2024-02-01,J. Williams,,
OPP-0186,INV-0150,Temasek Investment Authority,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC1,393513904.0,Won,RouteA,2020-02-10,J. Williams,,
OPP-0187,INV-0151,Government Pension Fund — Canada,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC1,96516204.0,Declined,RouteA,2020-09-13,M. Patel,,
OPP-0188,INV-0152,Goldman Inc. Retirement Trust,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-DOM-A,FUND-AIP-III-FC1,135383401.0,Signed,RouteA,2023-08-15,S. Park,,
OPP-0189,INV-0153,Goldman Multi-Strategy Fund,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-OFF-A,FUND-AGE-III-FC1,52867797.0,Indicated,RouteA,2024-12-22,M. Patel,,
OPP-0190,INV-0154,Ohio Municipal Employees Pension Fund,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC2,35186954.0,Withdrawn,RouteA,2022-04-18,S. Park,,
OPP-0191,INV-0155,Fidelity Corporation Pension Plan,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,152931794.0,Withdrawn,RouteA,2021-04-16,J. Williams,,
OPP-0192,INV-0156,Mars Philanthropic Trust,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC1,474785434.0,SoftCircle,RouteA,2021-08-06,A. Mensah,,
OPP-0193,INV-0157,Lincoln Alternative Investment Fund,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-DOM-A,FUND-ACO-V-FC1,43792418.0,Indicated,RouteA,2023-01-14,T. Osei,,
OPP-0194,INV-0157,Lincoln Alternative Investment Fund,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC1,299548589.0,Declined,RouteA,2021-03-27,T. Osei,Competitor,
OPP-0195,INV-0158,Stanford University Endowment,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC1,278266825.0,Won,RouteA,2023-09-13,R. Chen,,
OPP-0196,INV-0159,Transamerica Investments,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-OFF-A,FUND-AGE-II-FC2,295850163.0,Prospect,RouteA,2022-12-20,R. Chen,,
OPP-0197,INV-0160,Vanguard Asset Management (160),PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-OFF-A,FUND-ABF-X-FC2,296027396.0,Indicated,RouteA,2023-03-19,S. Park,,
OPP-0198,INV-0161,Bloomberg Endowed Foundation,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC1,146615963.0,Withdrawn,RouteA,2023-02-26,A. Mensah,Competitor,
OPP-0199,INV-0162,Princeton College Investment Office,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC2,306436265.0,Declined,RouteA,2020-08-19,T. Osei,Pricing,
OPP-0200,INV-0163,Philadelphia Teachers' Pension Fund,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC1,348362320.0,Withdrawn,RouteA,2021-10-22,J. Williams,Pricing,
OPP-0201,INV-0163,Philadelphia Teachers' Pension Fund,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,240233005.0,DocsOut,RouteA,2021-01-24,J. Williams,,
OPP-0202,INV-0164,Griffin Investments Ltd,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC1,143771593.0,Won,RouteA,2022-05-10,J. Williams,,
OPP-0203,INV-0165,San Antonio Teachers' Pension Fund,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC1,224339754.0,Indicated,RouteA,2023-05-24,J. Williams,,
OPP-0204,INV-0166,Yale College Investment Office,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC2,98028167.0,Withdrawn,RouteA,2020-11-03,M. Patel,Timing,
OPP-0205,INV-0167,Seattle Fire & Police Pension Fund,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC2,32821881.0,Won,RouteA,2021-06-27,S. Park,,
OPP-0206,INV-0168,Duke College Investment Office,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC2,391355633.0,Won,RouteA,2023-07-05,S. Park,,
OPP-0207,INV-0169,Aetna Corporation Pension Plan,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC1,104359754.0,Indicated,RouteA,2024-04-27,T. Osei,,
OPP-0208,INV-0170,Columbia University Endowment,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC2,103559337.0,Prospect,RouteA,2021-06-23,M. Patel,,
OPP-0209,INV-0170,Columbia University Endowment,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-DOM-A,FUND-ARA-IV-FC2,461921416.0,Won,RouteA,2022-07-21,M. Patel,,
OPP-0210,INV-0171,Bloomberg Endowed Foundation,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-DOM-A,FUND-ACO-V-FC2,92903929.0,Won,RouteA,2023-10-15,J. Williams,,
OPP-0211,INV-0172,Government Pension Fund — Saudi Arabia,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-OFF-A,FUND-AGE-III-FC2,447773501.0,Won,RouteA,2024-03-27,M. Patel,,
OPP-0212,INV-0173,MIT Foundation Investment Fund,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-DOM-A,FUND-ABF-X-FC2,85639166.0,Prospect,RouteA,2023-07-02,M. Patel,,
OPP-0213,INV-0174,Mars Charitable Foundation,PROD-002,FUND-ACO-V,Apollo Credit Opps V,FUND-ACO-V-DOM-A,FUND-ACO-V-FC1,107331838.0,Declined,RouteA,2023-04-22,R. Chen,,
OPP-0214,INV-0175,Cornell University Endowment,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-DOM-A,FUND-ABF-IX-FC2,302565265.0,Indicated,RouteA,2021-11-06,M. Patel,,
OPP-0215,INV-0176,Australia Reserve Investment Corporation,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC2,448264073.0,Declined,RouteA,2020-05-14,R. Chen,Competitor,
OPP-0216,INV-0176,Australia Reserve Investment Corporation,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-OFF-A,FUND-AIP-III-FC2,340212097.0,DocsOut,RouteA,2023-08-10,R. Chen,,
OPP-0217,INV-0177,Carnegie Family Office,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-OFF-A,FUND-AIP-II-FC1,483410300.0,Prospect,RouteA,2021-09-22,S. Park,,
OPP-0218,INV-0178,Goldman Investments,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC2,243460517.0,Signed,RouteA,2022-11-04,S. Park,,
OPP-0219,INV-0179,Columbia University Endowment,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-DOM-A,FUND-ARA-III-FC2,356991419.0,Signed,RouteA,2020-05-21,M. Patel,,
OPP-0220,INV-0180,Government Pension Fund — Australia (180),PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC1,123949528.0,Indicated,RouteA,2020-09-25,M. Patel,,
OPP-0221,INV-0181,MIT University Endowment,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC2,74265107.0,Declined,RouteA,2024-06-22,T. Osei,Pricing,
OPP-0222,INV-0181,MIT University Endowment,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-DOM-A,FUND-AIP-III-FC2,197196086.0,Signed,RouteA,2023-07-13,T. Osei,,
OPP-0223,INV-0182,Johns Hopkins Foundation Investment Fund,PROD-005,FUND-AGE-III,Apollo Growth Equity III,FUND-AGE-III-DOM-A,FUND-AGE-III-FC1,115069781.0,Won,RouteA,2024-12-23,T. Osei,,
OPP-0224,INV-0182,Johns Hopkins Foundation Investment Fund,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC2,153596440.0,Declined,RouteA,2022-06-17,T. Osei,Timing,
OPP-0225,INV-0183,Ohio State Teachers' Retirement System,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC1,68332349.0,Signed,RouteA,2022-02-16,S. Park,,
OPP-0226,INV-0184,Houston Teachers' Pension Fund,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-DOM-A,FUND-AGE-II-FC1,49203412.0,Declined,RouteA,2022-06-21,A. Mensah,Competitor,
OPP-0227,INV-0185,JPMorgan Assurance plc,PROD-003,FUND-ARA-III,Apollo Real Assets III,FUND-ARA-III-OFF-A,FUND-ARA-III-FC2,294857494.0,Won,RouteA,2020-06-09,T. Osei,,
OPP-0228,INV-0186,South Korea Investment Authority,PROD-001,FUND-ABF-X,Apollo Buyout Fund X,FUND-ABF-X-OFF-A,FUND-ABF-X-FC2,292254989.0,Prospect,RouteA,2023-11-19,A. Mensah,,
OPP-0229,INV-0187,Hartford Inc. Retirement Trust,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-DOM-A,FUND-AIP-III-FC1,341945393.0,Won,RouteA,2023-02-28,T. Osei,,
OPP-0230,INV-0188,Dartmouth Foundation Investment Fund,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-DOM-A,FUND-AIP-II-FC1,174621593.0,Indicated,RouteA,2021-03-07,S. Park,,
OPP-0231,INV-0189,Fidelity Re Investment Portfolio,PROD-004,FUND-AIP-III,Apollo Infra Partners III,FUND-AIP-III-OFF-A,FUND-AIP-III-FC1,390575883.0,Won,RouteA,2023-12-06,R. Chen,,
OPP-0232,INV-0190,Columbia University Endowment,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-DOM-A,FUND-ACO-IV-FC2,228766348.0,Declined,RouteA,2021-01-01,T. Osei,Timing,
OPP-0233,INV-0191,Government Pension Fund — South Korea,PROD-002,FUND-ACO-IV,Apollo Credit Opps IV,FUND-ACO-IV-OFF-A,FUND-ACO-IV-FC1,309167471.0,Won,RouteA,2021-02-05,A. Mensah,,
OPP-0234,INV-0192,Koch Private Wealth Management,PROD-004,FUND-AIP-II,Apollo Infra Partners II,FUND-AIP-II-OFF-A,FUND-AIP-II-FC2,23674033.0,Won,RouteA,2021-07-01,T. Osei,,
OPP-0235,INV-0193,Johnson Capital Partners,PROD-003,FUND-ARA-IV,Apollo Real Assets IV,FUND-ARA-IV-OFF-A,FUND-ARA-IV-FC1,13868482.0,Won,RouteA,2022-09-07,M. Patel,,
OPP-0236,INV-0193,Johnson Capital Partners,PROD-001,FUND-ABF-IX,Apollo Buyout Fund IX,FUND-ABF-IX-OFF-A,FUND-ABF-IX-FC1,159485669.0,DocsOut,RouteA,2021-12-12,M. Patel,,
OPP-0237,INV-0194,MetLife Investments,PROD-005,FUND-AGE-II,Apollo Growth Equity II,FUND-AGE-II-OFF-A,FUND-AGE-II-FC2,27630584.0,Indicated,RouteA,2022-02-27,M. Patel,,
