transaction_id,transaction_type,transaction_date,settlement_date,from_entity_id,to_entity_id,commitment_id,notice_id,amount_usd,debit_account,credit_account,fund_id,currency,status
TXN-000120,CapitalFromFeeder,2022-08-02,2022-08-02,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0019,CCN-00037,54021000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000121,CapitalCallReceivable,2023-04-17,2023-05-03,INV-0016,FUND-ARA-IV-DOM,COMM-0019,CCN-00038,45017500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000122,CashReceipt,2023-05-03,2023-05-03,INV-0016,FUND-ARA-IV-DOM,COMM-0019,CCN-00038,45017500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000123,InvestmentInMasterFund,2023-05-04,2023-05-04,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0019,CCN-00038,45017500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000124,CapitalFromFeeder,2023-05-04,2023-05-04,FUND-ARA-IV-DOM,FUND-ARA-IV-MAIN,COMM-0019,CCN-00038,45017500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000125,CapitalCallReceivable,2023-08-26,2023-09-08,INV-0010,FUND-ABF-X-DOM,COMM-0020,CCN-00039,129894000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000126,CashReceipt,2023-09-08,2023-09-08,INV-0010,FUND-ABF-X-DOM,COMM-0020,CCN-00039,129894000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000127,InvestmentInMasterFund,2023-09-11,2023-09-11,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0020,CCN-00039,129894000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-X,USD,Posted
TXN-000128,CapitalFromFeeder,2023-09-11,2023-09-11,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0020,CCN-00039,129894000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-X,USD,Posted
TXN-000129,CapitalCallReceivable,2024-03-26,2024-04-12,INV-0010,FUND-ABF-X-DOM,COMM-0020,CCN-00040,108245000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000130,CashReceipt,2024-04-12,2024-04-12,INV-0010,FUND-ABF-X-DOM,COMM-0020,CCN-00040,108245000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000131,InvestmentInMasterFund,2024-04-15,2024-04-15,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0020,CCN-00040,108245000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-X,USD,Posted
TXN-000132,CapitalFromFeeder,2024-04-15,2024-04-15,FUND-ABF-X-DOM,FUND-ABF-X-MAIN,COMM-0020,CCN-00040,108245000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-X,USD,Posted
TXN-000133,CapitalCallReceivable,2021-08-17,2021-09-03,INV-0012,FUND-ACO-IV-OFF,COMM-0021,CCN-00041,117684000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-IV,USD,Posted
TXN-000134,CashReceipt,2021-09-03,2021-09-03,INV-0012,FUND-ACO-IV-OFF,COMM-0021,CCN-00041,117684000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-IV,USD,Posted
TXN-000135,InvestmentInMasterFund,2021-09-06,2021-09-06,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0021,CCN-00041,117684000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-IV,USD,Posted
TXN-000136,CapitalFromFeeder,2021-09-06,2021-09-06,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0021,CCN-00041,117684000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-IV,USD,Posted
TXN-000137,CapitalCallReceivable,2022-02-19,2022-03-04,INV-0012,FUND-ACO-IV-OFF,COMM-0021,CCN-00042,98070000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-IV,USD,Posted
TXN-000138,CashReceipt,2022-03-04,2022-03-04,INV-0012,FUND-ACO-IV-OFF,COMM-0021,CCN-00042,98070000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-IV,USD,Posted
TXN-000139,InvestmentInMasterFund,2022-03-07,2022-03-07,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0021,CCN-00042,98070000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-IV,USD,Posted
TXN-000140,CapitalFromFeeder,2022-03-07,2022-03-07,FUND-ACO-IV-OFF,FUND-ACO-IV-MAIN,COMM-0021,CCN-00042,98070000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-IV,USD,Posted
TXN-000141,CapitalCallReceivable,2021-08-23,2021-09-16,INV-0011,FUND-AIP-II-DOM,COMM-0022,CCN-00043,58308000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000142,CashReceipt,2021-09-16,2021-09-16,INV-0011,FUND-AIP-II-DOM,COMM-0022,CCN-00043,58308000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000143,InvestmentInMasterFund,2021-09-17,2021-09-17,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0022,CCN-00043,58308000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000144,CapitalFromFeeder,2021-09-17,2021-09-17,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0022,CCN-00043,58308000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000145,CapitalCallReceivable,2022-05-01,2022-05-13,INV-0011,FUND-AIP-II-DOM,COMM-0022,CCN-00044,48590000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000146,CashReceipt,2022-05-13,2022-05-13,INV-0011,FUND-AIP-II-DOM,COMM-0022,CCN-00044,48590000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000147,InvestmentInMasterFund,2022-05-16,2022-05-16,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0022,CCN-00044,48590000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000148,CapitalFromFeeder,2022-05-16,2022-05-16,FUND-AIP-II-DOM,FUND-AIP-II-MAIN,COMM-0022,CCN-00044,48590000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000149,CapitalCallReceivable,2022-07-15,2022-08-03,INV-0013,FUND-ARA-IV-MAIN,COMM-0023,CCN-00045,53424000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000150,CashReceipt,2022-08-03,2022-08-03,INV-0013,FUND-ARA-IV-MAIN,COMM-0023,CCN-00045,53424000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000151,CapitalCallReceivable,2023-04-17,2023-05-01,INV-0013,FUND-ARA-IV-MAIN,COMM-0023,CCN-00046,44520000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000152,CashReceipt,2023-05-01,2023-05-01,INV-0013,FUND-ARA-IV-MAIN,COMM-0023,CCN-00046,44520000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000153,CapitalCallReceivable,2022-07-15,2022-08-02,INV-0013,FUND-ARA-IV-OFF,COMM-0024,CCN-00047,50247000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000154,CashReceipt,2022-08-02,2022-08-02,INV-0013,FUND-ARA-IV-OFF,COMM-0024,CCN-00047,50247000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000155,InvestmentInMasterFund,2022-08-03,2022-08-03,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0024,CCN-00047,50247000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000156,CapitalFromFeeder,2022-08-03,2022-08-03,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0024,CCN-00047,50247000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000157,CapitalCallReceivable,2023-04-17,2023-05-04,INV-0013,FUND-ARA-IV-OFF,COMM-0024,CCN-00048,41872500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-IV,USD,Posted
TXN-000158,CashReceipt,2023-05-04,2023-05-04,INV-0013,FUND-ARA-IV-OFF,COMM-0024,CCN-00048,41872500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-IV,USD,Posted
TXN-000159,InvestmentInMasterFund,2023-05-05,2023-05-05,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0024,CCN-00048,41872500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ARA-IV,USD,Posted
TXN-000160,CapitalFromFeeder,2023-05-05,2023-05-05,FUND-ARA-IV-OFF,FUND-ARA-IV-MAIN,COMM-0024,CCN-00048,41872500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ARA-IV,USD,Posted
TXN-000161,CapitalCallReceivable,2023-08-08,2023-08-22,INV-0033,FUND-ACO-V-DOM,COMM-0025,CCN-00049,102408000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000162,CashReceipt,2023-08-22,2023-08-22,INV-0033,FUND-ACO-V-DOM,COMM-0025,CCN-00049,102408000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000163,InvestmentInMasterFund,2023-08-23,2023-08-23,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0025,CCN-00049,102408000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000164,CapitalFromFeeder,2023-08-23,2023-08-23,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0025,CCN-00049,102408000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000165,CapitalCallReceivable,2024-01-23,2024-02-07,INV-0033,FUND-ACO-V-DOM,COMM-0025,CCN-00050,85340000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-V,USD,Posted
TXN-000166,CashReceipt,2024-02-07,2024-02-07,INV-0033,FUND-ACO-V-DOM,COMM-0025,CCN-00050,85340000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-V,USD,Posted
TXN-000167,InvestmentInMasterFund,2024-02-08,2024-02-08,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0025,CCN-00050,85340000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-V,USD,Posted
TXN-000168,CapitalFromFeeder,2024-02-08,2024-02-08,FUND-ACO-V-DOM,FUND-ACO-V-MAIN,COMM-0025,CCN-00050,85340000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-V,USD,Posted
TXN-000169,CapitalCallReceivable,2021-08-08,2021-08-25,INV-0008,FUND-ABF-IX-OFF,COMM-0026,CCN-00051,28017000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000170,CashReceipt,2021-08-25,2021-08-25,INV-0008,FUND-ABF-IX-OFF,COMM-0026,CCN-00051,28017000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000171,InvestmentInMasterFund,2021-08-26,2021-08-26,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0026,CCN-00051,28017000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-IX,USD,Posted
TXN-000172,CapitalFromFeeder,2021-08-26,2021-08-26,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0026,CCN-00051,28017000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-IX,USD,Posted
TXN-000173,CapitalCallReceivable,2021-11-28,2021-12-14,INV-0008,FUND-ABF-IX-OFF,COMM-0026,CCN-00052,23347500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-IX,USD,Posted
TXN-000174,CashReceipt,2021-12-14,2021-12-14,INV-0008,FUND-ABF-IX-OFF,COMM-0026,CCN-00052,23347500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-IX,USD,Posted
TXN-000175,InvestmentInMasterFund,2021-12-15,2021-12-15,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0026,CCN-00052,23347500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-IX,USD,Posted
TXN-000176,CapitalFromFeeder,2021-12-15,2021-12-15,FUND-ABF-IX-OFF,FUND-ABF-IX-MAIN,COMM-0026,CCN-00052,23347500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-IX,USD,Posted
TXN-000177,CapitalCallReceivable,2021-08-23,2021-09-27,INV-0039,FUND-AIP-II-OFF,COMM-0027,CCN-00053,52836000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000178,CashReceipt,2021-09-27,2021-09-27,INV-0039,FUND-AIP-II-OFF,COMM-0027,CCN-00053,52836000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000179,InvestmentInMasterFund,2021-09-28,2021-09-28,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0027,CCN-00053,52836000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000180,CapitalFromFeeder,2021-09-28,2021-09-28,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0027,CCN-00053,52836000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000181,CapitalCallReceivable,2022-05-01,2022-05-18,INV-0039,FUND-AIP-II-OFF,COMM-0027,CCN-00054,44030000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AIP-II,USD,Posted
TXN-000182,CashReceipt,2022-05-18,2022-05-18,INV-0039,FUND-AIP-II-OFF,COMM-0027,CCN-00054,44030000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AIP-II,USD,Posted
TXN-000183,InvestmentInMasterFund,2022-05-19,2022-05-19,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0027,CCN-00054,44030000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AIP-II,USD,Posted
TXN-000184,CapitalFromFeeder,2022-05-19,2022-05-19,FUND-AIP-II-OFF,FUND-AIP-II-MAIN,COMM-0027,CCN-00054,44030000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AIP-II,USD,Posted
TXN-000185,CapitalCallReceivable,2019-08-18,2019-09-04,INV-0033,FUND-AGE-I-OFF,COMM-0028,CCN-00055,58701000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-I,USD,Posted
TXN-000186,CashReceipt,2019-09-04,2019-09-04,INV-0033,FUND-AGE-I-OFF,COMM-0028,CCN-00055,58701000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-I,USD,Posted
TXN-000187,InvestmentInMasterFund,2019-09-05,2019-09-05,FUND-AGE-I-OFF,FUND-AGE-I-MAIN,COMM-0028,CCN-00055,58701000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-I,USD,Posted
TXN-000188,CapitalFromFeeder,2019-09-05,2019-09-05,FUND-AGE-I-OFF,FUND-AGE-I-MAIN,COMM-0028,CCN-00055,58701000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-I,USD,Posted
TXN-000189,CapitalCallReceivable,2020-05-18,2020-06-03,INV-0033,FUND-AGE-I-OFF,COMM-0028,CCN-00056,48917500.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-I,USD,Posted
TXN-000190,CashReceipt,2020-06-03,2020-06-03,INV-0033,FUND-AGE-I-OFF,COMM-0028,CCN-00056,48917500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-I,USD,Posted
TXN-000191,InvestmentInMasterFund,2020-06-04,2020-06-04,FUND-AGE-I-OFF,FUND-AGE-I-MAIN,COMM-0028,CCN-00056,48917500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-I,USD,Posted
TXN-000192,CapitalFromFeeder,2020-06-04,2020-06-04,FUND-AGE-I-OFF,FUND-AGE-I-MAIN,COMM-0028,CCN-00056,48917500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-I,USD,Posted
TXN-000193,CapitalCallReceivable,2021-08-17,2021-08-31,INV-0003,FUND-ACO-IV-DOM,COMM-0029,CCN-00057,1752000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-IV,USD,Posted
TXN-000194,CashReceipt,2021-08-31,2021-08-31,INV-0003,FUND-ACO-IV-DOM,COMM-0029,CCN-00057,1752000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-IV,USD,Posted
TXN-000195,InvestmentInMasterFund,2021-09-01,2021-09-01,FUND-ACO-IV-DOM,FUND-ACO-IV-MAIN,COMM-0029,CCN-00057,1752000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-IV,USD,Posted
TXN-000196,CapitalFromFeeder,2021-09-01,2021-09-01,FUND-ACO-IV-DOM,FUND-ACO-IV-MAIN,COMM-0029,CCN-00057,1752000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-IV,USD,Posted
TXN-000197,CapitalCallReceivable,2022-02-19,2022-03-08,INV-0003,FUND-ACO-IV-DOM,COMM-0029,CCN-00058,1460000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ACO-IV,USD,Posted
TXN-000198,CashReceipt,2022-03-08,2022-03-08,INV-0003,FUND-ACO-IV-DOM,COMM-0029,CCN-00058,1460000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ACO-IV,USD,Posted
TXN-000199,InvestmentInMasterFund,2022-03-09,2022-03-09,FUND-ACO-IV-DOM,FUND-ACO-IV-MAIN,COMM-0029,CCN-00058,1460000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ACO-IV,USD,Posted
TXN-000200,CapitalFromFeeder,2022-03-09,2022-03-09,FUND-ACO-IV-DOM,FUND-ACO-IV-MAIN,COMM-0029,CCN-00058,1460000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ACO-IV,USD,Posted
TXN-000201,CapitalCallReceivable,2022-08-22,2022-09-08,INV-0028,FUND-AGE-II-DOM,COMM-0030,CCN-00059,142407000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-II,USD,Posted
TXN-000202,CashReceipt,2022-09-08,2022-09-08,INV-0028,FUND-AGE-II-DOM,COMM-0030,CCN-00059,142407000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-II,USD,Posted
TXN-000203,InvestmentInMasterFund,2022-09-09,2022-09-09,FUND-AGE-II-DOM,FUND-AGE-II-MAIN,COMM-0030,CCN-00059,142407000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-II,USD,Posted
TXN-000204,CapitalFromFeeder,2022-09-09,2022-09-09,FUND-AGE-II-DOM,FUND-AGE-II-MAIN,COMM-0030,CCN-00059,142407000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-II,USD,Posted
TXN-000205,CapitalCallReceivable,2023-02-10,2023-02-24,INV-0028,FUND-AGE-II-DOM,COMM-0030,CCN-00060,118672500.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-II,USD,Posted
TXN-000206,CashReceipt,2023-02-24,2023-02-24,INV-0028,FUND-AGE-II-DOM,COMM-0030,CCN-00060,118672500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-II,USD,Posted
TXN-000207,InvestmentInMasterFund,2023-02-27,2023-02-27,FUND-AGE-II-DOM,FUND-AGE-II-MAIN,COMM-0030,CCN-00060,118672500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-II,USD,Posted
TXN-000208,CapitalFromFeeder,2023-02-27,2023-02-27,FUND-AGE-II-DOM,FUND-AGE-II-MAIN,COMM-0030,CCN-00060,118672500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-II,USD,Posted
TXN-000209,CapitalCallReceivable,2022-08-22,2022-09-07,INV-0008,FUND-AGE-II-OFF,COMM-0031,CCN-00061,76809000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-II,USD,Posted
TXN-000210,CashReceipt,2022-09-07,2022-09-07,INV-0008,FUND-AGE-II-OFF,COMM-0031,CCN-00061,76809000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-II,USD,Posted
TXN-000211,InvestmentInMasterFund,2022-09-08,2022-09-08,FUND-AGE-II-OFF,FUND-AGE-II-MAIN,COMM-0031,CCN-00061,76809000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-II,USD,Posted
TXN-000212,CapitalFromFeeder,2022-09-08,2022-09-08,FUND-AGE-II-OFF,FUND-AGE-II-MAIN,COMM-0031,CCN-00061,76809000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-II,USD,Posted
TXN-000213,CapitalCallReceivable,2023-02-10,2023-02-28,INV-0008,FUND-AGE-II-OFF,COMM-0031,CCN-00062,64007500.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-II,USD,Posted
TXN-000214,CashReceipt,2023-02-28,2023-02-28,INV-0008,FUND-AGE-II-OFF,COMM-0031,CCN-00062,64007500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-II,USD,Posted
TXN-000215,InvestmentInMasterFund,2023-03-01,2023-03-01,FUND-AGE-II-OFF,FUND-AGE-II-MAIN,COMM-0031,CCN-00062,64007500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-II,USD,Posted
TXN-000216,CapitalFromFeeder,2023-03-01,2023-03-01,FUND-AGE-II-OFF,FUND-AGE-II-MAIN,COMM-0031,CCN-00062,64007500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-II,USD,Posted
TXN-000217,CapitalCallReceivable,2023-08-26,2023-09-11,INV-0026,FUND-ABF-X-OFF,COMM-0032,CCN-00063,83829000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000218,CashReceipt,2023-09-11,2023-09-11,INV-0026,FUND-ABF-X-OFF,COMM-0032,CCN-00063,83829000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000219,InvestmentInMasterFund,2023-09-12,2023-09-12,FUND-ABF-X-OFF,FUND-ABF-X-MAIN,COMM-0032,CCN-00063,83829000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-X,USD,Posted
TXN-000220,CapitalFromFeeder,2023-09-12,2023-09-12,FUND-ABF-X-OFF,FUND-ABF-X-MAIN,COMM-0032,CCN-00063,83829000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-X,USD,Posted
TXN-000221,CapitalCallReceivable,2024-03-26,2024-04-09,INV-0026,FUND-ABF-X-OFF,COMM-0032,CCN-00064,69857500.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000222,CashReceipt,2024-04-09,2024-04-09,INV-0026,FUND-ABF-X-OFF,COMM-0032,CCN-00064,69857500.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000223,InvestmentInMasterFund,2024-04-10,2024-04-10,FUND-ABF-X-OFF,FUND-ABF-X-MAIN,COMM-0032,CCN-00064,69857500.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-ABF-X,USD,Posted
TXN-000224,CapitalFromFeeder,2024-04-10,2024-04-10,FUND-ABF-X-OFF,FUND-ABF-X-MAIN,COMM-0032,CCN-00064,69857500.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-ABF-X,USD,Posted
TXN-000225,CapitalCallReceivable,2019-08-18,2019-09-03,INV-0025,FUND-AGE-I-DOM,COMM-0033,CCN-00065,92904000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-I,USD,Posted
TXN-000226,CashReceipt,2019-09-03,2019-09-03,INV-0025,FUND-AGE-I-DOM,COMM-0033,CCN-00065,92904000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-I,USD,Posted
TXN-000227,InvestmentInMasterFund,2019-09-04,2019-09-04,FUND-AGE-I-DOM,FUND-AGE-I-MAIN,COMM-0033,CCN-00065,92904000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-I,USD,Posted
TXN-000228,CapitalFromFeeder,2019-09-04,2019-09-04,FUND-AGE-I-DOM,FUND-AGE-I-MAIN,COMM-0033,CCN-00065,92904000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-I,USD,Posted
TXN-000229,CapitalCallReceivable,2020-05-18,2020-06-03,INV-0025,FUND-AGE-I-DOM,COMM-0033,CCN-00066,77420000.0,Capital Call Receivable,Capital Contributions Payable,FUND-AGE-I,USD,Posted
TXN-000230,CashReceipt,2020-06-03,2020-06-03,INV-0025,FUND-AGE-I-DOM,COMM-0033,CCN-00066,77420000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-AGE-I,USD,Posted
TXN-000231,InvestmentInMasterFund,2020-06-04,2020-06-04,FUND-AGE-I-DOM,FUND-AGE-I-MAIN,COMM-0033,CCN-00066,77420000.0,Investment in Master Fund,Cash & Cash Equivalents,FUND-AGE-I,USD,Posted
TXN-000232,CapitalFromFeeder,2020-06-04,2020-06-04,FUND-AGE-I-DOM,FUND-AGE-I-MAIN,COMM-0033,CCN-00066,77420000.0,Cash & Cash Equivalents,LP Capital Account — Feeder,FUND-AGE-I,USD,Posted
TXN-000233,CapitalCallReceivable,2023-08-26,2023-09-11,INV-0001,FUND-ABF-X-MAIN,COMM-0034,CCN-00067,44106000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000234,CashReceipt,2023-09-11,2023-09-11,INV-0001,FUND-ABF-X-MAIN,COMM-0034,CCN-00067,44106000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000235,CapitalCallReceivable,2024-03-26,2024-04-11,INV-0001,FUND-ABF-X-MAIN,COMM-0034,CCN-00068,36755000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ABF-X,USD,Posted
TXN-000236,CashReceipt,2024-04-11,2024-04-11,INV-0001,FUND-ABF-X-MAIN,COMM-0034,CCN-00068,36755000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ABF-X,USD,Posted
TXN-000237,CapitalCallReceivable,2020-07-02,2020-07-20,INV-0029,FUND-ARA-III-OFF,COMM-0035,CCN-00069,101832000.0,Capital Call Receivable,Capital Contributions Payable,FUND-ARA-III,USD,Posted
TXN-000238,CashReceipt,2020-07-20,2020-07-20,INV-0029,FUND-ARA-III-OFF,COMM-0035,CCN-00069,101832000.0,Cash & Cash Equivalents,Capital Call Receivable,FUND-ARA-III,USD,Posted
