wire_id,wire_date,wire_leg,sender_id,sender_name,platform,receiver_entity_id,receiver_bank_account,amount_usd,currency,notice_id,capital_call_id,status,processed_by,match_status
WIRE-000119,2023-08-24,LP → Feeder,INV-0016,AP4 Sweden,AP4 Sweden,FUND-AIP-III-DOM,CITI-200300400,126126000.0,USD,CCN-00119,FUND-AIP-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000120,2023-12-08,LP → Feeder,INV-0016,AP4 Sweden,AP4 Sweden,FUND-AIP-III-DOM,JPMC-100200300,105105000.0,USD,CCN-00120,FUND-AIP-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000121,2023-08-24,LP → Feeder,INV-0009,Harvard Management Company,Harvard Management Company,FUND-ACO-V-OFF,JPMC-100200300,100914000.0,USD,CCN-00121,FUND-ACO-V-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000122,2024-02-08,LP → Feeder,INV-0009,Harvard Management Company,Harvard Management Company,FUND-ACO-V-OFF,CITI-200300400,84095000.0,USD,CCN-00122,FUND-ACO-V-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000123,2020-07-21,LP → Master Fund,INV-0017,CDPQ,CDPQ,FUND-ARA-III-MAIN,GS-400500600,26418000.0,USD,CCN-00123,FUND-ARA-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000124,2020-11-24,LP → Master Fund,INV-0017,CDPQ,CDPQ,FUND-ARA-III-MAIN,HSBC-600700800,22015000.0,USD,CCN-00124,FUND-ARA-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000125,2020-07-17,LP → Feeder,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-ARA-III-DOM,BOFA-300400500,87435000.0,USD,CCN-00125,FUND-ARA-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000126,2020-11-23,LP → Feeder,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-ARA-III-DOM,CITI-200300400,72862500.0,USD,CCN-00126,FUND-ARA-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000127,2023-08-23,LP → Feeder,INV-0013,Church Commissioners England,Church Commissioners England,FUND-AIP-III-OFF,BOFA-300400500,89427000.0,USD,CCN-00127,FUND-AIP-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000128,2023-12-11,LP → Feeder,INV-0013,Church Commissioners England,Church Commissioners England,FUND-AIP-III-OFF,JPMC-100200300,74522500.0,USD,CCN-00128,FUND-AIP-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000130,2021-12-10,LP → Feeder,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-ABF-IX-DOM,WF-500600700,99782500.0,USD,CCN-00130,FUND-ABF-IX-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000131,2021-08-24,LP → Master Fund,INV-0035,Raymond James & Associates — Agg Acc,Raymond James & Associates,FUND-ABF-IX-MAIN,HSBC-600700800,99735000.0,USD,CCN-00131,FUND-ABF-IX-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000132,2021-12-14,LP → Master Fund,INV-0035,Raymond James & Associates — Agg Acc,Raymond James & Associates,FUND-ABF-IX-MAIN,JPMC-100200300,83112500.0,USD,CCN-00132,FUND-ABF-IX-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000133,2022-08-01,LP → Feeder,INV-0027,Pritzker Family Office,Pritzker Family Office,FUND-ARA-IV-DOM,BOFA-300400500,17172000.0,USD,CCN-00133,FUND-ARA-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000134,2023-05-01,LP → Feeder,INV-0027,Pritzker Family Office,Pritzker Family Office,FUND-ARA-IV-DOM,WF-500600700,14310000.0,USD,CCN-00134,FUND-ARA-IV-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000136,2024-04-10,LP → Feeder,INV-0010,Stanford Management Company,Stanford Management Company,FUND-ABF-X-DOM,JPMC-100200300,23047500.0,USD,CCN-00136,FUND-ABF-X-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000137,2021-09-02,LP → Feeder,INV-0035,Raymond James & Associates — Agg Acc,Raymond James & Associates,FUND-ACO-IV-OFF,GS-400500600,70533000.0,USD,CCN-00137,FUND-ACO-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000138,2022-03-04,LP → Feeder,INV-0035,Raymond James & Associates — Agg Acc,Raymond James & Associates,FUND-ACO-IV-OFF,BOFA-300400500,58777500.0,USD,CCN-00138,FUND-ACO-IV-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000139,2021-09-06,LP → Feeder,INV-0016,AP4 Sweden,AP4 Sweden,FUND-AIP-II-DOM,CITI-200300400,42921000.0,USD,CCN-00139,FUND-AIP-II-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000140,2022-05-18,LP → Feeder,INV-0016,AP4 Sweden,AP4 Sweden,FUND-AIP-II-DOM,HSBC-600700800,35767500.0,USD,CCN-00140,FUND-AIP-II-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000141,2022-08-03,LP → Master Fund,INV-0037,Schwab Alternative Investments — Agg Acc,Schwab Alternative Investments,FUND-ARA-IV-MAIN,GS-400500600,51456000.0,USD,CCN-00141,FUND-ARA-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000142,2023-05-01,LP → Master Fund,INV-0037,Schwab Alternative Investments — Agg Acc,Schwab Alternative Investments,FUND-ARA-IV-MAIN,BOFA-300400500,42880000.0,USD,CCN-00142,FUND-ARA-IV-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000143,2022-08-03,LP → Feeder,INV-0032,Morgan Stanley Wealth Management — Agg Acc,Morgan Stanley Wealth Management,FUND-ARA-IV-OFF,JPMC-100200300,54192000.0,USD,CCN-00143,FUND-ARA-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000144,2023-05-01,LP → Feeder,INV-0032,Morgan Stanley Wealth Management — Agg Acc,Morgan Stanley Wealth Management,FUND-ARA-IV-OFF,WF-500600700,45160000.0,USD,CCN-00144,FUND-ARA-IV-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000145,2023-08-23,LP → Feeder,INV-0039,CAIS Group — Agg Acc,CAIS Group,FUND-ACO-V-DOM,WF-500600700,84036000.0,USD,CCN-00145,FUND-ACO-V-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000146,2024-02-15,LP → Feeder,INV-0039,CAIS Group — Agg Acc,CAIS Group,FUND-ACO-V-DOM,BOFA-300400500,70030000.0,USD,CCN-00146,FUND-ACO-V-CC2,Late,AMC Capital — Fund Admin,Matched
WIRE-000147,2021-08-20,LP → Feeder,INV-0016,AP4 Sweden,AP4 Sweden,FUND-ABF-IX-OFF,BOFA-300400500,74055000.0,USD,CCN-00147,FUND-ABF-IX-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000148,2021-12-13,LP → Feeder,INV-0016,AP4 Sweden,AP4 Sweden,FUND-ABF-IX-OFF,GS-400500600,61712500.0,USD,CCN-00148,FUND-ABF-IX-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000149,2021-09-08,LP → Feeder,INV-0032,Morgan Stanley Wealth Management — Agg Acc,Morgan Stanley Wealth Management,FUND-AIP-II-OFF,WF-500600700,119250000.0,USD,CCN-00149,FUND-AIP-II-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000150,2022-05-13,LP → Feeder,INV-0032,Morgan Stanley Wealth Management — Agg Acc,Morgan Stanley Wealth Management,FUND-AIP-II-OFF,JPMC-100200300,99375000.0,USD,CCN-00150,FUND-AIP-II-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000151,2019-09-13,LP → Feeder,INV-0026,Rockefeller Family Office,Rockefeller Family Office,FUND-AGE-I-OFF,GS-400500600,46971000.0,USD,CCN-00151,FUND-AGE-I-CC1,Late,AMC Capital — Fund Admin,Matched
WIRE-000152,2020-06-04,LP → Feeder,INV-0026,Rockefeller Family Office,Rockefeller Family Office,FUND-AGE-I-OFF,WF-500600700,39142500.0,USD,CCN-00152,FUND-AGE-I-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000153,2021-09-03,LP → Feeder,INV-0036,Fidelity Institutional — Agg Acc,Fidelity Institutional,FUND-ACO-IV-DOM,GS-400500600,64686000.0,USD,CCN-00153,FUND-ACO-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000155,2022-09-07,LP → Feeder,INV-0030,Bloomberg Family Office,Bloomberg Family Office,FUND-AGE-II-DOM,WF-500600700,47034000.0,USD,CCN-00155,FUND-AGE-II-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000156,2023-02-24,LP → Feeder,INV-0030,Bloomberg Family Office,Bloomberg Family Office,FUND-AGE-II-DOM,JPMC-100200300,39195000.0,USD,CCN-00156,FUND-AGE-II-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000157,2022-09-05,LP → Feeder,INV-0013,Church Commissioners England,Church Commissioners England,FUND-AGE-II-OFF,WF-500600700,19254000.0,USD,CCN-00157,FUND-AGE-II-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000158,2023-02-28,LP → Feeder,INV-0013,Church Commissioners England,Church Commissioners England,FUND-AGE-II-OFF,GS-400500600,16045000.0,USD,CCN-00158,FUND-AGE-II-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000159,2023-09-08,LP → Feeder,INV-0014,Future Fund Australia,Future Fund Australia,FUND-ABF-X-OFF,CITI-200300400,42561000.0,USD,CCN-00159,FUND-ABF-X-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000160,2024-04-11,LP → Feeder,INV-0014,Future Fund Australia,Future Fund Australia,FUND-ABF-X-OFF,WF-500600700,35467500.0,USD,CCN-00160,FUND-ABF-X-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000161,2019-09-02,LP → Feeder,INV-0013,Church Commissioners England,Church Commissioners England,FUND-AGE-I-DOM,HSBC-600700800,35280000.0,USD,CCN-00161,FUND-AGE-I-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000162,2020-06-02,LP → Feeder,INV-0013,Church Commissioners England,Church Commissioners England,FUND-AGE-I-DOM,JPMC-100200300,29400000.0,USD,CCN-00162,FUND-AGE-I-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000163,2023-09-08,LP → Master Fund,INV-0035,Raymond James & Associates — Agg Acc,Raymond James & Associates,FUND-ABF-X-MAIN,CITI-200300400,42234000.0,USD,CCN-00163,FUND-ABF-X-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000165,2020-07-21,LP → Feeder,INV-0009,Harvard Management Company,Harvard Management Company,FUND-ARA-III-OFF,GS-400500600,16734000.0,USD,CCN-00165,FUND-ARA-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000166,2020-12-10,LP → Feeder,INV-0009,Harvard Management Company,Harvard Management Company,FUND-ARA-III-OFF,HSBC-600700800,13945000.0,USD,CCN-00166,FUND-ARA-III-CC2,Late,AMC Capital — Fund Admin,Matched
WIRE-000167,2023-08-23,LP → Feeder,INV-0031,Merrill Lynch Wealth Management — Agg Acc,Merrill Lynch Wealth Management,FUND-AIP-III-DOM,WF-500600700,52095000.0,USD,CCN-00167,FUND-AIP-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000168,2023-12-13,LP → Feeder,INV-0031,Merrill Lynch Wealth Management — Agg Acc,Merrill Lynch Wealth Management,FUND-AIP-III-DOM,CITI-200300400,43412500.0,USD,CCN-00168,FUND-AIP-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000169,2023-08-22,LP → Feeder,INV-0008,CPP Investments,CPP Investments,FUND-ACO-V-OFF,BOFA-300400500,61005000.0,USD,CCN-00169,FUND-ACO-V-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000170,2024-02-08,LP → Feeder,INV-0008,CPP Investments,CPP Investments,FUND-ACO-V-OFF,BOFA-300400500,50837500.0,USD,CCN-00170,FUND-ACO-V-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000171,2020-07-20,LP → Master Fund,INV-0010,Stanford Management Company,Stanford Management Company,FUND-ARA-III-MAIN,JPMC-100200300,14148000.0,USD,CCN-00171,FUND-ARA-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000172,2020-11-20,LP → Master Fund,INV-0010,Stanford Management Company,Stanford Management Company,FUND-ARA-III-MAIN,JPMC-100200300,11790000.0,USD,CCN-00172,FUND-ARA-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000173,2020-07-16,LP → Feeder,INV-0027,Pritzker Family Office,Pritzker Family Office,FUND-ARA-III-DOM,WF-500600700,116691000.0,USD,CCN-00173,FUND-ARA-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000174,2020-12-10,LP → Feeder,INV-0027,Pritzker Family Office,Pritzker Family Office,FUND-ARA-III-DOM,GS-400500600,97242500.0,USD,CCN-00174,FUND-ARA-III-CC2,Late,AMC Capital — Fund Admin,Matched
WIRE-000175,2023-08-22,LP → Feeder,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-AIP-III-OFF,BOFA-300400500,46848000.0,USD,CCN-00175,FUND-AIP-III-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000176,2023-12-12,LP → Feeder,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-AIP-III-OFF,JPMC-100200300,39040000.0,USD,CCN-00176,FUND-AIP-III-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000177,2021-08-23,LP → Feeder,INV-0007,Abu Dhabi Investment Authority,Abu Dhabi Investment Authority,FUND-ABF-IX-DOM,JPMC-100200300,94389000.0,USD,CCN-00177,FUND-ABF-IX-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000178,2021-12-15,LP → Feeder,INV-0007,Abu Dhabi Investment Authority,Abu Dhabi Investment Authority,FUND-ABF-IX-DOM,JPMC-100200300,78657500.0,USD,CCN-00178,FUND-ABF-IX-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000179,2021-08-23,LP → Master Fund,INV-0016,AP4 Sweden,AP4 Sweden,FUND-ABF-IX-MAIN,WF-500600700,83472000.0,USD,CCN-00179,FUND-ABF-IX-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000180,2021-12-14,LP → Master Fund,INV-0016,AP4 Sweden,AP4 Sweden,FUND-ABF-IX-MAIN,BOFA-300400500,69560000.0,USD,CCN-00180,FUND-ABF-IX-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000181,2022-07-29,LP → Feeder,INV-0029,Soros Family Office,Soros Family Office,FUND-ARA-IV-DOM,BOFA-300400500,44751000.0,USD,CCN-00181,FUND-ARA-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000182,2023-05-01,LP → Feeder,INV-0029,Soros Family Office,Soros Family Office,FUND-ARA-IV-DOM,HSBC-600700800,37292500.0,USD,CCN-00182,FUND-ARA-IV-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000183,2023-09-12,LP → Feeder,INV-0019,Washington State Investment Board,Washington State Investment Board,FUND-ABF-X-DOM,WF-500600700,12069000.0,USD,CCN-00183,FUND-ABF-X-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000184,2024-04-10,LP → Feeder,INV-0019,Washington State Investment Board,Washington State Investment Board,FUND-ABF-X-DOM,BOFA-300400500,10057500.0,USD,CCN-00184,FUND-ABF-X-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000185,2021-09-02,LP → Feeder,INV-0038,iCapital Network — Agg Acc,iCapital Network,FUND-ACO-IV-OFF,WF-500600700,64632000.0,USD,CCN-00185,FUND-ACO-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000187,2021-09-06,LP → Feeder,INV-0010,Stanford Management Company,Stanford Management Company,FUND-AIP-II-DOM,GS-400500600,124254000.0,USD,CCN-00187,FUND-AIP-II-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000188,2022-05-17,LP → Feeder,INV-0010,Stanford Management Company,Stanford Management Company,FUND-AIP-II-DOM,BOFA-300400500,103545000.0,USD,CCN-00188,FUND-AIP-II-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000189,2022-07-29,LP → Master Fund,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-ARA-IV-MAIN,HSBC-600700800,66714000.0,USD,CCN-00189,FUND-ARA-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000190,2023-05-03,LP → Master Fund,INV-0020,Virginia Retirement System,Virginia Retirement System,FUND-ARA-IV-MAIN,HSBC-600700800,55595000.0,USD,CCN-00190,FUND-ARA-IV-CC2,Paid,AMC Capital — Fund Admin,Matched
WIRE-000191,2022-08-01,LP → Feeder,INV-0026,Rockefeller Family Office,Rockefeller Family Office,FUND-ARA-IV-OFF,BOFA-300400500,75819000.0,USD,CCN-00191,FUND-ARA-IV-CC1,Paid,AMC Capital — Fund Admin,Matched
WIRE-000192,2023-05-17,LP → Feeder,INV-0026,Rockefeller Family Office,Rockefeller Family Office,FUND-ARA-IV-OFF,BOFA-300400500,63182500.0,USD,CCN-00192,FUND-ARA-IV-CC2,Late,AMC Capital — Fund Admin,Matched
SWEEP-0182,2023-08-23,Feeder → Master Fund,FUND-ACO-V-DOM,AMC Credit Opps V — Domestic Feeder,,FUND-ACO-V-MAIN,JPMC-999000001,246027000.0,USD,,FUND-ACO-V-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0183,2024-02-07,Feeder → Master Fund,FUND-ACO-V-DOM,AMC Credit Opps V — Domestic Feeder,,FUND-ACO-V-MAIN,JPMC-999000001,205022500.0,USD,,FUND-ACO-V-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0184,2021-12-13,Feeder → Master Fund,FUND-ABF-IX-OFF,AMC Buyout Fund IX — Offshore Feeder,,FUND-ABF-IX-MAIN,JPMC-999000001,241110000.0,USD,,FUND-ABF-IX-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0185,2021-09-07,Feeder → Master Fund,FUND-AIP-II-OFF,AMC Infra Partners II — Offshore Feeder,,FUND-AIP-II-MAIN,JPMC-999000001,193764000.0,USD,,FUND-AIP-II-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0186,2022-05-16,Feeder → Master Fund,FUND-AIP-II-OFF,AMC Infra Partners II — Offshore Feeder,,FUND-AIP-II-MAIN,JPMC-999000001,161470000.0,USD,,FUND-AIP-II-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0187,2019-09-02,Feeder → Master Fund,FUND-AGE-I-OFF,AMC Growth Equity I — Offshore Feeder,,FUND-AGE-I-MAIN,CITI-999000002,273150000.0,USD,,FUND-AGE-I-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0188,2020-06-02,Feeder → Master Fund,FUND-AGE-I-OFF,AMC Growth Equity I — Offshore Feeder,,FUND-AGE-I-MAIN,JPMC-999000001,227625000.0,USD,,FUND-AGE-I-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0189,2021-09-01,Feeder → Master Fund,FUND-ACO-IV-DOM,AMC Credit Opps IV — Domestic Feeder,,FUND-ACO-IV-MAIN,BOFA-999000003,154797000.0,USD,,FUND-ACO-IV-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0190,2022-03-07,Feeder → Master Fund,FUND-ACO-IV-DOM,AMC Credit Opps IV — Domestic Feeder,,FUND-ACO-IV-MAIN,BOFA-999000003,75092500.0,USD,,FUND-ACO-IV-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0191,2022-09-06,Feeder → Master Fund,FUND-AGE-II-DOM,AMC Growth Equity II — Domestic Feeder,,FUND-AGE-II-MAIN,BOFA-999000003,375945000.0,USD,,FUND-AGE-II-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0192,2023-02-27,Feeder → Master Fund,FUND-AGE-II-DOM,AMC Growth Equity II — Domestic Feeder,,FUND-AGE-II-MAIN,BOFA-999000003,198245000.0,USD,,FUND-AGE-II-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0193,2022-09-06,Feeder → Master Fund,FUND-AGE-II-OFF,AMC Growth Equity II — Offshore Feeder,,FUND-AGE-II-MAIN,JPMC-999000001,122406000.0,USD,,FUND-AGE-II-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0194,2023-02-27,Feeder → Master Fund,FUND-AGE-II-OFF,AMC Growth Equity II — Offshore Feeder,,FUND-AGE-II-MAIN,BOFA-999000003,102005000.0,USD,,FUND-AGE-II-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0195,2023-09-11,Feeder → Master Fund,FUND-ABF-X-OFF,AMC Buyout Fund X — Offshore Feeder,,FUND-ABF-X-MAIN,CITI-999000002,298596000.0,USD,,FUND-ABF-X-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0196,2024-04-10,Feeder → Master Fund,FUND-ABF-X-OFF,AMC Buyout Fund X — Offshore Feeder,,FUND-ABF-X-MAIN,BOFA-999000003,248830000.0,USD,,FUND-ABF-X-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0197,2019-09-02,Feeder → Master Fund,FUND-AGE-I-DOM,AMC Growth Equity I — Domestic Feeder,,FUND-AGE-I-MAIN,JPMC-999000001,335061000.0,USD,,FUND-AGE-I-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0198,2020-06-02,Feeder → Master Fund,FUND-AGE-I-DOM,AMC Growth Equity I — Domestic Feeder,,FUND-AGE-I-MAIN,BOFA-999000003,279217500.0,USD,,FUND-AGE-I-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0199,2023-09-11,Feeder → Master Fund,FUND-ABF-X-MAIN,AMC Buyout Fund X — Master Fund,,FUND-ABF-X-MAIN,CITI-999000002,297546000.0,USD,,FUND-ABF-X-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0200,2024-04-10,Feeder → Master Fund,FUND-ABF-X-MAIN,AMC Buyout Fund X — Master Fund,,FUND-ABF-X-MAIN,JPMC-999000001,212760000.0,USD,,FUND-ABF-X-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0201,2020-07-17,Feeder → Master Fund,FUND-ARA-III-OFF,AMC Real Assets III — Offshore Feeder,,FUND-ARA-III-MAIN,JPMC-999000001,347829000.0,USD,,FUND-ARA-III-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0202,2020-11-23,Feeder → Master Fund,FUND-ARA-III-OFF,AMC Real Assets III — Offshore Feeder,,FUND-ARA-III-MAIN,JPMC-999000001,204997500.0,USD,,FUND-ARA-III-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0203,2023-08-22,Feeder → Master Fund,FUND-AIP-III-DOM,AMC Infra Partners III — Domestic Feeder,,FUND-AIP-III-MAIN,BOFA-999000003,329928000.0,USD,,FUND-AIP-III-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0204,2023-12-11,Feeder → Master Fund,FUND-AIP-III-DOM,AMC Infra Partners III — Domestic Feeder,,FUND-AIP-III-MAIN,BOFA-999000003,274940000.0,USD,,FUND-AIP-III-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0205,2023-08-23,Feeder → Master Fund,FUND-ACO-V-OFF,AMC Credit Opps V — Offshore Feeder,,FUND-ACO-V-MAIN,JPMC-999000001,332721000.0,USD,,FUND-ACO-V-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0206,2024-02-07,Feeder → Master Fund,FUND-ACO-V-OFF,AMC Credit Opps V — Offshore Feeder,,FUND-ACO-V-MAIN,BOFA-999000003,277267500.0,USD,,FUND-ACO-V-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0207,2020-07-17,Feeder → Master Fund,FUND-ARA-III-MAIN,AMC Real Assets III — Master Fund,,FUND-ARA-III-MAIN,CITI-999000002,196227000.0,USD,,FUND-ARA-III-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0208,2020-11-23,Feeder → Master Fund,FUND-ARA-III-MAIN,AMC Real Assets III — Master Fund,,FUND-ARA-III-MAIN,JPMC-999000001,163522500.0,USD,,FUND-ARA-III-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0209,2020-07-17,Feeder → Master Fund,FUND-ARA-III-DOM,AMC Real Assets III — Domestic Feeder,,FUND-ARA-III-MAIN,CITI-999000002,423873000.0,USD,,FUND-ARA-III-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0210,2020-11-23,Feeder → Master Fund,FUND-ARA-III-DOM,AMC Real Assets III — Domestic Feeder,,FUND-ARA-III-MAIN,CITI-999000002,353227500.0,USD,,FUND-ARA-III-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0211,2023-08-22,Feeder → Master Fund,FUND-AIP-III-OFF,AMC Infra Partners III — Offshore Feeder,,FUND-AIP-III-MAIN,BOFA-999000003,247875000.0,USD,,FUND-AIP-III-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0212,2021-08-23,Feeder → Master Fund,FUND-ABF-IX-MAIN,AMC Buyout Fund IX — Master Fund,,FUND-ABF-IX-MAIN,BOFA-999000003,376602000.0,USD,,FUND-ABF-IX-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0213,2021-12-13,Feeder → Master Fund,FUND-ABF-IX-MAIN,AMC Buyout Fund IX — Master Fund,,FUND-ABF-IX-MAIN,JPMC-999000001,313835000.0,USD,,FUND-ABF-IX-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0214,2022-08-01,Feeder → Master Fund,FUND-ARA-IV-DOM,AMC Real Assets IV — Domestic Feeder,,FUND-ARA-IV-MAIN,CITI-999000002,258525000.0,USD,,FUND-ARA-IV-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0215,2023-05-02,Feeder → Master Fund,FUND-ARA-IV-DOM,AMC Real Assets IV — Domestic Feeder,,FUND-ARA-IV-MAIN,BOFA-999000003,215437500.0,USD,,FUND-ARA-IV-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0216,2023-09-11,Feeder → Master Fund,FUND-ABF-X-DOM,AMC Buyout Fund X — Domestic Feeder,,FUND-ABF-X-MAIN,CITI-999000002,253896000.0,USD,,FUND-ABF-X-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0217,2024-04-10,Feeder → Master Fund,FUND-ABF-X-DOM,AMC Buyout Fund X — Domestic Feeder,,FUND-ABF-X-MAIN,BOFA-999000003,234627500.0,USD,,FUND-ABF-X-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0218,2021-09-01,Feeder → Master Fund,FUND-ACO-IV-OFF,AMC Credit Opps IV — Offshore Feeder,,FUND-ACO-IV-MAIN,CITI-999000002,368073000.0,USD,,FUND-ACO-IV-CC1,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0219,2022-03-07,Feeder → Master Fund,FUND-ACO-IV-OFF,AMC Credit Opps IV — Offshore Feeder,,FUND-ACO-IV-MAIN,JPMC-999000001,252867500.0,USD,,FUND-ACO-IV-CC2,Settled,AMC Capital — Fund Admin,Matched
SWEEP-0220,2021-09-07,Feeder → Master Fund,FUND-AIP-II-DOM,AMC Infra Partners II — Domestic Feeder,,FUND-AIP-II-MAIN,BOFA-999000003,292305000.0,USD,,FUND-AIP-II-CC1,Settled,AMC Capital — Fund Admin,Matched
