office_id,broker_id,firm_id,office_name,office_type,address_street,address_city,address_state,address_zip,phone,manager_name,active
42087,CETA,0000CET001,200 N Pacific Coast Hwy — Memphis Complex,Branch,2069 Park Ave,Memphis,TN,40932,997-860-7001,Barbara Jackson,Y
42096,CNTS,0000CNT001,29 Sawyer Rd — Hartford Branch,Private Wealth Center,2514 Corporate Dr,Hartford,CT,68972,579-580-8273,Michael Robinson,Y
42302,MS,0000MOR001,1585 Broadway — Dallas Private Wealth Center,Satellite,6522 Elm St,Dallas,TX,95139,485-455-2858,James Garcia,Y
42441,ICAP,0000ICA001,60 E 42nd St — San Jose Private Wealth Center,Complex,9203 Park Ave,San Jose,CA,44311,993-466-8311,Robert Lewis,Y
42541,MS,0000MOR001,1585 Broadway — Portland Complex,Regional HQ,2010 Market St,Portland,OR,19706,662-376-8292,Michael Anderson,Y
42953,MER,0000MER001,One Bryant Park — St Louis Branch,Private Wealth Center,8883 Oak Ave,St Louis,MO,49315,361-928-3852,Barbara Thompson,Y
43065,FIDO,0000FID001,900 Salem St — Charlotte Branch,Regional HQ,2276 Broadway,Charlotte,NC,74752,226-569-7044,Thomas Young,Y
43438,FIDO,0000FID001,900 Salem St — Dallas Private Wealth Center,Branch,1078 Oak Ave,Dallas,TX,62187,934-936-8842,Charles White,Y
43640,LPL,0000LPL001,4707 Executive Dr — Cleveland Private Wealth Center,Branch,2054 Elm St,Cleveland,OH,94192,275-660-8632,Charles Thomas,Y
43728,SII,0000SII001,501 N Broadway — Dallas Private Wealth Center,Private Wealth Center,2982 Market St,Dallas,TX,66704,714-256-3034,Charles Jones,Y
44524,FIDO,0000FID001,900 Salem St — Las Vegas Regional HQ,Regional HQ,5287 Center St,Las Vegas,NV,39552,554-731-5653,Michael Wilson,Y
44664,CETA,0000CET001,200 N Pacific Coast Hwy — Denver Private Wealth Center,Satellite,2051 Corporate Dr,Denver,CO,49691,829-746-2530,Charles Garcia,Y
44782,LPL,0000LPL001,4707 Executive Dr — Jacksonville Private Wealth Center,Regional HQ,2805 Corporate Dr,Jacksonville,FL,91851,937-819-6531,Christopher Johnson,Y
44934,FIDO,0000FID001,900 Salem St — Los Angeles Branch,Branch,9450 Oak Ave,Los Angeles,CA,95344,415-985-7825,Nancy Smith,Y
45058,CAIS,0000CAI001,527 Madison Ave — San Jose Private Wealth Center,Satellite,4950 Commerce Dr,San Jose,CA,42096,901-615-5873,Thomas Williams,Y
45755,CAIS,0000CAI001,527 Madison Ave — Houston Regional HQ,Complex,6810 Commerce Dr,Houston,TX,70875,408-548-3353,Richard Anderson,Y
45761,CETA,0000CET001,200 N Pacific Coast Hwy — St Louis Complex,Regional HQ,6071 Financial Blvd,St Louis,MO,83616,308-526-4960,Thomas Brown,Y
45804,ICAP,0000ICA001,60 E 42nd St — Minneapolis Complex,Regional HQ,2309 Park Ave,Minneapolis,MN,16632,497-593-7850,Jennifer Garcia,Y
45976,NPC,0000NPC001,3200 E Camelback Rd — Tampa Private Wealth Center,Satellite,3111 Market St,Tampa,FL,75308,727-678-9171,Mary Martin,Y
46046,CNTS,0000CNT001,29 Sawyer Rd — Los Angeles Branch,Complex,8282 Commerce Dr,Los Angeles,CA,41552,420-797-6781,Sarah Johnson,Y
46421,RJ,0000RAJ001,RJ — Portland Complex,Private Wealth Center,7711 Oak Ave,Portland,OR,80345,208-310-8060,David Wilson,Y
46559,ICAP,0000ICA001,60 E 42nd St — Baltimore Complex,Satellite,742 Maple Dr,Baltimore,MD,16705,783-775-4189,Barbara Young,Y
46569,FIDO,0000FID001,900 Salem St — Portland Branch,Complex,8262 Commerce Dr,Portland,OR,82070,486-838-2946,David Brown,Y
46670,RJ,0000RAJ001,RJ — Cincinnati Satellite,Satellite,9140 Elm St,Cincinnati,OH,28909,403-816-9341,Joseph Thompson,Y
46677,CAIS,0000CAI001,527 Madison Ave — Chicago Branch,Branch,2246 Center St,Chicago,IL,53652,685-731-8487,David Lewis,Y
47056,ICAP,0000ICA001,60 E 42nd St — Sacramento Regional HQ,Satellite,5219 Market St,Sacramento,CA,61505,831-957-5902,Christopher Anderson,Y
47196,CETA,0000CET001,200 N Pacific Coast Hwy — Sacramento Private Wealth Center,Private Wealth Center,8026 Center St,Sacramento,CA,83783,506-686-1272,Barbara Anderson,Y
47230,CNTS,0000CNT001,29 Sawyer Rd — San Diego Complex,Private Wealth Center,5041 Center St,San Diego,CA,92478,227-811-8775,William Robinson,Y
47498,MS,0000MOR001,1585 Broadway — Hartford Regional HQ,Branch,9561 Commerce Dr,Hartford,CT,32349,736-844-7229,David Davis,Y
47501,SII,0000SII001,501 N Broadway — Chicago Private Wealth Center,Branch,3126 Main St,Chicago,IL,67807,521-628-3481,Susan Miller,Y
48745,FIDO,0000FID001,900 Salem St — Cleveland Private Wealth Center,Private Wealth Center,7727 Center St,Cleveland,OH,18163,922-341-9498,Robert Young,Y
48800,MER,0000MER001,One Bryant Park — Tampa Complex,Private Wealth Center,6174 Elm St,Tampa,FL,32699,670-745-6608,Karen Thomas,Y
48974,NPC,0000NPC001,3200 E Camelback Rd — Miami Private Wealth Center,Complex,3151 Broadway,Miami,FL,46569,771-505-4684,Mary Taylor,Y
49021,ICAP,0000ICA001,60 E 42nd St — Nashville Complex,Satellite,7862 Elm St,Nashville,TN,83464,938-480-5715,Patricia Robinson,Y
49085,SCHW,0000SCH001,211 Main St — Raleigh Complex,Complex,5655 Market St,Raleigh,NC,48070,243-494-2294,Barbara Harris,Y
49171,CETA,0000CET001,200 N Pacific Coast Hwy — Miami Complex,Regional HQ,3311 Financial Blvd,Miami,FL,45537,775-912-5450,David Brown,Y
49363,SCHW,0000SCH001,211 Main St — Louisville Private Wealth Center,Regional HQ,3973 Main St,Louisville,KY,97796,743-431-4814,Sarah Brown,Y
49535,MER,0000MER001,One Bryant Park — Cleveland Satellite,Complex,1648 Corporate Dr,Cleveland,OH,28018,205-763-3587,Susan Martin,Y
49576,RJ,0000RAJ001,RJ — Indianapolis Regional HQ,Satellite,5263 Oak Ave,Indianapolis,IN,94659,260-987-2465,Christopher Davis,Y
49602,CNTS,0000CNT001,29 Sawyer Rd — Raleigh Branch,Regional HQ,6847 Market St,Raleigh,NC,14763,606-707-4052,Mary Johnson,Y
49739,VSR,0000VSR001,701 S Boston Ave — New York Satellite,Private Wealth Center,9876 Park Ave,New York,NY,53914,491-665-9901,Charles Martin,Y
50135,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Dallas Private Wealth Center,Complex,4471 Broadway,Dallas,TX,24764,538-366-8518,William Garcia,Y
50213,CETA,0000CET001,200 N Pacific Coast Hwy — New York Satellite,Satellite,9303 Corporate Dr,New York,NY,35318,379-825-7643,Susan Thompson,Y
50306,FIDO,0000FID001,900 Salem St — Tampa Branch,Complex,1563 Market St,Tampa,FL,28430,688-531-5064,James Wilson,Y
50416,UBS,0000UBS001,1285 Avenue of the Americas — Pittsburgh Regional HQ,Complex,4375 Elm St,Pittsburgh,PA,49576,796-940-1187,William Thomas,Y
50539,CNTS,0000CNT001,29 Sawyer Rd — Atlanta Branch,Branch,7626 Oak Ave,Atlanta,GA,30934,615-902-9233,Mary Brown,Y
50642,RJ,0000RAJ001,RJ — Portland Satellite,Private Wealth Center,3619 Broadway,Portland,OR,27507,689-356-8454,Nancy Thomas,Y
50756,ICAP,0000ICA001,60 E 42nd St — Cleveland Private Wealth Center,Complex,8807 Corporate Dr,Cleveland,OH,38627,980-453-2341,Charles Harris,Y
50906,LPL,0000LPL001,4707 Executive Dr — Salt Lake City Satellite,Branch,9244 Park Ave,Salt Lake City,UT,18094,760-717-4312,Christopher Young,Y
51049,VSR,0000VSR001,701 S Boston Ave — Boston Regional HQ,Satellite,8526 Commerce Dr,Boston,MA,25235,896-410-9008,Michael Thompson,Y
51079,MS,0000MOR001,1585 Broadway — Columbus Branch,Complex,2162 Financial Blvd,Columbus,OH,64450,667-777-1945,Karen Harris,Y
51426,ICAP,0000ICA001,60 E 42nd St — Las Vegas Branch,Complex,4170 Main St,Las Vegas,NV,38560,792-274-1742,Susan Thomas,Y
51555,RJ,0000RAJ001,RJ — Phoenix Private Wealth Center,Branch,1131 Commerce Dr,Phoenix,AZ,14159,493-618-3948,David White,Y
51688,RJ,0000RAJ001,RJ — Baltimore Complex,Complex,6185 Maple Dr,Baltimore,MD,20518,899-877-9835,David Thomas,Y
51973,RJ,0000RAJ001,RJ — San Diego Regional HQ,Private Wealth Center,6440 Financial Blvd,San Diego,CA,26691,945-428-1056,James Taylor,Y
52056,SII,0000SII001,501 N Broadway — Detroit Private Wealth Center,Complex,8716 Maple Dr,Detroit,MI,40102,453-671-6671,David Wilson,Y
52096,CETA,0000CET001,200 N Pacific Coast Hwy — Denver Branch,Branch,6869 Executive Pkwy,Denver,CO,12050,446-411-2102,Patricia Lewis,Y
52153,CAIS,0000CAI001,527 Madison Ave — Chicago Complex,Private Wealth Center,798 Broadway,Chicago,IL,15798,611-649-4839,Karen Miller,Y
52247,CAIS,0000CAI001,527 Madison Ave — Houston Regional HQ,Private Wealth Center,4740 Broadway,Houston,TX,85511,526-791-6253,Jennifer Taylor,Y
52415,MER,0000MER001,One Bryant Park — Boston Private Wealth Center,Regional HQ,6776 Oak Ave,Boston,MA,46064,262-770-3869,Susan Young,Y
53064,SII,0000SII001,501 N Broadway — San Jose Branch,Satellite,6245 Financial Blvd,San Jose,CA,51777,913-626-7688,David Taylor,Y
53213,CETA,0000CET001,200 N Pacific Coast Hwy — Pittsburgh Regional HQ,Private Wealth Center,7759 Broadway,Pittsburgh,PA,39536,507-924-3365,Thomas Johnson,Y
53309,MER,0000MER001,One Bryant Park — Richmond Complex,Complex,9131 Financial Blvd,Richmond,VA,27575,597-448-5177,Robert Anderson,Y
53332,LPL,0000LPL001,4707 Executive Dr — Philadelphia Complex,Satellite,1515 Financial Blvd,Philadelphia,PA,34966,252-474-7179,Nancy Lewis,Y
53481,UBS,0000UBS001,1285 Avenue of the Americas — Chicago Branch,Regional HQ,9627 Center St,Chicago,IL,98008,772-422-8854,Robert Anderson,Y
53694,CETA,0000CET001,200 N Pacific Coast Hwy — Las Vegas Branch,Regional HQ,3114 Center St,Las Vegas,NV,25376,964-972-8846,Jennifer Lewis,Y
53914,SII,0000SII001,501 N Broadway — Nashville Complex,Regional HQ,9046 Elm St,Nashville,TN,47101,589-677-9743,Barbara Taylor,Y
54270,UBS,0000UBS001,1285 Avenue of the Americas — Miami Satellite,Private Wealth Center,8148 Commerce Dr,Miami,FL,22924,939-680-6246,Robert Thomas,Y
54295,MS,0000MOR001,1585 Broadway — Tampa Complex,Branch,9217 Broadway,Tampa,FL,29126,216-467-7841,Mary Jones,Y
54396,SII,0000SII001,501 N Broadway — Denver Satellite,Regional HQ,6224 Executive Pkwy,Denver,CO,42208,711-763-6530,William Martin,Y
54541,CNTS,0000CNT001,29 Sawyer Rd — San Jose Complex,Regional HQ,5771 Market St,San Jose,CA,28344,937-759-9000,Lisa Young,Y
54548,UBS,0000UBS001,1285 Avenue of the Americas — Houston Private Wealth Center,Branch,1218 Corporate Dr,Houston,TX,16358,982-206-7756,David Davis,Y
54642,FIDO,0000FID001,900 Salem St — Phoenix Regional HQ,Branch,3584 Financial Blvd,Phoenix,AZ,69770,582-261-8916,Jessica Smith,Y
54791,FIDO,0000FID001,900 Salem St — New York Private Wealth Center,Private Wealth Center,6740 Main St,New York,NY,12192,742-939-5501,Karen Taylor,Y
54922,VSR,0000VSR001,701 S Boston Ave — Los Angeles Private Wealth Center,Complex,2938 Park Ave,Los Angeles,CA,22624,736-352-4948,Robert Lewis,Y
54942,VSR,0000VSR001,701 S Boston Ave — Salt Lake City Satellite,Satellite,4380 Maple Dr,Salt Lake City,UT,20357,582-615-8520,Christopher Davis,Y
54979,SCHW,0000SCH001,211 Main St — Charlotte Satellite,Branch,520 Park Ave,Charlotte,NC,63120,588-586-8798,Sarah Smith,Y
55082,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Austin Branch,Complex,7110 Corporate Dr,Austin,TX,53420,779-297-9653,Sarah Davis,Y
55443,LPL,0000LPL001,4707 Executive Dr — Nashville Private Wealth Center,Complex,4442 Main St,Nashville,TN,19744,900-487-9897,Christopher Johnson,Y
56030,CAIS,0000CAI001,527 Madison Ave — Seattle Satellite,Branch,3395 Executive Pkwy,Seattle,WA,28899,970-929-7525,Michael Taylor,Y
56095,UBS,0000UBS001,1285 Avenue of the Americas — Austin Private Wealth Center,Regional HQ,9285 Maple Dr,Austin,TX,98740,753-539-7288,David Williams,Y
56105,CNTS,0000CNT001,29 Sawyer Rd — Sacramento Satellite,Branch,1601 Maple Dr,Sacramento,CA,40427,277-548-7499,Richard Smith,Y
56112,CAIS,0000CAI001,527 Madison Ave — Minneapolis Complex,Complex,3738 Elm St,Minneapolis,MN,82487,584-642-4043,Christopher Jackson,Y
56504,LPL,0000LPL001,4707 Executive Dr — Philadelphia Private Wealth Center,Satellite,4038 Center St,Philadelphia,PA,19634,284-474-3526,Joseph Jones,Y
56627,SII,0000SII001,501 N Broadway — Pittsburgh Satellite,Satellite,1746 Park Ave,Pittsburgh,PA,10680,515-655-6896,William Brown,Y
56984,RJ,0000RAJ001,RJ — Dallas Branch,Regional HQ,7062 Commerce Dr,Dallas,TX,83005,768-724-7685,Patricia Smith,Y
57059,RJ,0000RAJ001,RJ — Philadelphia Satellite,Private Wealth Center,1525 Executive Pkwy,Philadelphia,PA,88386,532-594-1202,Mary White,Y
57303,MER,0000MER001,One Bryant Park — Pittsburgh Branch,Private Wealth Center,3978 Executive Pkwy,Pittsburgh,PA,78302,373-901-7237,Lisa Jones,Y
57333,MS,0000MOR001,1585 Broadway — Minneapolis Satellite,Satellite,8080 Market St,Minneapolis,MN,18292,371-645-5521,Susan Taylor,Y
57381,CNTS,0000CNT001,29 Sawyer Rd — Indianapolis Branch,Satellite,4124 Broadway,Indianapolis,IN,91924,707-808-4203,Thomas Brown,Y
57428,MER,0000MER001,One Bryant Park — Dallas Satellite,Branch,6484 Elm St,Dallas,TX,91289,589-537-8212,Richard White,Y
57453,VSR,0000VSR001,701 S Boston Ave — Memphis Regional HQ,Satellite,5254 Executive Pkwy,Memphis,TN,36326,690-521-3910,Joseph Anderson,Y
57619,CETA,0000CET001,200 N Pacific Coast Hwy — Portland Complex,Private Wealth Center,3972 Elm St,Portland,OR,59290,487-602-6980,Patricia Robinson,Y
57749,MS,0000MOR001,1585 Broadway — Denver Private Wealth Center,Private Wealth Center,2948 Corporate Dr,Denver,CO,82102,227-944-8563,Robert Harris,Y
57795,NPC,0000NPC001,3200 E Camelback Rd — Portland Branch,Complex,8181 Market St,Portland,OR,93012,510-447-5139,David White,Y
57943,CAIS,0000CAI001,527 Madison Ave — Pittsburgh Branch,Complex,9797 Commerce Dr,Pittsburgh,PA,86315,610-747-9300,Susan Young,Y
57945,RJ,0000RAJ001,RJ — Chicago Satellite,Private Wealth Center,9730 Corporate Dr,Chicago,IL,21138,311-987-5067,Barbara Garcia,Y
58148,ICAP,0000ICA001,60 E 42nd St — Louisville Branch,Private Wealth Center,6548 Elm St,Louisville,KY,66420,308-210-2615,William Davis,Y
58174,CETA,0000CET001,200 N Pacific Coast Hwy — Sacramento Private Wealth Center,Private Wealth Center,9512 Center St,Sacramento,CA,85397,426-656-7129,Joseph Harris,Y
58270,RJ,0000RAJ001,RJ — Jacksonville Private Wealth Center,Regional HQ,5652 Main St,Jacksonville,FL,73277,307-502-7815,Michael Brown,Y
58311,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Boston Satellite,Satellite,5621 Commerce Dr,Boston,MA,37114,733-694-6706,Jessica Brown,Y
58331,CAIS,0000CAI001,527 Madison Ave — Columbus Complex,Satellite,1101 Oak Ave,Columbus,OH,15856,927-317-1370,Richard Brown,Y
58520,SCHW,0000SCH001,211 Main St — Austin Regional HQ,Private Wealth Center,2859 Financial Blvd,Austin,TX,30989,538-773-7985,Thomas Davis,Y
58790,SII,0000SII001,501 N Broadway — Cincinnati Regional HQ,Regional HQ,7081 Maple Dr,Cincinnati,OH,13826,955-828-4232,Thomas Robinson,Y
59060,SCHW,0000SCH001,211 Main St — Kansas City Complex,Branch,3520 Broadway,Kansas City,MO,46483,970-920-2025,Christopher Brown,Y
59081,RJ,0000RAJ001,RJ — Raleigh Regional HQ,Satellite,5341 Broadway,Raleigh,NC,69972,316-468-9019,Charles Anderson,Y
59177,LPL,0000LPL001,4707 Executive Dr — Memphis Complex,Private Wealth Center,6432 Executive Pkwy,Memphis,TN,24972,556-560-8501,Nancy Garcia,Y
59595,FIDO,0000FID001,900 Salem St — Las Vegas Private Wealth Center,Private Wealth Center,1389 Corporate Dr,Las Vegas,NV,27556,520-320-4908,Mary Brown,Y
60134,SCHW,0000SCH001,211 Main St — Seattle Satellite,Regional HQ,8370 Maple Dr,Seattle,WA,64819,810-341-7286,Susan Garcia,Y
60242,NPC,0000NPC001,3200 E Camelback Rd — San Jose Private Wealth Center,Regional HQ,9092 Market St,San Jose,CA,74178,495-343-4065,Richard Harris,Y
60493,FIDO,0000FID001,900 Salem St — Louisville Branch,Satellite,158 Commerce Dr,Louisville,KY,27895,399-593-9281,Jessica White,Y
60779,ICAP,0000ICA001,60 E 42nd St — San Jose Complex,Complex,8007 Market St,San Jose,CA,20835,778-231-4613,Mary Johnson,Y
60916,RJ,0000RAJ001,RJ — Minneapolis Regional HQ,Private Wealth Center,4730 Market St,Minneapolis,MN,69942,779-960-9115,Karen Thompson,Y
61068,RJ,0000RAJ001,RJ — San Diego Private Wealth Center,Branch,4390 Financial Blvd,San Diego,CA,58085,755-974-1681,Thomas Young,Y
61712,CAIS,0000CAI001,527 Madison Ave — Nashville Complex,Branch,4056 Oak Ave,Nashville,TN,14224,660-469-6711,Michael Harris,Y
61990,NPC,0000NPC001,3200 E Camelback Rd — San Diego Regional HQ,Regional HQ,9633 Center St,San Diego,CA,55957,927-824-8015,Lisa Lewis,Y
62163,NPC,0000NPC001,3200 E Camelback Rd — Dallas Regional HQ,Regional HQ,973 Executive Pkwy,Dallas,TX,55982,745-487-9827,Lisa Anderson,Y
62227,FIDO,0000FID001,900 Salem St — Portland Satellite,Private Wealth Center,4381 Financial Blvd,Portland,OR,99037,297-338-7743,Sarah Wilson,Y
62260,NPC,0000NPC001,3200 E Camelback Rd — Dallas Regional HQ,Regional HQ,2397 Center St,Dallas,TX,52217,453-979-7434,Jessica Jones,Y
62383,SCHW,0000SCH001,211 Main St — Hartford Satellite,Complex,6147 Commerce Dr,Hartford,CT,19898,848-987-2525,Joseph Thompson,Y
62757,NPC,0000NPC001,3200 E Camelback Rd — Minneapolis Satellite,Complex,7997 Elm St,Minneapolis,MN,86278,202-992-2526,Thomas Thomas,Y
62802,SCHW,0000SCH001,211 Main St — Phoenix Private Wealth Center,Complex,3569 Maple Dr,Phoenix,AZ,37767,706-474-6289,Mary Anderson,Y
62858,FIDO,0000FID001,900 Salem St — Richmond Private Wealth Center,Regional HQ,9276 Commerce Dr,Richmond,VA,55054,898-980-1793,Sarah Brown,Y
62872,SII,0000SII001,501 N Broadway — Detroit Branch,Branch,2589 Commerce Dr,Detroit,MI,69836,200-638-4314,David Taylor,Y
63626,MS,0000MOR001,1585 Broadway — Austin Satellite,Branch,5906 Oak Ave,Austin,TX,20803,580-880-3711,Sarah Jackson,Y
63707,UBS,0000UBS001,1285 Avenue of the Americas — Las Vegas Regional HQ,Complex,1495 Center St,Las Vegas,NV,22475,201-418-8812,Michael Jones,Y
63788,LPL,0000LPL001,4707 Executive Dr — Jacksonville Regional HQ,Private Wealth Center,7292 Main St,Jacksonville,FL,11056,912-551-2975,Susan Jones,Y
63883,UBS,0000UBS001,1285 Avenue of the Americas — Indianapolis Branch,Regional HQ,6277 Park Ave,Indianapolis,IN,23425,305-520-7022,Mary Jones,Y
63964,SII,0000SII001,501 N Broadway — Pittsburgh Regional HQ,Regional HQ,1121 Financial Blvd,Pittsburgh,PA,83831,208-824-3688,Thomas Thomas,Y
64146,CNTS,0000CNT001,29 Sawyer Rd — Nashville Regional HQ,Complex,7249 Broadway,Nashville,TN,21362,302-343-3017,Christopher Jackson,Y
64239,CETA,0000CET001,200 N Pacific Coast Hwy — St Louis Complex,Satellite,2291 Broadway,St Louis,MO,46302,860-286-5065,Karen Lewis,Y
64266,LPL,0000LPL001,4707 Executive Dr — Memphis Private Wealth Center,Satellite,440 Corporate Dr,Memphis,TN,49537,410-730-9348,Robert Jackson,Y
64505,MS,0000MOR001,1585 Broadway — Portland Branch,Regional HQ,8109 Maple Dr,Portland,OR,24777,446-711-2163,Charles Smith,Y
64592,SII,0000SII001,501 N Broadway — Baltimore Satellite,Regional HQ,6338 Executive Pkwy,Baltimore,MD,65163,574-759-3830,Jessica Williams,Y
64596,NPC,0000NPC001,3200 E Camelback Rd — Los Angeles Private Wealth Center,Branch,226 Oak Ave,Los Angeles,CA,38277,240-261-7520,Charles Taylor,Y
64896,SCHW,0000SCH001,211 Main St — Sacramento Complex,Complex,6591 Park Ave,Sacramento,CA,93956,749-750-3501,William Williams,Y
64997,CAIS,0000CAI001,527 Madison Ave — Las Vegas Branch,Private Wealth Center,3330 Market St,Las Vegas,NV,80305,534-600-2083,Mary White,Y
65112,MER,0000MER001,One Bryant Park — Atlanta Branch,Regional HQ,1413 Maple Dr,Atlanta,GA,25202,664-826-1901,Mary Garcia,Y
65278,SCHW,0000SCH001,211 Main St — San Diego Branch,Regional HQ,186 Market St,San Diego,CA,75065,555-735-9474,William Garcia,Y
65353,CETA,0000CET001,200 N Pacific Coast Hwy — Baltimore Regional HQ,Satellite,1935 Main St,Baltimore,MD,53910,639-478-9582,Michael Wilson,Y
65476,LPL,0000LPL001,4707 Executive Dr — Hartford Branch,Complex,7458 Financial Blvd,Hartford,CT,57202,256-711-3734,Barbara Garcia,Y
65723,CETA,0000CET001,200 N Pacific Coast Hwy — Miami Branch,Private Wealth Center,1890 Broadway,Miami,FL,76692,202-245-1201,Jennifer Johnson,Y
65933,NPC,0000NPC001,3200 E Camelback Rd — Indianapolis Satellite,Complex,2459 Market St,Indianapolis,IN,14635,766-931-7870,Jennifer Anderson,Y
66059,NPC,0000NPC001,3200 E Camelback Rd — Atlanta Complex,Satellite,4445 Park Ave,Atlanta,GA,84912,581-322-9225,Sarah Garcia,Y
66606,CNTS,0000CNT001,29 Sawyer Rd — Charlotte Private Wealth Center,Branch,6569 Park Ave,Charlotte,NC,70960,489-992-6090,Richard Williams,Y
66985,VSR,0000VSR001,701 S Boston Ave — Richmond Complex,Branch,6045 Broadway,Richmond,VA,48219,777-511-4974,Thomas Thomas,Y
67014,MS,0000MOR001,1585 Broadway — Jacksonville Complex,Regional HQ,8955 Broadway,Jacksonville,FL,29735,206-619-1391,Jennifer Young,Y
67176,VSR,0000VSR001,701 S Boston Ave — St Louis Branch,Satellite,24 Corporate Dr,St Louis,MO,59319,955-944-6038,Patricia Miller,Y
67272,SII,0000SII001,501 N Broadway — Salt Lake City Regional HQ,Complex,8062 Main St,Salt Lake City,UT,28661,928-486-2524,Sarah Davis,Y
67422,VSR,0000VSR001,701 S Boston Ave — Salt Lake City Complex,Satellite,7512 Center St,Salt Lake City,UT,21128,794-297-9280,David Jackson,Y
67469,CETA,0000CET001,200 N Pacific Coast Hwy — Phoenix Private Wealth Center,Private Wealth Center,1021 Maple Dr,Phoenix,AZ,96827,333-442-5778,William Anderson,Y
67700,LPL,0000LPL001,4707 Executive Dr — Cincinnati Satellite,Satellite,7418 Oak Ave,Cincinnati,OH,40619,276-407-3230,Christopher Brown,Y
67840,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Boston Branch,Regional HQ,7366 Commerce Dr,Boston,MA,51160,616-323-9780,Barbara Miller,Y
68153,VSR,0000VSR001,701 S Boston Ave — Columbus Satellite,Complex,4342 Park Ave,Columbus,OH,21851,361-902-5984,Nancy Johnson,Y
68515,OSAIC,0000OSA001,2300 Windy Ridge Pkwy — Nashville Satellite,Regional HQ,1495 Center St,Nashville,TN,42534,564-605-9412,Sarah Taylor,Y
68799,CNTS,0000CNT001,29 Sawyer Rd — Miami Regional HQ,Branch,6626 Commerce Dr,Miami,FL,82869,966-763-5093,Patricia Harris,Y
68954,SCHW,0000SCH001,211 Main St — San Antonio Regional HQ,Branch,196 Main St,San Antonio,TX,39135,333-402-7563,Barbara Williams,Y
69130,MS,0000MOR001,1585 Broadway — Jacksonville Private Wealth Center,Satellite,1229 Main St,Jacksonville,FL,18450,402-861-8265,David Williams,Y
69250,CNTS,0000CNT001,29 Sawyer Rd — Orlando Branch,Branch,7553 Main St,Orlando,FL,32018,787-643-7471,Jessica Smith,Y
69614,VSR,0000VSR001,701 S Boston Ave — Pittsburgh Complex,Regional HQ,5800 Broadway,Pittsburgh,PA,34530,481-486-8307,David Johnson,Y
69682,ICAP,0000ICA001,60 E 42nd St — Louisville Private Wealth Center,Private Wealth Center,4027 Corporate Dr,Louisville,KY,48680,710-621-8848,Sarah Williams,Y
69871,VSR,0000VSR001,701 S Boston Ave — Minneapolis Complex,Regional HQ,6869 Broadway,Minneapolis,MN,94233,738-455-9907,James Jackson,Y
70012,SCHW,0000SCH001,211 Main St — St Louis Complex,Private Wealth Center,7941 Elm St,St Louis,MO,84141,714-529-7363,William Garcia,Y
70637,UBS,0000UBS001,1285 Avenue of the Americas — Los Angeles Satellite,Private Wealth Center,3589 Main St,Los Angeles,CA,46822,259-683-9674,Barbara Robinson,Y
70648,CETA,0000CET001,200 N Pacific Coast Hwy — Charlotte Regional HQ,Branch,4061 Corporate Dr,Charlotte,NC,41608,472-746-1916,Jennifer Robinson,Y
70846,ICAP,0000ICA001,60 E 42nd St — Pittsburgh Satellite,Regional HQ,2886 Broadway,Pittsburgh,PA,87662,525-955-6878,Christopher Smith,Y
70875,ICAP,0000ICA001,60 E 42nd St — St Louis Private Wealth Center,Private Wealth Center,2329 Executive Pkwy,St Louis,MO,34672,704-755-6063,Lisa Martin,Y
70946,RJ,0000RAJ001,RJ — Chicago Branch,Branch,3812 Executive Pkwy,Chicago,IL,38679,220-739-8831,James Anderson,Y
70981,ICAP,0000ICA001,60 E 42nd St — Louisville Regional HQ,Regional HQ,5583 Center St,Louisville,KY,33260,531-260-1359,David Robinson,Y
71474,NPC,0000NPC001,3200 E Camelback Rd — Boston Branch,Private Wealth Center,5979 Park Ave,Boston,MA,58967,921-878-7481,Christopher Brown,Y
71736,MS,0000MOR001,1585 Broadway — Orlando Satellite,Satellite,2236 Market St,Orlando,FL,67261,854-698-6198,Lisa Young,Y
72070,UBS,0000UBS001,1285 Avenue of the Americas — Louisville Satellite,Regional HQ,9650 Market St,Louisville,KY,59595,514-951-5825,David Garcia,Y
72094,CAIS,0000CAI001,527 Madison Ave — New York Private Wealth Center,Complex,9298 Main St,New York,NY,33865,816-525-4619,Christopher Brown,Y
72140,UBS,0000UBS001,1285 Avenue of the Americas — San Jose Regional HQ,Satellite,1275 Broadway,San Jose,CA,55457,527-371-2453,Richard Harris,Y
72402,UBS,0000UBS001,1285 Avenue of the Americas — New York Satellite,Regional HQ,4089 Center St,New York,NY,18885,558-462-2770,James Johnson,Y
72411,RJ,0000RAJ001,RJ — Pittsburgh Complex,Complex,2726 Maple Dr,Pittsburgh,PA,74629,587-559-9946,Joseph Brown,Y
72784,SII,0000SII001,501 N Broadway — Indianapolis Private Wealth Center,Regional HQ,2665 Commerce Dr,Indianapolis,IN,19661,234-501-1328,Richard Wilson,Y
73318,NPC,0000NPC001,3200 E Camelback Rd — San Antonio Branch,Satellite,2788 Maple Dr,San Antonio,TX,31090,949-276-9962,Michael Anderson,Y
