golden_member_id,golden_team_id,src_a_member_id,src_b_member_id,src_c_member_id
GM0002211,GT0000554,SRA_M0001809,SRB_M0001470,
GM0002212,GT0000554,SRA_M0001810,SRB_M0001471,SRC_M0000895
GM0002213,GT0000554,SRA_M0001811,,
GM0002214,GT0000555,SRA_M0001812,SRB_M0001472,SRC_M0000896
GM0002215,GT0000555,SRA_M0001813,,SRC_M0000897
GM0002216,GT0000555,SRA_M0001814,,SRC_M0000898
GM0002217,GT0000556,,SRB_M0001473,
GM0002218,GT0000556,SRA_M0001815,SRB_M0001474,
GM0002219,GT0000557,SRA_M0001816,SRB_M0001475,SRC_M0000899
GM0002220,GT0000557,SRA_M0001817,SRB_M0001476,SRC_M0000900
GM0002221,GT0000557,SRA_M0001818,SRB_M0001477,SRC_M0000901
GM0002222,GT0000557,SRA_M0001819,SRB_M0001478,SRC_M0000902
GM0002223,GT0000557,SRA_M0001820,SRB_M0001479,
GM0002224,GT0000557,SRA_M0001821,,SRC_M0000903
GM0002225,GT0000558,SRA_M0001822,,
GM0002226,GT0000558,SRA_M0001823,,SRC_M0000904
GM0002227,GT0000558,SRA_M0001824,,
GM0002228,GT0000558,SRA_M0001825,,SRC_M0000905
GM0002229,GT0000559,SRA_M0001826,SRB_M0001480,
GM0002230,GT0000559,SRA_M0001827,SRB_M0001481,
GM0002231,GT0000559,SRA_M0001828,SRB_M0001482,
GM0002232,GT0000559,SRA_M0001829,,
GM0002233,GT0000559,SRA_M0001830,,
GM0002234,GT0000559,SRA_M0001831,SRB_M0001483,
GM0002235,GT0000560,SRA_M0001832,SRB_M0001484,
GM0002236,GT0000560,SRA_M0001833,SRB_M0001485,SRC_M0000906
GM0002237,GT0000561,SRA_M0001834,SRB_M0001486,SRC_M0000907
GM0002238,GT0000561,,SRB_M0001487,SRC_M0000908
GM0002239,GT0000562,SRA_M0001835,,SRC_M0000909
GM0002240,GT0000562,SRA_M0001836,,
GM0002241,GT0000563,,SRB_M0001488,
GM0002242,GT0000563,,SRB_M0001489,
GM0002243,GT0000563,,SRB_M0001490,
GM0002244,GT0000563,,SRB_M0001491,
GM0002245,GT0000563,,SRB_M0001492,
GM0002246,GT0000564,SRA_M0001837,SRB_M0001493,
GM0002247,GT0000564,SRA_M0001838,SRB_M0001494,
GM0002248,GT0000564,SRA_M0001839,SRB_M0001495,
GM0002249,GT0000564,SRA_M0001840,SRB_M0001496,
GM0002250,GT0000564,SRA_M0001841,SRB_M0001497,
GM0002251,GT0000565,,SRB_M0001498,
GM0002252,GT0000565,,SRB_M0001499,
GM0002253,GT0000566,SRA_M0001842,SRB_M0001500,
GM0002254,GT0000566,SRA_M0001843,SRB_M0001501,
GM0002255,GT0000566,,SRB_M0001502,
GM0002256,GT0000566,SRA_M0001844,SRB_M0001503,
GM0002257,GT0000566,,SRB_M0001504,
GM0002258,GT0000567,SRA_M0001845,SRB_M0001505,
GM0002259,GT0000567,SRA_M0001846,SRB_M0001506,
GM0002260,GT0000567,SRA_M0001847,SRB_M0001507,SRC_M0000910
GM0002261,GT0000568,SRA_M0001848,SRB_M0001508,
GM0002262,GT0000568,,SRB_M0001509,
GM0002263,GT0000568,SRA_M0001849,SRB_M0001510,
GM0002264,GT0000568,SRA_M0001850,SRB_M0001511,
GM0002265,GT0000568,SRA_M0001851,SRB_M0001512,
GM0002266,GT0000568,SRA_M0001852,SRB_M0001513,
GM0002267,GT0000569,SRA_M0001853,,SRC_M0000911
GM0002268,GT0000569,SRA_M0001854,,SRC_M0000912
GM0002269,GT0000569,SRA_M0001855,,SRC_M0000913
GM0002270,GT0000569,SRA_M0001856,,
GM0002271,GT0000569,SRA_M0001857,,
GM0002272,GT0000569,SRA_M0001858,,
GM0002273,GT0000570,SRA_M0001859,,
GM0002274,GT0000570,SRA_M0001860,,
GM0002275,GT0000570,SRA_M0001861,SRB_M0001514,
GM0002276,GT0000571,SRA_M0001862,SRB_M0001515,SRC_M0000914
GM0002277,GT0000571,SRA_M0001863,SRB_M0001516,SRC_M0000915
GM0002278,GT0000571,SRA_M0001864,SRB_M0001517,SRC_M0000916
GM0002279,GT0000572,SRA_M0001865,SRB_M0001518,SRC_M0000917
GM0002280,GT0000572,SRA_M0001866,SRB_M0001519,
GM0002281,GT0000572,SRA_M0001867,SRB_M0001520,SRC_M0000918
GM0002282,GT0000572,SRA_M0001868,SRB_M0001521,
GM0002283,GT0000573,SRA_M0001869,,SRC_M0000919
GM0002284,GT0000573,SRA_M0001870,,SRC_M0000920
GM0002285,GT0000573,SRA_M0001871,,SRC_M0000921
GM0002286,GT0000573,SRA_M0001872,,SRC_M0000922
GM0002287,GT0000574,SRA_M0001873,SRB_M0001522,SRC_M0000923
GM0002288,GT0000574,,,SRC_M0000924
GM0002289,GT0000574,SRA_M0001874,SRB_M0001523,SRC_M0000925
GM0002290,GT0000575,SRA_M0001876,SRB_M0001524,SRC_M0000926
GM0002291,GT0000575,SRA_M0001877,SRB_M0001525,SRC_M0000927
GM0002292,GT0000575,SRA_M0001878,SRB_M0001526,SRC_M0000928
GM0002293,GT0000575,SRA_M0001879,,
GM0002294,GT0000576,SRA_M0001880,SRB_M0001527,
GM0002295,GT0000576,SRA_M0001881,SRB_M0001528,
GM0002296,GT0000576,SRA_M0001882,SRB_M0001529,
GM0002297,GT0000576,,SRB_M0001530,
GM0002298,GT0000576,,SRB_M0001531,
GM0002299,GT0000576,SRA_M0001883,SRB_M0001532,
GM0002300,GT0000577,,,
GM0002301,GT0000577,,,
GM0002302,GT0000577,,,
GM0002303,GT0000577,,,
GM0002304,GT0000577,,,
GM0002305,GT0000577,,,
GM0002306,GT0000578,SRA_M0001884,SRB_M0001533,
GM0002307,GT0000578,SRA_M0001885,SRB_M0001534,
GM0002308,GT0000578,SRA_M0001886,SRB_M0001535,
GM0002309,GT0000578,SRA_M0001887,SRB_M0001536,
GM0002310,GT0000579,SRA_M0001889,,
GM0002311,GT0000579,SRA_M0001890,SRB_M0001537,
GM0002312,GT0000579,SRA_M0001891,SRB_M0001538,
GM0002313,GT0000579,SRA_M0001892,SRB_M0001539,
GM0002314,GT0000579,SRA_M0001893,SRB_M0001540,
GM0002315,GT0000580,SRA_M0001894,SRB_M0001542,
GM0002316,GT0000580,SRA_M0001895,SRB_M0001543,SRC_M0000929
GM0002317,GT0000580,SRA_M0001896,SRB_M0001544,
GM0002318,GT0000580,SRA_M0001897,SRB_M0001545,
GM0002319,GT0000580,SRA_M0001898,SRB_M0001546,SRC_M0000930
GM0002320,GT0000580,SRA_M0001899,SRB_M0001547,SRC_M0000931
GM0002321,GT0000581,,SRB_M0001548,
GM0002322,GT0000581,SRA_M0001900,,SRC_M0000932
GM0002323,GT0000581,SRA_M0001901,SRB_M0001549,SRC_M0000933
GM0002324,GT0000581,SRA_M0001902,,SRC_M0000934
GM0002325,GT0000582,SRA_M0001904,,SRC_M0000935
GM0002326,GT0000582,SRA_M0001905,,SRC_M0000936
GM0002327,GT0000582,SRA_M0001906,SRB_M0001550,SRC_M0000937
GM0002328,GT0000583,SRA_M0001907,,SRC_M0000938
GM0002329,GT0000583,SRA_M0001908,,SRC_M0000939
GM0002330,GT0000583,SRA_M0001909,,SRC_M0000940
GM0002331,GT0000583,SRA_M0001910,,SRC_M0000941
GM0002332,GT0000583,SRA_M0001911,,SRC_M0000942
GM0002333,GT0000584,SRA_M0001912,,SRC_M0000943
GM0002334,GT0000584,SRA_M0001913,,SRC_M0000944
GM0002335,GT0000584,SRA_M0001914,,SRC_M0000945
GM0002336,GT0000584,SRA_M0001915,,SRC_M0000946
GM0002337,GT0000584,SRA_M0001916,,
GM0002338,GT0000585,SRA_M0001918,SRB_M0001551,
GM0002339,GT0000585,SRA_M0001919,,
GM0002340,GT0000585,SRA_M0001920,SRB_M0001552,
GM0002341,GT0000586,,SRB_M0001553,SRC_M0000947
GM0002342,GT0000586,,SRB_M0001554,SRC_M0000948
GM0002343,GT0000586,,SRB_M0001555,SRC_M0000949
GM0002344,GT0000587,SRA_M0001921,,SRC_M0000950
GM0002345,GT0000587,SRA_M0001922,,SRC_M0000951
GM0002346,GT0000587,SRA_M0001923,,
GM0002347,GT0000587,SRA_M0001924,,SRC_M0000952
GM0002348,GT0000587,SRA_M0001925,,SRC_M0000953
GM0002349,GT0000587,SRA_M0001926,,SRC_M0000954
GM0002350,GT0000588,,,
GM0002351,GT0000588,SRA_M0001927,SRB_M0001556,
GM0002352,GT0000588,SRA_M0001928,SRB_M0001557,
GM0002353,GT0000589,SRA_M0001929,SRB_M0001558,SRC_M0000955
GM0002354,GT0000589,SRA_M0001930,SRB_M0001559,SRC_M0000956
GM0002355,GT0000589,,SRB_M0001560,
GM0002356,GT0000589,SRA_M0001931,SRB_M0001561,SRC_M0000957
GM0002357,GT0000589,SRA_M0001932,SRB_M0001562,SRC_M0000958
GM0002358,GT0000590,SRA_M0001933,SRB_M0001563,
GM0002359,GT0000590,SRA_M0001934,,
GM0002360,GT0000590,SRA_M0001935,SRB_M0001564,
GM0002361,GT0000590,SRA_M0001936,SRB_M0001565,
GM0002362,GT0000591,,SRB_M0001566,
GM0002363,GT0000591,,SRB_M0001567,
GM0002364,GT0000591,,SRB_M0001568,
GM0002365,GT0000592,SRA_M0001937,SRB_M0001569,
GM0002366,GT0000592,SRA_M0001938,SRB_M0001570,
GM0002367,GT0000592,,,
GM0002368,GT0000592,SRA_M0001939,SRB_M0001571,
GM0002369,GT0000592,SRA_M0001940,SRB_M0001572,
GM0002370,GT0000593,SRA_M0001941,,
GM0002371,GT0000593,SRA_M0001942,SRB_M0001574,
GM0002372,GT0000593,SRA_M0001943,SRB_M0001575,
GM0002373,GT0000593,SRA_M0001944,SRB_M0001576,
GM0002374,GT0000593,SRA_M0001945,,
GM0002375,GT0000594,,SRB_M0001577,
GM0002376,GT0000594,,SRB_M0001578,
GM0002377,GT0000595,,SRB_M0001579,
GM0002378,GT0000595,,SRB_M0001580,
GM0002379,GT0000595,,SRB_M0001581,
GM0002380,GT0000596,SRA_M0001947,,
GM0002381,GT0000596,SRA_M0001948,,
GM0002382,GT0000596,SRA_M0001949,,
GM0002383,GT0000596,SRA_M0001950,,
GM0002384,GT0000596,SRA_M0001951,,
GM0002385,GT0000596,SRA_M0001952,,
GM0002386,GT0000597,SRA_M0001953,SRB_M0001582,
GM0002387,GT0000597,,SRB_M0001583,
GM0002388,GT0000598,SRA_M0001954,SRB_M0001585,
GM0002389,GT0000598,SRA_M0001955,,
GM0002390,GT0000598,SRA_M0001956,,
GM0002391,GT0000598,SRA_M0001957,SRB_M0001586,
GM0002392,GT0000599,SRA_M0001958,SRB_M0001587,SRC_M0000959
GM0002393,GT0000599,SRA_M0001959,,
GM0002394,GT0000600,SRA_M0001960,,SRC_M0000960
GM0002395,GT0000600,SRA_M0001961,,SRC_M0000961
GM0002396,GT0000601,SRA_M0001962,,SRC_M0000962
GM0002397,GT0000601,SRA_M0001963,,SRC_M0000963
GM0002398,GT0000601,SRA_M0001964,,SRC_M0000964
GM0002399,GT0000601,SRA_M0001965,,SRC_M0000965
GM0002400,GT0000601,SRA_M0001966,,SRC_M0000966
GM0002401,GT0000602,,SRB_M0001588,SRC_M0000967
GM0002402,GT0000602,,,SRC_M0000968
GM0002403,GT0000603,,SRB_M0001589,SRC_M0000969
GM0002404,GT0000603,SRA_M0001967,SRB_M0001590,
GM0002405,GT0000603,SRA_M0001968,SRB_M0001591,
GM0002406,GT0000603,SRA_M0001969,SRB_M0001592,SRC_M0000970
GM0002407,GT0000603,SRA_M0001970,SRB_M0001593,SRC_M0000971
GM0002408,GT0000603,SRA_M0001971,SRB_M0001594,SRC_M0000972
GM0002409,GT0000604,SRA_M0001972,,SRC_M0000973
GM0002410,GT0000604,SRA_M0001973,,SRC_M0000974
GM0002411,GT0000604,SRA_M0001974,,
GM0002412,GT0000604,SRA_M0001975,,
GM0002413,GT0000604,,,SRC_M0000975
GM0002414,GT0000604,SRA_M0001976,,SRC_M0000976
GM0002415,GT0000605,,SRB_M0001595,SRC_M0000977
GM0002416,GT0000605,,SRB_M0001596,SRC_M0000978
GM0002417,GT0000606,SRA_M0001977,,SRC_M0000979
GM0002418,GT0000606,SRA_M0001978,SRB_M0001597,SRC_M0000980
GM0002419,GT0000606,SRA_M0001979,SRB_M0001598,SRC_M0000981
GM0002420,GT0000607,SRA_M0001980,SRB_M0001599,SRC_M0000982
GM0002421,GT0000607,SRA_M0001981,,SRC_M0000983
GM0002422,GT0000607,SRA_M0001982,SRB_M0001600,SRC_M0000984
GM0002423,GT0000607,,SRB_M0001601,SRC_M0000985
GM0002424,GT0000607,SRA_M0001983,SRB_M0001602,SRC_M0000986
GM0002425,GT0000608,SRA_M0001984,,
GM0002426,GT0000608,SRA_M0001985,,
GM0002427,GT0000608,SRA_M0001986,,
GM0002428,GT0000609,SRA_M0001987,SRB_M0001603,
GM0002429,GT0000609,SRA_M0001988,SRB_M0001604,SRC_M0000987
GM0002430,GT0000609,SRA_M0001989,,SRC_M0000988
GM0002431,GT0000609,SRA_M0001990,SRB_M0001605,SRC_M0000989
GM0002432,GT0000609,SRA_M0001991,SRB_M0001606,SRC_M0000990
GM0002433,GT0000609,SRA_M0001992,SRB_M0001607,SRC_M0000991
GM0002434,GT0000610,,,SRC_M0000992
GM0002435,GT0000610,SRA_M0001993,SRB_M0001609,SRC_M0000993
GM0002436,GT0000611,SRA_M0001994,SRB_M0001610,SRC_M0000994
GM0002437,GT0000611,SRA_M0001995,,SRC_M0000995
GM0002438,GT0000611,SRA_M0001996,SRB_M0001611,SRC_M0000996
GM0002439,GT0000612,SRA_M0001997,SRB_M0001612,SRC_M0000997
GM0002440,GT0000612,SRA_M0001998,SRB_M0001613,
GM0002441,GT0000612,SRA_M0001999,SRB_M0001614,SRC_M0000998
GM0002442,GT0000613,SRA_M0002000,,
GM0002443,GT0000613,SRA_M0002001,,
GM0002444,GT0000613,SRA_M0002002,,
GM0002445,GT0000613,SRA_M0002003,,
GM0002446,GT0000614,SRA_M0002004,SRB_M0001615,
GM0002447,GT0000614,,SRB_M0001616,
GM0002448,GT0000614,SRA_M0002005,,
GM0002449,GT0000614,SRA_M0002006,SRB_M0001617,
GM0002450,GT0000615,SRA_M0002007,SRB_M0001618,SRC_M0000999
GM0002451,GT0000615,,SRB_M0001619,SRC_M0001000
GM0002452,GT0000615,SRA_M0002008,SRB_M0001620,
GM0002453,GT0000616,SRA_M0002009,SRB_M0001621,SRC_M0001001
GM0002454,GT0000616,SRA_M0002010,SRB_M0001622,SRC_M0001002
GM0002455,GT0000616,SRA_M0002011,,SRC_M0001003
GM0002456,GT0000617,SRA_M0002012,,
GM0002457,GT0000617,SRA_M0002013,SRB_M0001623,
GM0002458,GT0000617,SRA_M0002014,SRB_M0001624,
GM0002459,GT0000617,SRA_M0002015,SRB_M0001625,
GM0002460,GT0000617,SRA_M0002016,,
GM0002461,GT0000617,SRA_M0002017,SRB_M0001626,
GM0002462,GT0000618,SRA_M0002018,SRB_M0001627,
GM0002463,GT0000618,SRA_M0002019,,
GM0002464,GT0000619,SRA_M0002020,SRB_M0001628,
GM0002465,GT0000619,SRA_M0002021,SRB_M0001629,
GM0002466,GT0000619,SRA_M0002022,SRB_M0001630,
GM0002467,GT0000619,SRA_M0002023,,
GM0002468,GT0000619,SRA_M0002024,SRB_M0001631,
GM0002469,GT0000620,SRA_M0002025,SRB_M0001632,
GM0002470,GT0000620,SRA_M0002026,,SRC_M0001004
GM0002471,GT0000620,SRA_M0002027,SRB_M0001633,SRC_M0001005
GM0002472,GT0000620,SRA_M0002028,SRB_M0001634,SRC_M0001006
GM0002473,GT0000621,SRA_M0002029,SRB_M0001635,SRC_M0001007
GM0002474,GT0000621,SRA_M0002030,SRB_M0001636,SRC_M0001008
GM0002475,GT0000622,SRA_M0002031,SRB_M0001637,
GM0002476,GT0000622,SRA_M0002032,SRB_M0001638,
GM0002477,GT0000623,SRA_M0002033,,
GM0002478,GT0000623,SRA_M0002034,,
GM0002479,GT0000623,SRA_M0002035,,
GM0002480,GT0000623,SRA_M0002036,,
GM0002481,GT0000623,SRA_M0002037,,
GM0002482,GT0000624,,SRB_M0001639,SRC_M0001009
GM0002483,GT0000624,,,SRC_M0001010
GM0002484,GT0000624,,SRB_M0001640,SRC_M0001011
GM0002485,GT0000624,,SRB_M0001641,SRC_M0001012
GM0002486,GT0000625,SRA_M0002038,SRB_M0001642,
GM0002487,GT0000625,SRA_M0002039,SRB_M0001643,SRC_M0001013
GM0002488,GT0000625,SRA_M0002040,SRB_M0001644,
GM0002489,GT0000625,,SRB_M0001645,
GM0002490,GT0000625,,SRB_M0001646,SRC_M0001014
GM0002491,GT0000625,SRA_M0002041,SRB_M0001647,
GM0002492,GT0000626,SRA_M0002042,SRB_M0001648,
GM0002493,GT0000626,SRA_M0002043,SRB_M0001649,
GM0002494,GT0000626,SRA_M0002044,SRB_M0001650,
GM0002495,GT0000626,SRA_M0002045,SRB_M0001651,
GM0002496,GT0000626,SRA_M0002046,SRB_M0001652,
GM0002497,GT0000626,SRA_M0002047,SRB_M0001653,
GM0002498,GT0000627,,SRB_M0001654,
GM0002499,GT0000627,,SRB_M0001655,
GM0002500,GT0000627,SRA_M0002048,SRB_M0001656,
GM0002501,GT0000628,SRA_M0002049,SRB_M0001657,
GM0002502,GT0000628,,SRB_M0001658,
GM0002503,GT0000628,SRA_M0002050,SRB_M0001659,
GM0002504,GT0000628,SRA_M0002051,,
GM0002505,GT0000628,SRA_M0002052,,
GM0002506,GT0000629,SRA_M0002053,,
GM0002507,GT0000629,SRA_M0002054,,SRC_M0001015
GM0002508,GT0000629,SRA_M0002055,,SRC_M0001016
GM0002509,GT0000629,,,
GM0002510,GT0000629,,,SRC_M0001017
GM0002511,GT0000629,SRA_M0002056,,SRC_M0001018
GM0002512,GT0000630,SRA_M0002057,SRB_M0001660,
GM0002513,GT0000630,SRA_M0002058,SRB_M0001661,
GM0002514,GT0000630,SRA_M0002059,SRB_M0001662,
GM0002515,GT0000630,SRA_M0002060,SRB_M0001663,
GM0002516,GT0000630,SRA_M0002061,SRB_M0001664,
GM0002517,GT0000631,SRA_M0002062,SRB_M0001665,
GM0002518,GT0000631,SRA_M0002063,,
GM0002519,GT0000631,SRA_M0002064,SRB_M0001666,
GM0002520,GT0000632,,SRB_M0001667,SRC_M0001019
GM0002521,GT0000632,SRA_M0002065,SRB_M0001668,SRC_M0001020
GM0002522,GT0000632,SRA_M0002066,SRB_M0001669,
GM0002523,GT0000632,SRA_M0002067,SRB_M0001670,SRC_M0001021
GM0002524,GT0000633,SRA_M0002068,SRB_M0001671,
GM0002525,GT0000633,SRA_M0002069,SRB_M0001672,
GM0002526,GT0000633,SRA_M0002070,SRB_M0001673,
GM0002527,GT0000634,,,SRC_M0001022
GM0002528,GT0000634,SRA_M0002071,,SRC_M0001023
GM0002529,GT0000634,,,SRC_M0001024
GM0002530,GT0000634,SRA_M0002072,,SRC_M0001025
GM0002531,GT0000635,SRA_M0002074,SRB_M0001674,
GM0002532,GT0000635,SRA_M0002075,SRB_M0001675,
GM0002533,GT0000635,SRA_M0002076,SRB_M0001676,
GM0002534,GT0000635,SRA_M0002077,SRB_M0001677,
GM0002535,GT0000635,SRA_M0002078,SRB_M0001678,
GM0002536,GT0000636,SRA_M0002079,SRB_M0001679,
GM0002537,GT0000636,SRA_M0002080,SRB_M0001680,
GM0002538,GT0000636,,SRB_M0001681,
GM0002539,GT0000636,SRA_M0002081,SRB_M0001682,
GM0002540,GT0000636,SRA_M0002082,,
GM0002541,GT0000637,SRA_M0002083,SRB_M0001683,
GM0002542,GT0000637,SRA_M0002084,,
GM0002543,GT0000637,SRA_M0002085,SRB_M0001684,
GM0002544,GT0000637,SRA_M0002086,SRB_M0001685,
GM0002545,GT0000637,SRA_M0002087,SRB_M0001686,
GM0002546,GT0000637,SRA_M0002088,SRB_M0001687,
GM0002547,GT0000638,SRA_M0002089,SRB_M0001688,SRC_M0001026
GM0002548,GT0000638,SRA_M0002090,SRB_M0001689,
GM0002549,GT0000639,SRA_M0002091,SRB_M0001690,
GM0002550,GT0000639,SRA_M0002092,SRB_M0001691,
GM0002551,GT0000640,SRA_M0002093,SRB_M0001693,
GM0002552,GT0000640,,SRB_M0001694,
GM0002553,GT0000640,SRA_M0002094,SRB_M0001695,
GM0002554,GT0000640,SRA_M0002095,SRB_M0001696,
GM0002555,GT0000640,SRA_M0002096,SRB_M0001697,
GM0002556,GT0000640,SRA_M0002097,,
GM0002557,GT0000641,,,SRC_M0001027
GM0002558,GT0000641,,,SRC_M0001028
GM0002559,GT0000641,,,SRC_M0001029
GM0002560,GT0000641,,,SRC_M0001030
GM0002561,GT0000641,,,SRC_M0001031
GM0002562,GT0000642,,SRB_M0001698,SRC_M0001032
GM0002563,GT0000642,,SRB_M0001699,SRC_M0001033
GM0002564,GT0000642,SRA_M0002098,SRB_M0001700,SRC_M0001034
GM0002565,GT0000642,SRA_M0002099,SRB_M0001701,SRC_M0001035
GM0002566,GT0000643,SRA_M0002100,SRB_M0001702,
GM0002567,GT0000643,SRA_M0002101,SRB_M0001703,SRC_M0001036
GM0002568,GT0000643,SRA_M0002102,SRB_M0001704,SRC_M0001037
GM0002569,GT0000644,SRA_M0002103,,SRC_M0001038
GM0002570,GT0000644,SRA_M0002104,,
GM0002571,GT0000644,SRA_M0002105,,SRC_M0001039
GM0002572,GT0000645,SRA_M0002106,SRB_M0001705,SRC_M0001040
GM0002573,GT0000645,SRA_M0002107,SRB_M0001706,SRC_M0001041
GM0002574,GT0000645,SRA_M0002108,SRB_M0001707,SRC_M0001042
GM0002575,GT0000645,SRA_M0002109,SRB_M0001708,SRC_M0001043
GM0002576,GT0000645,SRA_M0002110,SRB_M0001709,SRC_M0001044
GM0002577,GT0000645,SRA_M0002111,,SRC_M0001045
GM0002578,GT0000646,,,
GM0002579,GT0000646,SRA_M0002112,SRB_M0001710,
GM0002580,GT0000646,SRA_M0002113,SRB_M0001711,
GM0002581,GT0000646,,SRB_M0001712,
GM0002582,GT0000646,,,
GM0002583,GT0000647,SRA_M0002114,SRB_M0001713,
GM0002584,GT0000647,SRA_M0002115,SRB_M0001714,
GM0002585,GT0000647,SRA_M0002116,SRB_M0001715,
GM0002586,GT0000648,SRA_M0002117,SRB_M0001716,
GM0002587,GT0000648,SRA_M0002118,SRB_M0001717,
GM0002588,GT0000648,SRA_M0002119,SRB_M0001718,
GM0002589,GT0000649,SRA_M0002120,SRB_M0001719,
GM0002590,GT0000649,SRA_M0002121,SRB_M0001720,
GM0002591,GT0000649,SRA_M0002122,SRB_M0001721,
GM0002592,GT0000649,SRA_M0002123,SRB_M0001722,
GM0002593,GT0000649,SRA_M0002124,SRB_M0001723,
GM0002594,GT0000649,SRA_M0002125,SRB_M0001724,
GM0002595,GT0000650,,,
GM0002596,GT0000650,,,
GM0002597,GT0000651,SRA_M0002126,SRB_M0001725,SRC_M0001046
GM0002598,GT0000651,SRA_M0002127,SRB_M0001726,SRC_M0001047
GM0002599,GT0000651,,SRB_M0001727,SRC_M0001048
GM0002600,GT0000651,SRA_M0002128,SRB_M0001728,
GM0002601,GT0000651,SRA_M0002129,,SRC_M0001049
GM0002602,GT0000651,,SRB_M0001729,SRC_M0001050
GM0002603,GT0000652,SRA_M0002130,SRB_M0001730,SRC_M0001051
GM0002604,GT0000652,,SRB_M0001731,
GM0002605,GT0000652,SRA_M0002131,SRB_M0001732,SRC_M0001052
GM0002606,GT0000652,SRA_M0002132,,SRC_M0001053
GM0002607,GT0000653,SRA_M0002133,SRB_M0001733,
GM0002608,GT0000653,,SRB_M0001734,
GM0002609,GT0000654,SRA_M0002134,SRB_M0001735,SRC_M0001054
GM0002610,GT0000654,SRA_M0002135,SRB_M0001736,SRC_M0001055
GM0002611,GT0000654,SRA_M0002136,SRB_M0001737,SRC_M0001056
GM0002612,GT0000655,SRA_M0002137,,
GM0002613,GT0000655,SRA_M0002138,SRB_M0001738,SRC_M0001057
GM0002614,GT0000655,SRA_M0002139,,SRC_M0001058
GM0002615,GT0000655,SRA_M0002140,,SRC_M0001059
GM0002616,GT0000656,SRA_M0002141,SRB_M0001739,SRC_M0001060
GM0002617,GT0000656,SRA_M0002142,SRB_M0001740,SRC_M0001061
GM0002618,GT0000656,,SRB_M0001741,
GM0002619,GT0000657,SRA_M0002143,SRB_M0001742,SRC_M0001062
GM0002620,GT0000657,SRA_M0002144,SRB_M0001743,SRC_M0001063
GM0002621,GT0000657,SRA_M0002145,SRB_M0001744,SRC_M0001064
GM0002622,GT0000657,SRA_M0002146,SRB_M0001745,SRC_M0001065
GM0002623,GT0000657,SRA_M0002147,SRB_M0001746,
GM0002624,GT0000658,SRA_M0002148,SRB_M0001747,SRC_M0001066
GM0002625,GT0000658,SRA_M0002149,,
GM0002626,GT0000658,SRA_M0002150,SRB_M0001748,SRC_M0001067
GM0002627,GT0000659,SRA_M0002151,,
GM0002628,GT0000659,SRA_M0002152,,
GM0002629,GT0000660,SRA_M0002153,SRB_M0001749,
GM0002630,GT0000660,SRA_M0002154,SRB_M0001750,
GM0002631,GT0000660,SRA_M0002155,SRB_M0001751,
GM0002632,GT0000660,SRA_M0002156,,
GM0002633,GT0000660,SRA_M0002157,SRB_M0001752,
GM0002634,GT0000661,SRA_M0002158,,
GM0002635,GT0000661,SRA_M0002159,,
GM0002636,GT0000661,SRA_M0002160,,
GM0002637,GT0000661,SRA_M0002161,,
GM0002638,GT0000661,SRA_M0002162,,
GM0002639,GT0000662,SRA_M0002163,,SRC_M0001068
GM0002640,GT0000662,SRA_M0002164,,
GM0002641,GT0000662,SRA_M0002165,,SRC_M0001069
GM0002642,GT0000663,SRA_M0002166,SRB_M0001753,
GM0002643,GT0000663,SRA_M0002167,,SRC_M0001070
GM0002644,GT0000664,SRA_M0002168,,
GM0002645,GT0000664,SRA_M0002169,,
GM0002646,GT0000664,SRA_M0002170,,
GM0002647,GT0000665,SRA_M0002171,SRB_M0001754,SRC_M0001071
GM0002648,GT0000665,SRA_M0002172,SRB_M0001755,SRC_M0001072
GM0002649,GT0000665,,SRB_M0001756,
GM0002650,GT0000665,SRA_M0002173,SRB_M0001757,
GM0002651,GT0000666,SRA_M0002174,SRB_M0001758,
GM0002652,GT0000666,,SRB_M0001759,
GM0002653,GT0000667,SRA_M0002175,,SRC_M0001073
GM0002654,GT0000667,SRA_M0002176,SRB_M0001760,SRC_M0001074
GM0002655,GT0000668,SRA_M0002177,,
GM0002656,GT0000668,SRA_M0002178,,
GM0002657,GT0000668,SRA_M0002179,,
GM0002658,GT0000668,SRA_M0002180,,
GM0002659,GT0000668,SRA_M0002181,,
GM0002660,GT0000669,SRA_M0002182,SRB_M0001761,SRC_M0001075
GM0002661,GT0000669,SRA_M0002183,SRB_M0001762,SRC_M0001076
GM0002662,GT0000669,SRA_M0002184,SRB_M0001763,SRC_M0001077
GM0002663,GT0000669,SRA_M0002185,,SRC_M0001078
GM0002664,GT0000670,SRA_M0002186,SRB_M0001764,
GM0002665,GT0000670,SRA_M0002187,SRB_M0001765,
GM0002666,GT0000670,SRA_M0002188,,
GM0002667,GT0000670,SRA_M0002189,SRB_M0001766,
GM0002668,GT0000671,SRA_M0002190,SRB_M0001767,SRC_M0001080
GM0002669,GT0000671,SRA_M0002191,SRB_M0001768,
GM0002670,GT0000671,SRA_M0002192,SRB_M0001769,SRC_M0001081
GM0002671,GT0000671,,SRB_M0001770,SRC_M0001082
GM0002672,GT0000671,SRA_M0002193,SRB_M0001771,SRC_M0001083
GM0002673,GT0000671,SRA_M0002194,SRB_M0001772,SRC_M0001084
GM0002674,GT0000672,SRA_M0002195,,
GM0002675,GT0000672,SRA_M0002196,,SRC_M0001085
